1 0.509681
2 1.22883
3 0.49802
4 0.818403
5 2.53759
6 1.52767
7 0.432788
8 0.756217
9 1.39009
10 1.6023
11 1.64468
12 0.091976
13 0.920595
14 0.346808
15 0.597167
16 1.03344
17 1.14552
18 1.75264
19 0.837366
20 1.3798
21 1.12202
22 0.152761
23 1.21452
24 1.19194
25 3.22687
26 0.86306
27 0.580294
28 0.306669
29 1.70785
30 2.27616
31 1.06061
32 1.11696
33 1.19015
34 1.08795
35 1.43653
36 1.83546
37 0.987682
38 1.64977
39 0.958077
40 0.288083
41 0.241137
42 0.734685
43 0.277887
44 0.900972
45 0.174389
46 2.12879
47 1.05387
48 2.51452
