t(s)	x(m)	v(m/s)	F(N)
3.93e-05	4.60508e-05	1.17148	6380.32
3.96e-05	4.64022e-05	1.17148	6430.06
3.99e-05	4.67537e-05	1.17147	6479.81
4.02e-05	4.71051e-05	1.17146	6529.58
4.05e-05	4.74566e-05	1.17146	6579.36
4.08e-05	4.7808e-05	1.17145	6629.17
4.11e-05	4.81594e-05	1.17144	6678.99
4.14e-05	4.85109e-05	1.17144	6728.83
4.17e-05	4.88623e-05	1.17143	6778.68
4.2e-05	4.92137e-05	1.17142	6828.56
4.23e-05	4.95651e-05	1.17141	6878.45
4.26e-05	4.99166e-05	1.17141	6928.36
4.29e-05	5.0268e-05	1.1714	6978.29
4.32e-05	5.06194e-05	1.17139	7028.24
4.35e-05	5.09708e-05	1.17138	7078.2
4.38e-05	5.13222e-05	1.17138	7128.19
4.41e-05	5.16736e-05	1.17137	7178.19
4.44e-05	5.20251e-05	1.17136	7228.21
4.47e-05	5.23765e-05	1.17135	7278.24
4.5e-05	5.27279e-05	1.17135	7328.3
4.53e-05	5.30793e-05	1.17134	7378.37
4.56e-05	5.34307e-05	1.17133	7428.46
4.59e-05	5.37821e-05	1.17132	7478.57
4.62e-05	5.41335e-05	1.17131	7528.7
4.65e-05	5.44849e-05	1.17131	7578.85
4.68e-05	5.48363e-05	1.1713	7629.02
4.71e-05	5.51876e-05	1.17129	7679.2
4.74e-05	5.5539e-05	1.17128	7729.4
4.77e-05	5.58904e-05	1.17127	7779.62
4.8e-05	5.62418e-05	1.17127	7829.86
4.83e-05	5.65932e-05	1.17126	7880.12
4.86e-05	5.69445e-05	1.17125	7930.4
4.89e-05	5.72959e-05	1.17124	7980.7
4.92e-05	5.76473e-05	1.17123	8031.01
4.95e-05	5.79987e-05	1.17122	8081.35
4.98e-05	5.835e-05	1.17122	8131.7
5.01e-05	5.87014e-05	1.17121	8182.07
5.04e-05	5.90527e-05	1.1712	8232.46
5.07e-05	5.94041e-05	1.17119	8282.87
5.1e-05	5.97555e-05	1.17118	8333.3
5.13e-05	6.01068e-05	1.17117	8383.75
5.16e-05	6.04582e-05	1.17116	8434.22
5.19e-05	6.08095e-05	1.17115	8484.7
5.22e-05	6.11609e-05	1.17115	8535.21
5.25e-05	6.15122e-05	1.17114	8585.73
5.28e-05	6.18635e-05	1.17113	8636.28
5.31e-05	6.22149e-05	1.17112	8686.84
5.34e-05	6.25662e-05	1.17111	8737.43
5.37e-05	6.29175e-05	1.1711	8788.03
5.4e-05	6.32689e-05	1.17109	8838.65
5.43e-05	6.36202e-05	1.17108	8889.29
5.46e-05	6.39715e-05	1.17107	8939.96
5.49e-05	6.43228e-05	1.17106	8990.64
5.52e-05	6.46742e-05	1.17105	9041.34
5.55e-05	6.50255e-05	1.17104	9092.06
5.58e-05	6.53768e-05	1.17103	9142.8
5.61e-05	6.57281e-05	1.17102	9193.56
5.64e-05	6.60794e-05	1.17101	9244.34
5.67e-05	6.64307e-05	1.171	9295.14
5.7e-05	6.6782e-05	1.17099	9345.96
5.73e-05	6.71333e-05	1.17098	9396.8
5.76e-05	6.74846e-05	1.17097	9447.66
5.79e-05	6.78359e-05	1.17096	9498.54
5.82e-05	6.81872e-05	1.17095	9549.44
5.85e-05	6.85385e-05	1.17094	9600.36
5.88e-05	6.88897e-05	1.17093	9651.3
5.91e-05	6.9241e-05	1.17092	9702.26
5.94e-05	6.95923e-05	1.17091	9753.24
5.97e-05	6.99436e-05	1.1709	9804.25
6e-05	7.02948e-05	1.17089	9855.27
6.03e-05	7.06461e-05	1.17088	9906.31
6.06e-05	7.09974e-05	1.17087	9957.37
6.09e-05	7.13486e-05	1.17086	10008.5
6.12e-05	7.16999e-05	1.17085	10059.6
6.15e-05	7.20511e-05	1.17084	10110.7
6.18e-05	7.24024e-05	1.17083	10161.8
6.21e-05	7.27536e-05	1.17082	10213
6.24e-05	7.31049e-05	1.17081	10264.2
6.27e-05	7.34561e-05	1.1708	10315.4
6.3e-05	7.38074e-05	1.17079	10366.6
6.33e-05	7.41586e-05	1.17078	10417.9
6.36e-05	7.45098e-05	1.17076	10469.1
6.39e-05	7.4861e-05	1.17075	10520.4
6.42e-05	7.52123e-05	1.17074	10571.7
6.45e-05	7.55635e-05	1.17073	10623.1
6.48e-05	7.59147e-05	1.17072	10674.4
6.51e-05	7.62659e-05	1.17071	10725.8
6.54e-05	7.66171e-05	1.1707	10777.2
6.57e-05	7.69683e-05	1.17069	10828.6
6.6e-05	7.73195e-05	1.17067	10880.1
6.63e-05	7.76708e-05	1.17066	10931.5
6.66e-05	7.80219e-05	1.17065	10983
6.69e-05	7.83731e-05	1.17064	11034.5
6.72e-05	7.87243e-05	1.17063	11086
6.75e-05	7.90755e-05	1.17062	11137.6
6.78e-05	7.94267e-05	1.1706	11189.1
6.81e-05	7.97779e-05	1.17059	11240.7
6.84e-05	8.01291e-05	1.17058	11292.3
6.87e-05	8.04802e-05	1.17057	11344
6.9e-05	8.08314e-05	1.17056	11395.6
6.93e-05	8.11826e-05	1.17055	11447.3
6.96e-05	8.15337e-05	1.17053	11499
6.99e-05	8.18849e-05	1.17052	11550.7
7.02e-05	8.2236e-05	1.17051	11602.5
7.05e-05	8.25872e-05	1.1705	11654.2
7.08e-05	8.29383e-05	1.17048	11706
7.11e-05	8.32895e-05	1.17047	11757.8
7.14e-05	8.36406e-05	1.17046	11809.6
7.17e-05	8.39918e-05	1.17045	11861.5
7.2e-05	8.43429e-05	1.17043	11913.4
7.23e-05	8.4694e-05	1.17042	11965.3
7.26e-05	8.50451e-05	1.17041	12017.2
7.29e-05	8.53963e-05	1.1704	12069.1
7.32e-05	8.57474e-05	1.17038	12121.1
7.35e-05	8.60985e-05	1.17037	12173.1
7.38e-05	8.64496e-05	1.17036	12225.1
7.41e-05	8.68007e-05	1.17034	12277.1
7.44e-05	8.71518e-05	1.17033	12329.2
7.47e-05	8.75029e-05	1.17032	12381.2
7.5e-05	8.7854e-05	1.17031	12433.3
7.53e-05	8.82051e-05	1.17029	12485.5
7.56e-05	8.85562e-05	1.17028	12537.6
7.59e-05	8.89073e-05	1.17027	12589.8
7.62e-05	8.92583e-05	1.17025	12642
7.65e-05	8.96094e-05	1.17024	12694.2
7.68e-05	8.99605e-05	1.17023	12746.4
7.71e-05	9.03115e-05	1.17021	12798.7
7.74e-05	9.06626e-05	1.1702	12850.9
7.77e-05	9.10137e-05	1.17019	12903.2
7.8e-05	9.13647e-05	1.17017	12955.6
7.83e-05	9.17158e-05	1.17016	13007.9
7.86e-05	9.20668e-05	1.17014	13060.3
7.89e-05	9.24179e-05	1.17013	13112.7
7.92e-05	9.27689e-05	1.17012	13165.1
7.95e-05	9.31199e-05	1.1701	13217.5
7.98e-05	9.3471e-05	1.17009	13270
8.01e-05	9.3822e-05	1.17008	13322.5
8.04e-05	9.4173e-05	1.17006	13375
8.07e-05	9.4524e-05	1.17005	13427.5
8.1e-05	9.4875e-05	1.17003	13480.1
8.13e-05	9.5226e-05	1.17002	13532.7
8.16e-05	9.5577e-05	1.17	13585.3
8.19e-05	9.5928e-05	1.16999	13637.9
8.22e-05	9.6279e-05	1.16998	13690.6
8.25e-05	9.663e-05	1.16996	13743.2
8.28e-05	9.6981e-05	1.16995	13795.9
8.31e-05	9.7332e-05	1.16993	13848.7
8.34e-05	9.7683e-05	1.16992	13901.4
8.37e-05	9.80339e-05	1.1699	13954.2
8.4e-05	9.83849e-05	1.16989	14007
8.43e-05	9.87359e-05	1.16987	14059.8
8.46e-05	9.90868e-05	1.16986	14112.6
8.49e-05	9.94378e-05	1.16984	14165.5
8.52e-05	9.97887e-05	1.16983	14218.4
8.55e-05	0.00010014	1.16981	14271.3
8.58e-05	0.000100491	1.1698	14324.2
8.61e-05	0.000100842	1.16978	14377.2
8.64e-05	0.000101192	1.16977	14430.2
8.67e-05	0.000101543	1.16975	14483.2
8.7e-05	0.000101894	1.16974	14536.2
8.73e-05	0.000102245	1.16972	14589.3
8.76e-05	0.000102596	1.16971	14642.4
8.79e-05	0.000102947	1.16969	14695.5
8.82e-05	0.000103298	1.16968	14748.6
8.85e-05	0.000103649	1.16966	14801.8
8.88e-05	0.000104	1.16964	14855
8.91e-05	0.000104351	1.16963	14908.2
8.94e-05	0.000104702	1.16961	14961.4
8.97e-05	0.000105052	1.1696	15014.7
9e-05	0.000105403	1.16958	15068
9.03e-05	0.000105754	1.16957	15121.3
9.06e-05	0.000106105	1.16955	15174.6
9.09e-05	0.000106456	1.16953	15228
9.12e-05	0.000106807	1.16952	15281.3
9.15e-05	0.000107158	1.1695	15334.7
9.18e-05	0.000107508	1.16948	15388.2
9.21e-05	0.000107859	1.16947	15441.6
9.24e-05	0.00010821	1.16945	15495.1
9.27e-05	0.000108561	1.16944	15548.6
9.3e-05	0.000108912	1.16942	15602.2
9.33e-05	0.000109263	1.1694	15655.7
9.36e-05	0.000109613	1.16939	15709.3
9.39e-05	0.000109964	1.16937	15762.9
9.42e-05	0.000110315	1.16935	15816.5
9.45e-05	0.000110666	1.16934	15870.2
9.48e-05	0.000111017	1.16932	15923.9
9.51e-05	0.000111367	1.1693	15977.6
9.54e-05	0.000111718	1.16929	16031.3
9.57e-05	0.000112069	1.16927	16085.1
9.6e-05	0.00011242	1.16925	16138.9
9.63e-05	0.000112771	1.16923	16192.7
9.66e-05	0.000113121	1.16922	16246.5
9.69e-05	0.000113472	1.1692	16300.4
9.72e-05	0.000113823	1.16918	16354.3
9.75e-05	0.000114174	1.16917	16408.2
9.78e-05	0.000114524	1.16915	16462.1
9.81e-05	0.000114875	1.16913	16516.1
9.84e-05	0.000115226	1.16911	16570.1
9.87e-05	0.000115577	1.1691	16624.1
9.9e-05	0.000115927	1.16908	16678.2
9.93e-05	0.000116278	1.16906	16732.2
9.96e-05	0.000116629	1.16904	16786.3
9.99e-05	0.000116979	1.16903	16840.5
0.0001002	0.00011733	1.16901	16894.6
0.0001005	0.000117681	1.16899	16948.8
0.0001008	0.000118032	1.16897	17003
0.0001011	0.000118382	1.16895	17057.2
0.0001014	0.000118733	1.16894	17111.5
0.0001017	0.000119084	1.16892	17165.8
0.000102	0.000119434	1.1689	17220.1
0.0001023	0.000119785	1.16888	17274.4
0.0001026	0.000120136	1.16886	17328.8
0.0001029	0.000120486	1.16885	17383.2
0.0001032	0.000120837	1.16883	17437.6
0.0001035	0.000121188	1.16881	17492
0.0001038	0.000121538	1.16879	17546.5
0.0001041	0.000121889	1.16877	17601
0.0001044	0.000122239	1.16875	17655.5
0.0001047	0.00012259	1.16873	17710
0.000105	0.000122941	1.16872	17764.6
0.0001053	0.000123291	1.1687	17819.2
0.0001056	0.000123642	1.16868	17873.9
0.0001059	0.000123993	1.16866	17928.5
0.0001062	0.000124343	1.16864	17983.2
0.0001065	0.000124694	1.16862	18037.9
0.0001068	0.000125044	1.1686	18092.7
0.0001071	0.000125395	1.16858	18147.4
0.0001074	0.000125745	1.16856	18202.2
0.0001077	0.000126096	1.16854	18257
0.000108	0.000126447	1.16853	18311.9
0.0001083	0.000126797	1.16851	18366.8
0.0001086	0.000127148	1.16849	18421.7
0.0001089	0.000127498	1.16847	18476.6
0.0001092	0.000127849	1.16845	18531.6
0.0001095	0.000128199	1.16843	18586.6
0.0001098	0.00012855	1.16841	18641.6
0.0001101	0.0001289	1.16839	18696.6
0.0001104	0.000129251	1.16837	18751.7
0.0001107	0.000129601	1.16835	18806.8
0.000111	0.000129952	1.16833	18861.9
0.0001113	0.000130302	1.16831	18917.1
0.0001116	0.000130653	1.16829	18972.2
0.0001119	0.000131003	1.16827	19027.5
0.0001122	0.000131354	1.16825	19082.7
0.0001125	0.000131704	1.16823	19138
0.0001128	0.000132055	1.16821	19193.3
0.0001131	0.000132405	1.16819	19248.6
0.0001134	0.000132756	1.16817	19303.9
0.0001137	0.000133106	1.16815	19359.3
0.000114	0.000133457	1.16813	19414.7
0.0001143	0.000133807	1.16811	19470.1
0.0001146	0.000134157	1.16809	19525.6
0.0001149	0.000134508	1.16807	19581.1
0.0001152	0.000134858	1.16805	19636.6
0.0001155	0.000135209	1.16802	19692.2
0.0001158	0.000135559	1.168	19747.8
0.0001161	0.000135909	1.16798	19803.4
0.0001164	0.00013626	1.16796	19859
0.0001167	0.00013661	1.16794	19914.7
0.000117	0.000136961	1.16792	19970.4
0.0001173	0.000137311	1.1679	20026.1
0.0001176	0.000137661	1.16788	20081.8
0.0001179	0.000138012	1.16786	20137.6
0.0001182	0.000138362	1.16783	20193.4
0.0001185	0.000138712	1.16781	20249.3
0.0001188	0.000139063	1.16779	20305.1
0.0001191	0.000139413	1.16777	20361
0.0001194	0.000139763	1.16775	20416.9
0.0001197	0.000140114	1.16773	20472.9
0.00012	0.000140464	1.16771	20528.9
0.0001203	0.000140814	1.16768	20584.9
0.0001206	0.000141165	1.16766	20640.9
0.0001209	0.000141515	1.16764	20697
0.0001212	0.000141865	1.16762	20753.1
0.0001215	0.000142216	1.1676	20809.2
0.0001218	0.000142566	1.16758	20865.4
0.0001221	0.000142916	1.16755	20921.6
0.0001224	0.000143266	1.16753	20977.8
0.0001227	0.000143617	1.16751	21034.1
0.000123	0.000143967	1.16749	21090.3
0.0001233	0.000144317	1.16746	21146.6
0.0001236	0.000144667	1.16744	21203
0.0001239	0.000145018	1.16742	21259.3
0.0001242	0.000145368	1.1674	21315.7
0.0001245	0.000145718	1.16737	21372.2
0.0001248	0.000146068	1.16735	21428.6
0.0001251	0.000146418	1.16733	21485.1
0.0001254	0.000146769	1.16731	21541.6
0.0001257	0.000147119	1.16728	21598.2
0.000126	0.000147469	1.16726	21654.8
0.0001263	0.000147819	1.16724	21711.4
0.0001266	0.000148169	1.16722	21768
0.0001269	0.000148519	1.16719	21824.7
0.0001272	0.00014887	1.16717	21881.4
0.0001275	0.00014922	1.16715	21938.1
0.0001278	0.00014957	1.16712	21994.9
0.0001281	0.00014992	1.1671	22051.6
0.0001284	0.00015027	1.16708	22108.5
0.0001287	0.00015062	1.16705	22165.3
0.000129	0.00015097	1.16703	22222.2
0.0001293	0.000151321	1.16701	22279.1
0.0001296	0.000151671	1.16698	22336.1
0.0001299	0.000152021	1.16696	22393
0.0001302	0.000152371	1.16694	22450
0.0001305	0.000152721	1.16691	22507.1
0.0001308	0.000153071	1.16689	22564.1
0.0001311	0.000153421	1.16686	22621.2
0.0001314	0.000153771	1.16684	22678.4
0.0001317	0.000154121	1.16682	22735.5
0.000132	0.000154471	1.16679	22792.7
0.0001323	0.000154821	1.16677	22849.9
0.0001326	0.000155171	1.16674	22907.2
0.0001329	0.000155521	1.16672	22964.5
0.0001332	0.000155871	1.1667	23021.8
0.0001335	0.000156221	1.16667	23079.1
0.0001338	0.000156571	1.16665	23136.5
0.0001341	0.000156921	1.16662	23193.9
0.0001344	0.000157271	1.1666	23251.3
0.0001347	0.000157621	1.16657	23308.8
0.000135	0.000157971	1.16655	23366.3
0.0001353	0.000158321	1.16652	23423.8
0.0001356	0.000158671	1.1665	23481.4
0.0001359	0.000159021	1.16647	23539
0.0001362	0.000159371	1.16645	23596.6
0.0001365	0.000159721	1.16643	23654.3
0.0001368	0.000160071	1.1664	23712
0.0001371	0.000160421	1.16638	23769.7
0.0001374	0.000160771	1.16635	23827.5
0.0001377	0.000161121	1.16632	23885.3
0.000138	0.00016147	1.1663	23943.1
0.0001383	0.00016182	1.16627	24000.9
0.0001386	0.00016217	1.16625	24058.8
0.0001389	0.00016252	1.16622	24116.7
0.0001392	0.00016287	1.1662	24174.7
0.0001395	0.00016322	1.16617	24232.7
0.0001398	0.00016357	1.16615	24290.7
0.0001401	0.000163919	1.16612	24348.7
0.0001404	0.000164269	1.1661	24406.8
0.0001407	0.000164619	1.16607	24464.9
0.000141	0.000164969	1.16604	24523
0.0001413	0.000165319	1.16602	24581.2
0.0001416	0.000165669	1.16599	24639.4
0.0001419	0.000166018	1.16597	24697.7
0.0001422	0.000166368	1.16594	24755.9
0.0001425	0.000166718	1.16591	24814.2
0.0001428	0.000167068	1.16589	24872.6
0.0001431	0.000167417	1.16586	24930.9
0.0001434	0.000167767	1.16584	24989.3
0.0001437	0.000168117	1.16581	25047.8
0.000144	0.000168467	1.16578	25106.2
0.0001443	0.000168816	1.16576	25164.7
0.0001446	0.000169166	1.16573	25223.3
0.0001449	0.000169516	1.1657	25281.8
0.0001452	0.000169866	1.16568	25340.4
0.0001455	0.000170215	1.16565	25399.1
0.0001458	0.000170565	1.16562	25457.7
0.0001461	0.000170915	1.1656	25516.4
0.0001464	0.000171264	1.16557	25575.2
0.0001467	0.000171614	1.16554	25633.9
0.000147	0.000171964	1.16551	25692.7
0.0001473	0.000172313	1.16549	25751.6
0.0001476	0.000172663	1.16546	25810.4
0.0001479	0.000173013	1.16543	25869.3
0.0001482	0.000173362	1.16541	25928.3
0.0001485	0.000173712	1.16538	25987.2
0.0001488	0.000174061	1.16535	26046.2
0.0001491	0.000174411	1.16532	26105.3
0.0001494	0.000174761	1.1653	26164.3
0.0001497	0.00017511	1.16527	26223.4
0.00015	0.00017546	1.16524	26282.6
0.0001503	0.000175809	1.16521	26341.7
0.0001506	0.000176159	1.16518	26400.9
0.0001509	0.000176508	1.16516	26460.2
0.0001512	0.000176858	1.16513	26519.4
0.0001515	0.000177208	1.1651	26578.7
0.0001518	0.000177557	1.16507	26638.1
0.0001521	0.000177907	1.16504	26697.4
0.0001524	0.000178256	1.16502	26756.8
0.0001527	0.000178606	1.16499	26816.3
0.000153	0.000178955	1.16496	26875.8
0.0001533	0.000179305	1.16493	26935.3
0.0001536	0.000179654	1.1649	26994.8
0.0001539	0.000180004	1.16487	27054.4
0.0001542	0.000180353	1.16485	27114
0.0001545	0.000180702	1.16482	27173.6
0.0001548	0.000181052	1.16479	27233.3
0.0001551	0.000181401	1.16476	27293
0.0001554	0.000181751	1.16473	27352.8
0.0001557	0.0001821	1.1647	27412.6
0.000156	0.00018245	1.16467	27472.4
0.0001563	0.000182799	1.16464	27532.2
0.0001566	0.000183148	1.16462	27592.1
0.0001569	0.000183498	1.16459	27652.1
0.0001572	0.000183847	1.16456	27712
0.0001575	0.000184196	1.16453	27772
0.0001578	0.000184546	1.1645	27832
0.0001581	0.000184895	1.16447	27892.1
0.0001584	0.000185244	1.16444	27952.2
0.0001587	0.000185594	1.16441	28012.3
0.000159	0.000185943	1.16438	28072.5
0.0001593	0.000186292	1.16435	28132.7
0.0001596	0.000186642	1.16432	28192.9
0.0001599	0.000186991	1.16429	28253.2
0.0001602	0.00018734	1.16426	28313.5
0.0001605	0.00018769	1.16423	28373.9
0.0001608	0.000188039	1.1642	28434.2
0.0001611	0.000188388	1.16417	28494.7
0.0001614	0.000188737	1.16414	28555.1
0.0001617	0.000189087	1.16411	28615.6
0.000162	0.000189436	1.16408	28676.1
0.0001623	0.000189785	1.16405	28736.7
0.0001626	0.000190134	1.16402	28797.3
0.0001629	0.000190483	1.16399	28857.9
0.0001632	0.000190833	1.16396	28918.6
0.0001635	0.000191182	1.16393	28979.3
0.0001638	0.000191531	1.1639	29040
0.0001641	0.00019188	1.16387	29100.8
0.0001644	0.000192229	1.16384	29161.6
0.0001647	0.000192578	1.16381	29222.4
0.000165	0.000192928	1.16378	29283.3
0.0001653	0.000193277	1.16374	29344.2
0.0001656	0.000193626	1.16371	29405.2
0.0001659	0.000193975	1.16368	29466.2
0.0001662	0.000194324	1.16365	29527.2
0.0001665	0.000194673	1.16362	29588.3
0.0001668	0.000195022	1.16359	29649.3
0.0001671	0.000195371	1.16356	29710.5
0.0001674	0.00019572	1.16353	29771.7
0.0001677	0.000196069	1.16349	29832.9
0.000168	0.000196418	1.16346	29894.1
0.0001683	0.000196767	1.16343	29955.4
0.0001686	0.000197117	1.1634	30016.7
0.0001689	0.000197466	1.16337	30078.1
0.0001692	0.000197815	1.16334	30139.4
0.0001695	0.000198164	1.1633	30200.9
0.0001698	0.000198513	1.16327	30262.3
0.0001701	0.000198861	1.16324	30323.8
0.0001704	0.00019921	1.16321	30385.4
0.0001707	0.000199559	1.16318	30446.9
0.000171	0.000199908	1.16314	30508.6
0.0001713	0.000200257	1.16311	30570.2
0.0001716	0.000200606	1.16308	30631.9
0.0001719	0.000200955	1.16305	30693.6
0.0001722	0.000201304	1.16302	30755.4
0.0001725	0.000201653	1.16298	30817.2
0.0001728	0.000202002	1.16295	30879
0.0001731	0.000202351	1.16292	30940.9
0.0001734	0.0002027	1.16289	31002.8
0.0001737	0.000203048	1.16285	31064.7
0.000174	0.000203397	1.16282	31126.7
0.0001743	0.000203746	1.16279	31188.7
0.0001746	0.000204095	1.16275	31250.8
0.0001749	0.000204444	1.16272	31312.9
0.0001752	0.000204793	1.16269	31375
0.0001755	0.000205141	1.16265	31437.2
0.0001758	0.00020549	1.16262	31499.4
0.0001761	0.000205839	1.16259	31561.6
0.0001764	0.000206188	1.16256	31623.9
0.0001767	0.000206537	1.16252	31686.3
0.000177	0.000206885	1.16249	31748.6
0.0001773	0.000207234	1.16245	31811
0.0001776	0.000207583	1.16242	31873.4
0.0001779	0.000207931	1.16239	31935.9
0.0001782	0.00020828	1.16235	31998.4
0.0001785	0.000208629	1.16232	32061
0.0001788	0.000208978	1.16229	32123.6
0.0001791	0.000209326	1.16225	32186.2
0.0001794	0.000209675	1.16222	32248.9
0.0001797	0.000210024	1.16218	32311.6
