t(s)	x(m)	v(m/s)	F(N)
6.6e-05	4.13294e-05	0.625774	10339.2
6.63e-05	4.15171e-05	0.625768	10385.6
6.66e-05	4.17049e-05	0.625762	10431.9
6.69e-05	4.18926e-05	0.625756	10478.3
6.72e-05	4.20803e-05	0.62575	10524.7
6.75e-05	4.2268e-05	0.625745	10571
6.78e-05	4.24558e-05	0.625739	10617.4
6.81e-05	4.26435e-05	0.625733	10663.8
6.84e-05	4.28312e-05	0.625727	10710.1
6.87e-05	4.30189e-05	0.62572	10756.5
6.9e-05	4.32066e-05	0.625714	10802.8
6.93e-05	4.33943e-05	0.625708	10849.2
6.96e-05	4.35821e-05	0.625702	10895.5
6.99e-05	4.37698e-05	0.625696	10941.8
7.02e-05	4.39575e-05	0.62569	10988.2
7.05e-05	4.41452e-05	0.625684	11034.5
7.08e-05	4.43329e-05	0.625677	11080.8
7.11e-05	4.45206e-05	0.625671	11127.2
7.14e-05	4.47083e-05	0.625665	11173.5
7.17e-05	4.4896e-05	0.625659	11219.8
7.2e-05	4.50837e-05	0.625652	11266.1
7.23e-05	4.52714e-05	0.625646	11312.4
7.26e-05	4.54591e-05	0.625639	11358.7
7.29e-05	4.56468e-05	0.625633	11405
7.32e-05	4.58344e-05	0.625627	11451.3
7.35e-05	4.60221e-05	0.62562	11497.6
7.38e-05	4.62098e-05	0.625614	11543.9
7.41e-05	4.63975e-05	0.625607	11590.2
7.44e-05	4.65852e-05	0.625601	11636.5
7.47e-05	4.67729e-05	0.625594	11682.8
7.5e-05	4.69605e-05	0.625587	11729
7.53e-05	4.71482e-05	0.625581	11775.3
7.56e-05	4.73359e-05	0.625574	11821.6
7.59e-05	4.75236e-05	0.625567	11867.9
7.62e-05	4.77112e-05	0.625561	11914.1
7.65e-05	4.78989e-05	0.625554	11960.4
7.68e-05	4.80866e-05	0.625547	12006.7
7.71e-05	4.82742e-05	0.62554	12052.9
7.74e-05	4.84619e-05	0.625534	12099.2
7.77e-05	4.86495e-05	0.625527	12145.4
7.8e-05	4.88372e-05	0.62552	12191.7
7.83e-05	4.90249e-05	0.625513	12237.9
7.86e-05	4.92125e-05	0.625506	12284.2
7.89e-05	4.94002e-05	0.625499	12330.4
7.92e-05	4.95878e-05	0.625492	12376.6
7.95e-05	4.97755e-05	0.625485	12422.9
7.98e-05	4.99631e-05	0.625478	12469.1
8.01e-05	5.01507e-05	0.625471	12515.3
8.04e-05	5.03384e-05	0.625464	12561.6
8.07e-05	5.0526e-05	0.625457	12607.8
8.1e-05	5.07137e-05	0.62545	12654
8.13e-05	5.09013e-05	0.625443	12700.2
8.16e-05	5.10889e-05	0.625436	12746.4
8.19e-05	5.12766e-05	0.625428	12792.6
8.22e-05	5.14642e-05	0.625421	12838.9
8.25e-05	5.16518e-05	0.625414	12885.1
8.28e-05	5.18394e-05	0.625407	12931.3
8.31e-05	5.20271e-05	0.625399	12977.5
8.34e-05	5.22147e-05	0.625392	13023.7
8.37e-05	5.24023e-05	0.625385	13069.9
8.4e-05	5.25899e-05	0.625377	13116.1
8.43e-05	5.27775e-05	0.62537	13162.2
8.46e-05	5.29651e-05	0.625362	13208.4
8.49e-05	5.31527e-05	0.625355	13254.6
8.52e-05	5.33403e-05	0.625347	13300.8
8.55e-05	5.35279e-05	0.62534	13347
8.58e-05	5.37155e-05	0.625332	13393.2
8.61e-05	5.39031e-05	0.625325	13439.3
8.64e-05	5.40907e-05	0.625317	13485.5
8.67e-05	5.42783e-05	0.62531	13531.7
8.7e-05	5.44659e-05	0.625302	13577.9
8.73e-05	5.46535e-05	0.625294	13624
8.76e-05	5.48411e-05	0.625287	13670.2
8.79e-05	5.50287e-05	0.625279	13716.3
8.82e-05	5.52163e-05	0.625271	13762.5
8.85e-05	5.54038e-05	0.625263	13808.7
8.88e-05	5.55914e-05	0.625256	13854.8
8.91e-05	5.5779e-05	0.625248	13901
8.94e-05	5.59666e-05	0.62524	13947.1
8.97e-05	5.61541e-05	0.625232	13993.3
9e-05	5.63417e-05	0.625224	14039.4
9.03e-05	5.65293e-05	0.625216	14085.6
9.06e-05	5.67168e-05	0.625208	14131.7
9.09e-05	5.69044e-05	0.6252	14177.9
9.12e-05	5.7092e-05	0.625192	14224
9.15e-05	5.72795e-05	0.625184	14270.1
9.18e-05	5.74671e-05	0.625176	14316.3
9.21e-05	5.76546e-05	0.625168	14362.4
9.24e-05	5.78422e-05	0.62516	14408.5
9.27e-05	5.80297e-05	0.625152	14454.7
9.3e-05	5.82173e-05	0.625144	14500.8
9.33e-05	5.84048e-05	0.625135	14546.9
9.36e-05	5.85923e-05	0.625127	14593
9.39e-05	5.87799e-05	0.625119	14639.2
9.42e-05	5.89674e-05	0.625111	14685.3
9.45e-05	5.91549e-05	0.625102	14731.4
9.48e-05	5.93425e-05	0.625094	14777.5
9.51e-05	5.953e-05	0.625086	14823.6
9.54e-05	5.97175e-05	0.625077	14869.7
9.57e-05	5.9905e-05	0.625069	14915.8
9.6e-05	6.00926e-05	0.625061	14962
9.63e-05	6.02801e-05	0.625052	15008.1
9.66e-05	6.04676e-05	0.625044	15054.2
9.69e-05	6.06551e-05	0.625035	15100.3
9.72e-05	6.08426e-05	0.625027	15146.4
9.75e-05	6.10301e-05	0.625018	15192.5
9.78e-05	6.12176e-05	0.62501	15238.6
9.81e-05	6.14051e-05	0.625001	15284.7
9.84e-05	6.15926e-05	0.624992	15330.8
9.87e-05	6.17801e-05	0.624984	15376.9
9.9e-05	6.19676e-05	0.624975	15423
9.93e-05	6.21551e-05	0.624966	15469
9.96e-05	6.23426e-05	0.624958	15515.1
9.99e-05	6.25301e-05	0.624949	15561.2
0.0001002	6.27176e-05	0.62494	15607.3
0.0001005	6.29051e-05	0.624931	15653.4
0.0001008	6.30925e-05	0.624922	15699.5
0.0001011	6.328e-05	0.624913	15745.6
0.0001014	6.34675e-05	0.624905	15791.6
0.0001017	6.36549e-05	0.624896	15837.7
0.000102	6.38424e-05	0.624887	15883.8
0.0001023	6.40299e-05	0.624878	15929.9
0.0001026	6.42173e-05	0.624869	15976
0.0001029	6.44048e-05	0.62486	16022
0.0001032	6.45923e-05	0.624851	16068.1
0.0001035	6.47797e-05	0.624842	16114.2
0.0001038	6.49672e-05	0.624833	16160.3
0.0001041	6.51546e-05	0.624823	16206.3
0.0001044	6.53421e-05	0.624814	16252.4
0.0001047	6.55295e-05	0.624805	16298.5
0.000105	6.57169e-05	0.624796	16344.5
0.0001053	6.59044e-05	0.624787	16390.6
0.0001056	6.60918e-05	0.624777	16436.7
0.0001059	6.62792e-05	0.624768	16482.7
0.0001062	6.64667e-05	0.624759	16528.8
0.0001065	6.66541e-05	0.624749	16574.9
0.0001068	6.68415e-05	0.62474	16620.9
0.0001071	6.70289e-05	0.624731	16667
0.0001074	6.72164e-05	0.624721	16713
0.0001077	6.74038e-05	0.624712	16759.1
0.000108	6.75912e-05	0.624702	16805.2
0.0001083	6.77786e-05	0.624693	16851.2
0.0001086	6.7966e-05	0.624683	16897.3
0.0001089	6.81534e-05	0.624674	16943.3
0.0001092	6.83408e-05	0.624664	16989.4
0.0001095	6.85282e-05	0.624655	17035.4
0.0001098	6.87156e-05	0.624645	17081.5
0.0001101	6.8903e-05	0.624635	17127.5
0.0001104	6.90904e-05	0.624626	17173.6
0.0001107	6.92778e-05	0.624616	17219.6
0.000111	6.94652e-05	0.624606	17265.7
0.0001113	6.96525e-05	0.624597	17311.7
0.0001116	6.98399e-05	0.624587	17357.8
0.0001119	7.00273e-05	0.624577	17403.8
0.0001122	7.02147e-05	0.624567	17449.9
0.0001125	7.0402e-05	0.624557	17495.9
0.0001128	7.05894e-05	0.624548	17542
0.0001131	7.07768e-05	0.624538	17588
0.0001134	7.09641e-05	0.624528	17634.1
0.0001137	7.11515e-05	0.624518	17680.1
0.000114	7.13388e-05	0.624508	17726.2
0.0001143	7.15262e-05	0.624498	17772.2
0.0001146	7.17135e-05	0.624488	17818.2
0.0001149	7.19009e-05	0.624478	17864.3
0.0001152	7.20882e-05	0.624468	17910.3
0.0001155	7.22755e-05	0.624457	17956.4
0.0001158	7.24629e-05	0.624447	18002.4
0.0001161	7.26502e-05	0.624437	18048.5
0.0001164	7.28375e-05	0.624427	18094.5
0.0001167	7.30249e-05	0.624417	18140.5
0.000117	7.32122e-05	0.624407	18186.6
0.0001173	7.33995e-05	0.624396	18232.6
0.0001176	7.35868e-05	0.624386	18278.7
0.0001179	7.37741e-05	0.624376	18324.7
0.0001182	7.39615e-05	0.624365	18370.7
0.0001185	7.41488e-05	0.624355	18416.8
0.0001188	7.43361e-05	0.624345	18462.8
0.0001191	7.45234e-05	0.624334	18508.9
0.0001194	7.47107e-05	0.624324	18554.9
0.0001197	7.4898e-05	0.624313	18600.9
0.00012	7.50853e-05	0.624303	18647
0.0001203	7.52726e-05	0.624292	18693
0.0001206	7.54598e-05	0.624282	18739
0.0001209	7.56471e-05	0.624271	18785.1
0.0001212	7.58344e-05	0.62426	18831.1
0.0001215	7.60217e-05	0.62425	18877.2
0.0001218	7.62089e-05	0.624239	18923.2
0.0001221	7.63962e-05	0.624228	18969.2
0.0001224	7.65835e-05	0.624218	19015.3
0.0001227	7.67707e-05	0.624207	19061.3
0.000123	7.6958e-05	0.624196	19107.4
0.0001233	7.71453e-05	0.624185	19153.4
0.0001236	7.73325e-05	0.624175	19199.4
0.0001239	7.75198e-05	0.624164	19245.5
0.0001242	7.7707e-05	0.624153	19291.5
0.0001245	7.78943e-05	0.624142	19337.6
0.0001248	7.80815e-05	0.624131	19383.6
0.0001251	7.82687e-05	0.62412	19429.6
0.0001254	7.8456e-05	0.624109	19475.7
0.0001257	7.86432e-05	0.624098	19521.7
0.000126	7.88304e-05	0.624087	19567.8
0.0001263	7.90177e-05	0.624076	19613.8
0.0001266	7.92049e-05	0.624065	19659.8
0.0001269	7.93921e-05	0.624054	19705.9
0.0001272	7.95793e-05	0.624043	19751.9
0.0001275	7.97665e-05	0.624032	19798
0.0001278	7.99537e-05	0.624021	19844
0.0001281	8.01409e-05	0.624009	19890.1
0.0001284	8.03281e-05	0.623998	19936.1
0.0001287	8.05153e-05	0.623987	19982.1
0.000129	8.07025e-05	0.623976	20028.2
0.0001293	8.08897e-05	0.623964	20074.2
0.0001296	8.10769e-05	0.623953	20120.3
0.0001299	8.12641e-05	0.623942	20166.3
0.0001302	8.14513e-05	0.62393	20212.4
0.0001305	8.16385e-05	0.623919	20258.4
0.0001308	8.18256e-05	0.623907	20304.5
0.0001311	8.20128e-05	0.623896	20350.5
0.0001314	8.22e-05	0.623884	20396.6
0.0001317	8.23871e-05	0.623873	20442.6
0.000132	8.25743e-05	0.623861	20488.7
0.0001323	8.27614e-05	0.62385	20534.7
0.0001326	8.29486e-05	0.623838	20580.8
0.0001329	8.31357e-05	0.623827	20626.8
0.0001332	8.33229e-05	0.623815	20672.9
0.0001335	8.351e-05	0.623803	20718.9
0.0001338	8.36972e-05	0.623792	20765
0.0001341	8.38843e-05	0.62378	20811
0.0001344	8.40714e-05	0.623768	20857.1
0.0001347	8.42586e-05	0.623756	20903.2
0.000135	8.44457e-05	0.623745	20949.2
0.0001353	8.46328e-05	0.623733	20995.3
0.0001356	8.48199e-05	0.623721	21041.3
0.0001359	8.50071e-05	0.623709	21087.4
0.0001362	8.51942e-05	0.623697	21133.5
0.0001365	8.53813e-05	0.623685	21179.5
0.0001368	8.55684e-05	0.623673	21225.6
0.0001371	8.57555e-05	0.623661	21271.7
0.0001374	8.59426e-05	0.623649	21317.7
0.0001377	8.61297e-05	0.623637	21363.8
0.000138	8.63168e-05	0.623625	21409.9
0.0001383	8.65038e-05	0.623613	21455.9
0.0001386	8.66909e-05	0.623601	21502
0.0001389	8.6878e-05	0.623589	21548.1
0.0001392	8.70651e-05	0.623577	21594.1
0.0001395	8.72521e-05	0.623565	21640.2
0.0001398	8.74392e-05	0.623552	21686.3
0.0001401	8.76263e-05	0.62354	21732.4
0.0001404	8.78133e-05	0.623528	21778.5
0.0001407	8.80004e-05	0.623516	21824.5
0.000141	8.81874e-05	0.623503	21870.6
0.0001413	8.83745e-05	0.623491	21916.7
0.0001416	8.85615e-05	0.623478	21962.8
0.0001419	8.87486e-05	0.623466	22008.9
0.0001422	8.89356e-05	0.623454	22054.9
0.0001425	8.91227e-05	0.623441	22101
0.0001428	8.93097e-05	0.623429	22147.1
0.0001431	8.94967e-05	0.623416	22193.2
0.0001434	8.96837e-05	0.623404	22239.3
0.0001437	8.98708e-05	0.623391	22285.4
0.000144	9.00578e-05	0.623379	22331.5
0.0001443	9.02448e-05	0.623366	22377.6
0.0001446	9.04318e-05	0.623353	22423.7
0.0001449	9.06188e-05	0.623341	22469.8
0.0001452	9.08058e-05	0.623328	22515.9
0.0001455	9.09928e-05	0.623315	22562
0.0001458	9.11798e-05	0.623303	22608.1
0.0001461	9.13668e-05	0.62329	22654.2
0.0001464	9.15538e-05	0.623277	22700.3
0.0001467	9.17407e-05	0.623264	22746.4
0.000147	9.19277e-05	0.623251	22792.5
0.0001473	9.21147e-05	0.623239	22838.6
0.0001476	9.23017e-05	0.623226	22884.7
0.0001479	9.24886e-05	0.623213	22930.8
0.0001482	9.26756e-05	0.6232	22977
0.0001485	9.28625e-05	0.623187	23023.1
0.0001488	9.30495e-05	0.623174	23069.2
0.0001491	9.32364e-05	0.623161	23115.3
0.0001494	9.34234e-05	0.623148	23161.4
0.0001497	9.36103e-05	0.623135	23207.6
0.00015	9.37973e-05	0.623122	23253.7
0.0001503	9.39842e-05	0.623108	23299.8
0.0001506	9.41711e-05	0.623095	23345.9
0.0001509	9.43581e-05	0.623082	23392.1
0.0001512	9.4545e-05	0.623069	23438.2
0.0001515	9.47319e-05	0.623056	23484.4
0.0001518	9.49188e-05	0.623042	23530.5
0.0001521	9.51057e-05	0.623029	23576.6
0.0001524	9.52926e-05	0.623016	23622.8
0.0001527	9.54795e-05	0.623003	23668.9
0.000153	9.56664e-05	0.622989	23715.1
0.0001533	9.58533e-05	0.622976	23761.2
0.0001536	9.60402e-05	0.622962	23807.4
0.0001539	9.62271e-05	0.622949	23853.5
0.0001542	9.6414e-05	0.622936	23899.7
0.0001545	9.66009e-05	0.622922	23945.8
0.0001548	9.67877e-05	0.622909	23992
0.0001551	9.69746e-05	0.622895	24038.1
0.0001554	9.71615e-05	0.622881	24084.3
0.0001557	9.73483e-05	0.622868	24130.5
0.000156	9.75352e-05	0.622854	24176.6
0.0001563	9.77221e-05	0.622841	24222.8
0.0001566	9.79089e-05	0.622827	24269
0.0001569	9.80958e-05	0.622813	24315.1
0.0001572	9.82826e-05	0.622799	24361.3
0.0001575	9.84694e-05	0.622786	24407.5
0.0001578	9.86563e-05	0.622772	24453.7
0.0001581	9.88431e-05	0.622758	24499.8
0.0001584	9.90299e-05	0.622744	24546
0.0001587	9.92167e-05	0.62273	24592.2
0.000159	9.94036e-05	0.622717	24638.4
0.0001593	9.95904e-05	0.622703	24684.6
0.0001596	9.97772e-05	0.622689	24730.8
0.0001599	9.9964e-05	0.622675	24777
0.0001602	0.000100151	0.622661	24823.2
0.0001605	0.000100338	0.622647	24869.4
0.0001608	0.000100524	0.622633	24915.6
0.0001611	0.000100711	0.622619	24961.8
0.0001614	0.000100898	0.622605	25008
0.0001617	0.000101085	0.622591	25054.2
0.000162	0.000101272	0.622576	25100.4
0.0001623	0.000101458	0.622562	25146.6
0.0001626	0.000101645	0.622548	25192.9
0.0001629	0.000101832	0.622534	25239.1
0.0001632	0.000102019	0.62252	25285.3
0.0001635	0.000102205	0.622505	25331.5
0.0001638	0.000102392	0.622491	25377.7
0.0001641	0.000102579	0.622477	25424
0.0001644	0.000102766	0.622462	25470.2
0.0001647	0.000102952	0.622448	25516.4
0.000165	0.000103139	0.622434	25562.7
0.0001653	0.000103326	0.622419	25608.9
0.0001656	0.000103512	0.622405	25655.2
0.0001659	0.000103699	0.62239	25701.4
0.0001662	0.000103886	0.622376	25747.7
0.0001665	0.000104073	0.622361	25793.9
0.0001668	0.000104259	0.622347	25840.2
0.0001671	0.000104446	0.622332	25886.4
0.0001674	0.000104633	0.622317	25932.7
0.0001677	0.000104819	0.622303	25979
0.000168	0.000105006	0.622288	26025.2
0.0001683	0.000105193	0.622273	26071.5
0.0001686	0.000105379	0.622259	26117.8
0.0001689	0.000105566	0.622244	26164
0.0001692	0.000105753	0.622229	26210.3
0.0001695	0.000105939	0.622214	26256.6
0.0001698	0.000106126	0.6222	26302.9
0.0001701	0.000106313	0.622185	26349.2
0.0001704	0.000106499	0.62217	26395.5
0.0001707	0.000106686	0.622155	26441.8
0.000171	0.000106873	0.62214	26488.1
0.0001713	0.000107059	0.622125	26534.4
0.0001716	0.000107246	0.62211	26580.7
0.0001719	0.000107433	0.622095	26627
0.0001722	0.000107619	0.62208	26673.3
0.0001725	0.000107806	0.622065	26719.6
0.0001728	0.000107993	0.62205	26765.9
0.0001731	0.000108179	0.622035	26812.2
