t(s)	x(m)	v(m/s)	F(N)
2.28e-05	2.47367e-05	1.08485	3660.65
2.31e-05	2.50622e-05	1.08485	3709.22
2.34e-05	2.53876e-05	1.08485	3757.8
2.37e-05	2.57131e-05	1.08484	3806.4
2.4e-05	2.60385e-05	1.08484	3855
2.43e-05	2.6364e-05	1.08483	3903.62
2.46e-05	2.66894e-05	1.08483	3952.24
2.49e-05	2.70149e-05	1.08483	4000.88
2.52e-05	2.73403e-05	1.08482	4049.53
2.55e-05	2.76658e-05	1.08482	4098.19
2.58e-05	2.79912e-05	1.08481	4146.87
2.61e-05	2.83167e-05	1.08481	4195.55
2.64e-05	2.86421e-05	1.08481	4244.25
2.67e-05	2.89675e-05	1.0848	4292.96
2.7e-05	2.9293e-05	1.0848	4341.68
2.73e-05	2.96184e-05	1.08479	4390.41
2.76e-05	2.99439e-05	1.08479	4439.16
2.79e-05	3.02693e-05	1.08479	4487.92
2.82e-05	3.05947e-05	1.08478	4536.68
2.85e-05	3.09202e-05	1.08478	4585.47
2.88e-05	3.12456e-05	1.08477	4634.26
2.91e-05	3.1571e-05	1.08477	4683.07
2.94e-05	3.18965e-05	1.08476	4731.88
2.97e-05	3.22219e-05	1.08476	4780.71
3e-05	3.25473e-05	1.08475	4829.56
3.03e-05	3.28727e-05	1.08475	4878.41
3.06e-05	3.31982e-05	1.08474	4927.28
3.09e-05	3.35236e-05	1.08474	4976.16
3.12e-05	3.3849e-05	1.08473	5025.05
3.15e-05	3.41744e-05	1.08473	5073.96
3.18e-05	3.44998e-05	1.08472	5122.87
3.21e-05	3.48253e-05	1.08472	5171.8
3.24e-05	3.51507e-05	1.08471	5220.75
3.27e-05	3.54761e-05	1.08471	5269.7
3.3e-05	3.58015e-05	1.0847	5318.67
3.33e-05	3.61269e-05	1.0847	5367.65
3.36e-05	3.64523e-05	1.08469	5416.64
3.39e-05	3.67777e-05	1.08469	5465.65
3.42e-05	3.71031e-05	1.08468	5514.67
3.45e-05	3.74285e-05	1.08468	5563.7
3.48e-05	3.77539e-05	1.08467	5612.74
3.51e-05	3.80793e-05	1.08467	5661.8
3.54e-05	3.84047e-05	1.08466	5710.87
3.57e-05	3.87301e-05	1.08466	5759.96
3.6e-05	3.90555e-05	1.08465	5809.05
3.63e-05	3.93809e-05	1.08464	5858.16
3.66e-05	3.97063e-05	1.08464	5907.29
3.69e-05	4.00317e-05	1.08463	5956.42
3.72e-05	4.03571e-05	1.08463	6005.57
3.75e-05	4.06825e-05	1.08462	6054.74
3.78e-05	4.10079e-05	1.08461	6103.91
3.81e-05	4.13332e-05	1.08461	6153.1
3.84e-05	4.16586e-05	1.0846	6202.31
3.87e-05	4.1984e-05	1.0846	6251.52
3.9e-05	4.23094e-05	1.08459	6300.75
3.93e-05	4.26348e-05	1.08458	6349.99
3.96e-05	4.29601e-05	1.08458	6399.25
3.99e-05	4.32855e-05	1.08457	6448.52
4.02e-05	4.36109e-05	1.08457	6497.81
4.05e-05	4.39363e-05	1.08456	6547.1
4.08e-05	4.42616e-05	1.08455	6596.42
4.11e-05	4.4587e-05	1.08455	6645.74
4.14e-05	4.49123e-05	1.08454	6695.08
4.17e-05	4.52377e-05	1.08453	6744.43
4.2e-05	4.55631e-05	1.08453	6793.8
4.23e-05	4.58884e-05	1.08452	6843.18
4.26e-05	4.62138e-05	1.08451	6892.58
4.29e-05	4.65391e-05	1.08451	6941.98
4.32e-05	4.68645e-05	1.0845	6991.41
4.35e-05	4.71898e-05	1.08449	7040.84
4.38e-05	4.75152e-05	1.08449	7090.29
4.41e-05	4.78405e-05	1.08448	7139.76
4.44e-05	4.81659e-05	1.08447	7189.24
4.47e-05	4.84912e-05	1.08446	7238.73
4.5e-05	4.88165e-05	1.08446	7288.24
4.53e-05	4.91419e-05	1.08445	7337.76
4.56e-05	4.94672e-05	1.08444	7387.3
4.59e-05	4.97925e-05	1.08444	7436.85
4.62e-05	5.01179e-05	1.08443	7486.41
4.65e-05	5.04432e-05	1.08442	7535.99
4.68e-05	5.07685e-05	1.08441	7585.58
4.71e-05	5.10939e-05	1.08441	7635.19
4.74e-05	5.14192e-05	1.0844	7684.81
4.77e-05	5.17445e-05	1.08439	7734.45
4.8e-05	5.20698e-05	1.08438	7784.1
4.83e-05	5.23951e-05	1.08438	7833.77
4.86e-05	5.27204e-05	1.08437	7883.45
4.89e-05	5.30457e-05	1.08436	7933.15
4.92e-05	5.33711e-05	1.08435	7982.86
4.95e-05	5.36964e-05	1.08435	8032.58
4.98e-05	5.40217e-05	1.08434	8082.32
5.01e-05	5.4347e-05	1.08433	8132.08
5.04e-05	5.46723e-05	1.08432	8181.85
5.07e-05	5.49976e-05	1.08431	8231.64
5.1e-05	5.53228e-05	1.08431	8281.44
5.13e-05	5.56481e-05	1.0843	8331.25
5.16e-05	5.59734e-05	1.08429	8381.08
5.19e-05	5.62987e-05	1.08428	8430.93
5.22e-05	5.6624e-05	1.08427	8480.79
5.25e-05	5.69493e-05	1.08426	8530.66
5.28e-05	5.72746e-05	1.08426	8580.56
5.31e-05	5.75998e-05	1.08425	8630.46
5.34e-05	5.79251e-05	1.08424	8680.38
5.37e-05	5.82504e-05	1.08423	8730.32
5.4e-05	5.85756e-05	1.08422	8780.27
5.43e-05	5.89009e-05	1.08421	8830.24
5.46e-05	5.92262e-05	1.08421	8880.22
5.49e-05	5.95514e-05	1.0842	8930.22
5.52e-05	5.98767e-05	1.08419	8980.24
5.55e-05	6.02019e-05	1.08418	9030.27
5.58e-05	6.05272e-05	1.08417	9080.31
5.61e-05	6.08524e-05	1.08416	9130.38
5.64e-05	6.11777e-05	1.08415	9180.45
5.67e-05	6.15029e-05	1.08414	9230.55
5.7e-05	6.18282e-05	1.08413	9280.65
5.73e-05	6.21534e-05	1.08413	9330.78
5.76e-05	6.24787e-05	1.08412	9380.92
5.79e-05	6.28039e-05	1.08411	9431.07
5.82e-05	6.31291e-05	1.0841	9481.25
5.85e-05	6.34543e-05	1.08409	9531.43
5.88e-05	6.37796e-05	1.08408	9581.64
5.91e-05	6.41048e-05	1.08407	9631.86
5.94e-05	6.443e-05	1.08406	9682.1
5.97e-05	6.47552e-05	1.08405	9732.35
6e-05	6.50804e-05	1.08404	9782.62
6.03e-05	6.54057e-05	1.08403	9832.9
6.06e-05	6.57309e-05	1.08402	9883.2
6.09e-05	6.60561e-05	1.08401	9933.52
6.12e-05	6.63813e-05	1.084	9983.85
6.15e-05	6.67065e-05	1.08399	10034.2
6.18e-05	6.70317e-05	1.08398	10084.6
6.21e-05	6.73569e-05	1.08397	10135
6.24e-05	6.7682e-05	1.08396	10185.4
6.27e-05	6.80072e-05	1.08395	10235.8
6.3e-05	6.83324e-05	1.08394	10286.2
6.33e-05	6.86576e-05	1.08393	10336.6
6.36e-05	6.89828e-05	1.08392	10387.1
6.39e-05	6.9308e-05	1.08391	10437.6
6.42e-05	6.96331e-05	1.0839	10488.1
6.45e-05	6.99583e-05	1.08389	10538.6
6.48e-05	7.02835e-05	1.08388	10589.1
6.51e-05	7.06086e-05	1.08387	10639.7
6.54e-05	7.09338e-05	1.08386	10690.3
6.57e-05	7.12589e-05	1.08385	10740.8
6.6e-05	7.15841e-05	1.08384	10791.4
6.63e-05	7.19092e-05	1.08383	10842.1
6.66e-05	7.22344e-05	1.08382	10892.7
6.69e-05	7.25595e-05	1.08381	10943.3
6.72e-05	7.28847e-05	1.0838	10994
6.75e-05	7.32098e-05	1.08379	11044.7
6.78e-05	7.35349e-05	1.08378	11095.4
6.81e-05	7.38601e-05	1.08377	11146.1
6.84e-05	7.41852e-05	1.08375	11196.9
6.87e-05	7.45103e-05	1.08374	11247.6
6.9e-05	7.48355e-05	1.08373	11298.4
6.93e-05	7.51606e-05	1.08372	11349.2
6.96e-05	7.54857e-05	1.08371	11400
6.99e-05	7.58108e-05	1.0837	11450.8
7.02e-05	7.61359e-05	1.08369	11501.6
7.05e-05	7.6461e-05	1.08368	11552.5
7.08e-05	7.67861e-05	1.08367	11603.4
7.11e-05	7.71112e-05	1.08365	11654.3
7.14e-05	7.74363e-05	1.08364	11705.2
7.17e-05	7.77614e-05	1.08363	11756.1
7.2e-05	7.80865e-05	1.08362	11807.1
7.23e-05	7.84116e-05	1.08361	11858
7.26e-05	7.87366e-05	1.0836	11909
7.29e-05	7.90617e-05	1.08358	11960
7.32e-05	7.93868e-05	1.08357	12011
7.35e-05	7.97119e-05	1.08356	12062.1
7.38e-05	8.00369e-05	1.08355	12113.1
7.41e-05	8.0362e-05	1.08354	12164.2
7.44e-05	8.06871e-05	1.08353	12215.3
7.47e-05	8.10121e-05	1.08351	12266.4
7.5e-05	8.13372e-05	1.0835	12317.5
7.53e-05	8.16622e-05	1.08349	12368.6
7.56e-05	8.19873e-05	1.08348	12419.8
7.59e-05	8.23123e-05	1.08347	12471
7.62e-05	8.26373e-05	1.08345	12522.2
7.65e-05	8.29624e-05	1.08344	12573.4
7.68e-05	8.32874e-05	1.08343	12624.6
7.71e-05	8.36124e-05	1.08342	12675.9
7.74e-05	8.39375e-05	1.0834	12727.2
7.77e-05	8.42625e-05	1.08339	12778.5
7.8e-05	8.45875e-05	1.08338	12829.8
7.83e-05	8.49125e-05	1.08337	12881.1
7.86e-05	8.52375e-05	1.08335	12932.4
7.89e-05	8.55625e-05	1.08334	12983.8
7.92e-05	8.58875e-05	1.08333	13035.2
7.95e-05	8.62125e-05	1.08332	13086.6
7.98e-05	8.65375e-05	1.0833	13138
8.01e-05	8.68625e-05	1.08329	13189.4
8.04e-05	8.71875e-05	1.08328	13240.9
8.07e-05	8.75125e-05	1.08326	13292.4
8.1e-05	8.78374e-05	1.08325	13343.9
8.13e-05	8.81624e-05	1.08324	13395.4
8.16e-05	8.84874e-05	1.08323	13446.9
8.19e-05	8.88123e-05	1.08321	13498.5
8.22e-05	8.91373e-05	1.0832	13550
8.25e-05	8.94623e-05	1.08319	13601.6
8.28e-05	8.97872e-05	1.08317	13653.2
8.31e-05	9.01122e-05	1.08316	13704.9
8.34e-05	9.04371e-05	1.08315	13756.5
8.37e-05	9.07621e-05	1.08313	13808.2
8.4e-05	9.1087e-05	1.08312	13859.9
8.43e-05	9.14119e-05	1.0831	13911.6
8.46e-05	9.17369e-05	1.08309	13963.3
8.49e-05	9.20618e-05	1.08308	14015
8.52e-05	9.23867e-05	1.08306	14066.8
8.55e-05	9.27116e-05	1.08305	14118.6
8.58e-05	9.30365e-05	1.08304	14170.4
8.61e-05	9.33614e-05	1.08302	14222.2
8.64e-05	9.36863e-05	1.08301	14274.1
8.67e-05	9.40112e-05	1.08299	14325.9
8.7e-05	9.43361e-05	1.08298	14377.8
8.73e-05	9.4661e-05	1.08297	14429.7
8.76e-05	9.49859e-05	1.08295	14481.6
8.79e-05	9.53108e-05	1.08294	14533.6
8.82e-05	9.56357e-05	1.08292	14585.5
8.85e-05	9.59606e-05	1.08291	14637.5
8.88e-05	9.62854e-05	1.0829	14689.5
8.91e-05	9.66103e-05	1.08288	14741.5
8.94e-05	9.69352e-05	1.08287	14793.6
8.97e-05	9.726e-05	1.08285	14845.6
9e-05	9.75849e-05	1.08284	14897.7
9.03e-05	9.79097e-05	1.08282	14949.8
9.06e-05	9.82346e-05	1.08281	15001.9
9.09e-05	9.85594e-05	1.08279	15054.1
9.12e-05	9.88842e-05	1.08278	15106.2
9.15e-05	9.92091e-05	1.08276	15158.4
9.18e-05	9.95339e-05	1.08275	15210.6
9.21e-05	9.98587e-05	1.08273	15262.8
9.24e-05	0.000100184	1.08272	15315.1
9.27e-05	0.000100508	1.0827	15367.3
9.3e-05	0.000100833	1.08269	15419.6
9.33e-05	0.000101158	1.08267	15471.9
9.36e-05	0.000101483	1.08266	15524.2
9.39e-05	0.000101808	1.08264	15576.6
9.42e-05	0.000102132	1.08263	15628.9
9.45e-05	0.000102457	1.08261	15681.3
9.48e-05	0.000102782	1.0826	15733.7
9.51e-05	0.000103107	1.08258	15786.1
9.54e-05	0.000103431	1.08257	15838.6
9.57e-05	0.000103756	1.08255	15891.1
9.6e-05	0.000104081	1.08254	15943.5
9.63e-05	0.000104406	1.08252	15996.1
9.66e-05	0.000104731	1.08251	16048.6
9.69e-05	0.000105055	1.08249	16101.1
9.72e-05	0.00010538	1.08247	16153.7
9.75e-05	0.000105705	1.08246	16206.3
9.78e-05	0.000106029	1.08244	16258.9
9.81e-05	0.000106354	1.08243	16311.5
9.84e-05	0.000106679	1.08241	16364.2
9.87e-05	0.000107004	1.08239	16416.9
9.9e-05	0.000107328	1.08238	16469.6
9.93e-05	0.000107653	1.08236	16522.3
9.96e-05	0.000107978	1.08235	16575
9.99e-05	0.000108302	1.08233	16627.8
0.0001002	0.000108627	1.08231	16680.6
0.0001005	0.000108952	1.0823	16733.4
0.0001008	0.000109277	1.08228	16786.2
0.0001011	0.000109601	1.08226	16839.1
0.0001014	0.000109926	1.08225	16891.9
0.0001017	0.000110251	1.08223	16944.8
0.000102	0.000110575	1.08221	16997.7
0.0001023	0.0001109	1.0822	17050.7
0.0001026	0.000111225	1.08218	17103.6
0.0001029	0.000111549	1.08216	17156.6
0.0001032	0.000111874	1.08215	17209.6
0.0001035	0.000112199	1.08213	17262.6
0.0001038	0.000112523	1.08211	17315.6
0.0001041	0.000112848	1.0821	17368.7
0.0001044	0.000113172	1.08208	17421.8
0.0001047	0.000113497	1.08206	17474.9
0.000105	0.000113822	1.08205	17528
0.0001053	0.000114146	1.08203	17581.2
0.0001056	0.000114471	1.08201	17634.3
0.0001059	0.000114795	1.08199	17687.5
0.0001062	0.00011512	1.08198	17740.8
0.0001065	0.000115445	1.08196	17794
0.0001068	0.000115769	1.08194	17847.3
0.0001071	0.000116094	1.08193	17900.5
0.0001074	0.000116418	1.08191	17953.9
0.0001077	0.000116743	1.08189	18007.2
0.000108	0.000117068	1.08187	18060.5
0.0001083	0.000117392	1.08185	18113.9
0.0001086	0.000117717	1.08184	18167.3
0.0001089	0.000118041	1.08182	18220.7
0.0001092	0.000118366	1.0818	18274.2
0.0001095	0.00011869	1.08178	18327.6
0.0001098	0.000119015	1.08177	18381.1
0.0001101	0.000119339	1.08175	18434.6
0.0001104	0.000119664	1.08173	18488.1
0.0001107	0.000119988	1.08171	18541.7
0.000111	0.000120313	1.08169	18595.3
0.0001113	0.000120637	1.08168	18648.9
0.0001116	0.000120962	1.08166	18702.5
0.0001119	0.000121286	1.08164	18756.1
0.0001122	0.000121611	1.08162	18809.8
0.0001125	0.000121935	1.0816	18863.5
0.0001128	0.00012226	1.08158	18917.2
0.0001131	0.000122584	1.08157	18970.9
0.0001134	0.000122909	1.08155	19024.7
0.0001137	0.000123233	1.08153	19078.5
0.000114	0.000123558	1.08151	19132.3
0.0001143	0.000123882	1.08149	19186.1
0.0001146	0.000124207	1.08147	19240
0.0001149	0.000124531	1.08145	19293.8
0.0001152	0.000124855	1.08143	19347.7
0.0001155	0.00012518	1.08142	19401.7
0.0001158	0.000125504	1.0814	19455.6
0.0001161	0.000125829	1.08138	19509.6
0.0001164	0.000126153	1.08136	19563.6
0.0001167	0.000126478	1.08134	19617.6
0.000117	0.000126802	1.08132	19671.6
0.0001173	0.000127126	1.0813	19725.7
0.0001176	0.000127451	1.08128	19779.8
0.0001179	0.000127775	1.08126	19833.9
0.0001182	0.000128099	1.08124	19888
0.0001185	0.000128424	1.08122	19942.2
0.0001188	0.000128748	1.0812	19996.3
0.0001191	0.000129073	1.08118	20050.5
0.0001194	0.000129397	1.08116	20104.8
0.0001197	0.000129721	1.08114	20159
0.00012	0.000130046	1.08113	20213.3
0.0001203	0.00013037	1.08111	20267.6
0.0001206	0.000130694	1.08109	20321.9
0.0001209	0.000131019	1.08107	20376.3
0.0001212	0.000131343	1.08105	20430.6
0.0001215	0.000131667	1.08103	20485
0.0001218	0.000131992	1.08101	20539.4
0.0001221	0.000132316	1.08099	20593.9
0.0001224	0.00013264	1.08097	20648.4
0.0001227	0.000132964	1.08095	20702.8
0.000123	0.000133289	1.08093	20757.4
0.0001233	0.000133613	1.0809	20811.9
0.0001236	0.000133937	1.08088	20866.5
0.0001239	0.000134261	1.08086	20921.1
0.0001242	0.000134586	1.08084	20975.7
0.0001245	0.00013491	1.08082	21030.3
0.0001248	0.000135234	1.0808	21085
0.0001251	0.000135558	1.08078	21139.7
0.0001254	0.000135883	1.08076	21194.4
0.0001257	0.000136207	1.08074	21249.1
0.000126	0.000136531	1.08072	21303.9
0.0001263	0.000136855	1.0807	21358.6
0.0001266	0.00013718	1.08068	21413.5
0.0001269	0.000137504	1.08066	21468.3
0.0001272	0.000137828	1.08064	21523.2
0.0001275	0.000138152	1.08062	21578
0.0001278	0.000138476	1.08059	21632.9
0.0001281	0.000138801	1.08057	21687.9
0.0001284	0.000139125	1.08055	21742.8
0.0001287	0.000139449	1.08053	21797.8
0.000129	0.000139773	1.08051	21852.8
0.0001293	0.000140097	1.08049	21907.9
0.0001296	0.000140421	1.08047	21962.9
0.0001299	0.000140745	1.08044	22018
0.0001302	0.00014107	1.08042	22073.1
0.0001305	0.000141394	1.0804	22128.2
0.0001308	0.000141718	1.08038	22183.4
0.0001311	0.000142042	1.08036	22238.6
0.0001314	0.000142366	1.08034	22293.8
0.0001317	0.00014269	1.08031	22349
0.000132	0.000143014	1.08029	22404.3
0.0001323	0.000143338	1.08027	22459.6
0.0001326	0.000143662	1.08025	22514.9
0.0001329	0.000143986	1.08023	22570.2
0.0001332	0.000144311	1.08021	22625.6
0.0001335	0.000144635	1.08018	22681
0.0001338	0.000144959	1.08016	22736.4
0.0001341	0.000145283	1.08014	22791.8
0.0001344	0.000145607	1.08012	22847.3
0.0001347	0.000145931	1.08009	22902.8
0.000135	0.000146255	1.08007	22958.3
0.0001353	0.000146579	1.08005	23013.9
0.0001356	0.000146903	1.08003	23069.4
0.0001359	0.000147227	1.08	23125
0.0001362	0.000147551	1.07998	23180.6
0.0001365	0.000147875	1.07996	23236.3
0.0001368	0.000148199	1.07994	23292
0.0001371	0.000148523	1.07991	23347.7
0.0001374	0.000148847	1.07989	23403.4
0.0001377	0.000149171	1.07987	23459.1
0.000138	0.000149495	1.07984	23514.9
0.0001383	0.000149819	1.07982	23570.7
0.0001386	0.000150143	1.0798	23626.6
0.0001389	0.000150466	1.07978	23682.4
0.0001392	0.00015079	1.07975	23738.3
0.0001395	0.000151114	1.07973	23794.2
0.0001398	0.000151438	1.07971	23850.1
0.0001401	0.000151762	1.07968	23906.1
0.0001404	0.000152086	1.07966	23962.1
0.0001407	0.00015241	1.07964	24018.1
0.000141	0.000152734	1.07961	24074.1
0.0001413	0.000153058	1.07959	24130.2
0.0001416	0.000153382	1.07957	24186.3
0.0001419	0.000153705	1.07954	24242.4
0.0001422	0.000154029	1.07952	24298.6
0.0001425	0.000154353	1.07949	24354.8
0.0001428	0.000154677	1.07947	24411
0.0001431	0.000155001	1.07945	24467.2
0.0001434	0.000155325	1.07942	24523.4
0.0001437	0.000155648	1.0794	24579.7
0.000144	0.000155972	1.07937	24636
0.0001443	0.000156296	1.07935	24692.4
0.0001446	0.00015662	1.07933	24748.7
0.0001449	0.000156944	1.0793	24805.1
0.0001452	0.000157267	1.07928	24861.5
0.0001455	0.000157591	1.07925	24918
0.0001458	0.000157915	1.07923	24974.5
0.0001461	0.000158239	1.0792	25031
0.0001464	0.000158563	1.07918	25087.5
0.0001467	0.000158886	1.07916	25144
0.000147	0.00015921	1.07913	25200.6
0.0001473	0.000159534	1.07911	25257.2
0.0001476	0.000159858	1.07908	25313.9
0.0001479	0.000160181	1.07906	25370.5
0.0001482	0.000160505	1.07903	25427.2
0.0001485	0.000160829	1.07901	25483.9
0.0001488	0.000161152	1.07898	25540.7
0.0001491	0.000161476	1.07896	25597.5
0.0001494	0.0001618	1.07893	25654.3
0.0001497	0.000162123	1.07891	25711.1
0.00015	0.000162447	1.07888	25767.9
0.0001503	0.000162771	1.07886	25824.8
0.0001506	0.000163094	1.07883	25881.7
0.0001509	0.000163418	1.07881	25938.7
0.0001512	0.000163742	1.07878	25995.6
0.0001515	0.000164065	1.07876	26052.6
0.0001518	0.000164389	1.07873	26109.7
0.0001521	0.000164713	1.0787	26166.7
0.0001524	0.000165036	1.07868	26223.8
0.0001527	0.00016536	1.07865	26280.9
0.000153	0.000165683	1.07863	26338
0.0001533	0.000166007	1.0786	26395.2
0.0001536	0.000166331	1.07858	26452.4
0.0001539	0.000166654	1.07855	26509.6
0.0001542	0.000166978	1.07852	26566.9
0.0001545	0.000167301	1.0785	26624.2
0.0001548	0.000167625	1.07847	26681.5
0.0001551	0.000167948	1.07845	26738.8
0.0001554	0.000168272	1.07842	26796.2
0.0001557	0.000168595	1.07839	26853.5
0.000156	0.000168919	1.07837	26911
0.0001563	0.000169242	1.07834	26968.4
0.0001566	0.000169566	1.07832	27025.9
0.0001569	0.000169889	1.07829	27083.4
0.0001572	0.000170213	1.07826	27140.9
0.0001575	0.000170536	1.07824	27198.5
0.0001578	0.00017086	1.07821	27256.1
0.0001581	0.000171183	1.07818	27313.7
0.0001584	0.000171507	1.07816	27371.4
0.0001587	0.00017183	1.07813	27429
0.000159	0.000172154	1.0781	27486.7
0.0001593	0.000172477	1.07808	27544.5
0.0001596	0.0001728	1.07805	27602.2
0.0001599	0.000173124	1.07802	27660
0.0001602	0.000173447	1.07799	27717.9
0.0001605	0.000173771	1.07797	27775.7
0.0001608	0.000174094	1.07794	27833.6
0.0001611	0.000174417	1.07791	27891.5
0.0001614	0.000174741	1.07789	27949.4
0.0001617	0.000175064	1.07786	28007.4
0.000162	0.000175387	1.07783	28065.4
0.0001623	0.000175711	1.0778	28123.4
0.0001626	0.000176034	1.07778	28181.5
0.0001629	0.000176357	1.07775	28239.6
0.0001632	0.000176681	1.07772	28297.7
0.0001635	0.000177004	1.07769	28355.8
0.0001638	0.000177327	1.07767	28414
0.0001641	0.000177651	1.07764	28472.2
0.0001644	0.000177974	1.07761	28530.4
0.0001647	0.000178297	1.07758	28588.7
0.000165	0.000178621	1.07755	28647
0.0001653	0.000178944	1.07753	28705.3
0.0001656	0.000179267	1.0775	28763.7
0.0001659	0.00017959	1.07747	28822.1
0.0001662	0.000179914	1.07744	28880.5
0.0001665	0.000180237	1.07741	28938.9
0.0001668	0.00018056	1.07739	28997.4
0.0001671	0.000180883	1.07736	29055.9
0.0001674	0.000181206	1.07733	29114.4
0.0001677	0.00018153	1.0773	29173
0.000168	0.000181853	1.07727	29231.6
0.0001683	0.000182176	1.07724	29290.2
0.0001686	0.000182499	1.07721	29348.8
0.0001689	0.000182822	1.07719	29407.5
0.0001692	0.000183145	1.07716	29466.2
0.0001695	0.000183469	1.07713	29525
0.0001698	0.000183792	1.0771	29583.8
0.0001701	0.000184115	1.07707	29642.6
0.0001704	0.000184438	1.07704	29701.4
0.0001707	0.000184761	1.07701	29760.3
0.000171	0.000185084	1.07698	29819.2
0.0001713	0.000185407	1.07695	29878.1
0.0001716	0.00018573	1.07692	29937
0.0001719	0.000186053	1.0769	29996
0.0001722	0.000186376	1.07687	30055
0.0001725	0.0001867	1.07684	30114.1
0.0001728	0.000187023	1.07681	30173.2
0.0001731	0.000187346	1.07678	30232.3
0.0001734	0.000187669	1.07675	30291.4
0.0001737	0.000187992	1.07672	30350.6
0.000174	0.000188315	1.07669	30409.8
0.0001743	0.000188638	1.07666	30469
0.0001746	0.000188961	1.07663	30528.3
0.0001749	0.000189284	1.0766	30587.6
0.0001752	0.000189607	1.07657	30646.9
0.0001755	0.00018993	1.07654	30706.3
0.0001758	0.000190253	1.07651	30765.6
0.0001761	0.000190575	1.07648	30825.1
0.0001764	0.000190898	1.07645	30884.5
0.0001767	0.000191221	1.07642	30944
0.000177	0.000191544	1.07639	31003.5
0.0001773	0.000191867	1.07636	31063
0.0001776	0.00019219	1.07633	31122.6
0.0001779	0.000192513	1.0763	31182.2
0.0001782	0.000192836	1.07627	31241.9
0.0001785	0.000193159	1.07624	31301.5
0.0001788	0.000193482	1.07621	31361.2
0.0001791	0.000193804	1.07618	31421
0.0001794	0.000194127	1.07615	31480.7
