t(s)	x(m)	v(m/s)	F(N)
1.59e-05	1.21983e-05	0.767156	2529.14
1.62e-05	1.24284e-05	0.767155	2576.78
1.65e-05	1.26586e-05	0.767153	2624.42
1.68e-05	1.28887e-05	0.767151	2672.06
1.71e-05	1.31189e-05	0.767149	2719.7
1.74e-05	1.3349e-05	0.767147	2767.34
1.77e-05	1.35791e-05	0.767145	2814.97
1.8e-05	1.38093e-05	0.767143	2862.6
1.83e-05	1.40394e-05	0.767141	2910.23
1.86e-05	1.42696e-05	0.767139	2957.86
1.89e-05	1.44997e-05	0.767137	3005.48
1.92e-05	1.47299e-05	0.767135	3053.1
1.95e-05	1.496e-05	0.767133	3100.73
1.98e-05	1.51901e-05	0.767131	3148.35
2.01e-05	1.54203e-05	0.767129	3195.96
2.04e-05	1.56504e-05	0.767127	3243.58
2.07e-05	1.58806e-05	0.767124	3291.19
2.1e-05	1.61107e-05	0.767122	3338.8
2.13e-05	1.63408e-05	0.76712	3386.41
2.16e-05	1.6571e-05	0.767117	3434.02
2.19e-05	1.68011e-05	0.767115	3481.63
2.22e-05	1.70312e-05	0.767112	3529.23
2.25e-05	1.72614e-05	0.76711	3576.83
2.28e-05	1.74915e-05	0.767108	3624.44
2.31e-05	1.77216e-05	0.767105	3672.04
2.34e-05	1.79518e-05	0.767102	3719.63
2.37e-05	1.81819e-05	0.7671	3767.23
2.4e-05	1.8412e-05	0.767097	3814.82
2.43e-05	1.86421e-05	0.767095	3862.42
2.46e-05	1.88723e-05	0.767092	3910.01
2.49e-05	1.91024e-05	0.767089	3957.6
2.52e-05	1.93325e-05	0.767086	4005.19
2.55e-05	1.95627e-05	0.767084	4052.78
2.58e-05	1.97928e-05	0.767081	4100.36
2.61e-05	2.00229e-05	0.767078	4147.95
2.64e-05	2.0253e-05	0.767075	4195.53
2.67e-05	2.04832e-05	0.767072	4243.11
2.7e-05	2.07133e-05	0.767069	4290.69
2.73e-05	2.09434e-05	0.767066	4338.27
2.76e-05	2.11735e-05	0.767063	4385.85
2.79e-05	2.14036e-05	0.76706	4433.43
2.82e-05	2.16337e-05	0.767057	4481
2.85e-05	2.18639e-05	0.767054	4528.58
2.88e-05	2.2094e-05	0.767051	4576.15
2.91e-05	2.23241e-05	0.767048	4623.72
2.94e-05	2.25542e-05	0.767045	4671.29
2.97e-05	2.27843e-05	0.767041	4718.87
3e-05	2.30144e-05	0.767038	4766.43
3.03e-05	2.32445e-05	0.767035	4814
3.06e-05	2.34747e-05	0.767031	4861.57
3.09e-05	2.37048e-05	0.767028	4909.14
3.12e-05	2.39349e-05	0.767025	4956.7
3.15e-05	2.4165e-05	0.767021	5004.27
3.18e-05	2.43951e-05	0.767018	5051.83
3.21e-05	2.46252e-05	0.767014	5099.39
3.24e-05	2.48553e-05	0.767011	5146.96
3.27e-05	2.50854e-05	0.767007	5194.52
3.3e-05	2.53155e-05	0.767003	5242.08
3.33e-05	2.55456e-05	0.767	5289.64
3.36e-05	2.57757e-05	0.766996	5337.2
3.39e-05	2.60058e-05	0.766992	5384.76
3.42e-05	2.62359e-05	0.766989	5432.31
3.45e-05	2.6466e-05	0.766985	5479.87
3.48e-05	2.66961e-05	0.766981	5527.43
3.51e-05	2.69262e-05	0.766977	5574.98
3.54e-05	2.71563e-05	0.766973	5622.54
3.57e-05	2.73864e-05	0.76697	5670.1
3.6e-05	2.76165e-05	0.766966	5717.65
3.63e-05	2.78465e-05	0.766962	5765.2
3.66e-05	2.80766e-05	0.766958	5812.76
3.69e-05	2.83067e-05	0.766954	5860.31
3.72e-05	2.85368e-05	0.76695	5907.87
3.75e-05	2.87669e-05	0.766945	5955.42
3.78e-05	2.8997e-05	0.766941	6002.97
3.81e-05	2.9227e-05	0.766937	6050.52
3.84e-05	2.94571e-05	0.766933	6098.08
3.87e-05	2.96872e-05	0.766929	6145.63
3.9e-05	2.99173e-05	0.766925	6193.18
3.93e-05	3.01474e-05	0.76692	6240.73
3.96e-05	3.03774e-05	0.766916	6288.28
3.99e-05	3.06075e-05	0.766912	6335.83
4.02e-05	3.08376e-05	0.766907	6383.38
4.05e-05	3.10677e-05	0.766903	6430.94
4.08e-05	3.12977e-05	0.766898	6478.49
4.11e-05	3.15278e-05	0.766894	6526.04
4.14e-05	3.17579e-05	0.766889	6573.59
4.17e-05	3.19879e-05	0.766885	6621.14
4.2e-05	3.2218e-05	0.76688	6668.69
4.23e-05	3.24481e-05	0.766875	6716.24
4.26e-05	3.26781e-05	0.766871	6763.79
4.29e-05	3.29082e-05	0.766866	6811.34
4.32e-05	3.31382e-05	0.766861	6858.9
4.35e-05	3.33683e-05	0.766857	6906.45
4.38e-05	3.35984e-05	0.766852	6954
4.41e-05	3.38284e-05	0.766847	7001.55
4.44e-05	3.40585e-05	0.766842	7049.11
4.47e-05	3.42885e-05	0.766837	7096.66
4.5e-05	3.45186e-05	0.766832	7144.21
4.53e-05	3.47486e-05	0.766827	7191.77
4.56e-05	3.49787e-05	0.766822	7239.32
4.59e-05	3.52087e-05	0.766817	7286.87
4.62e-05	3.54388e-05	0.766812	7334.43
4.65e-05	3.56688e-05	0.766807	7381.98
4.68e-05	3.58988e-05	0.766802	7429.54
4.71e-05	3.61289e-05	0.766797	7477.1
4.74e-05	3.63589e-05	0.766792	7524.65
4.77e-05	3.6589e-05	0.766787	7572.21
4.8e-05	3.6819e-05	0.766781	7619.77
4.83e-05	3.7049e-05	0.766776	7667.33
4.86e-05	3.72791e-05	0.766771	7714.89
4.89e-05	3.75091e-05	0.766766	7762.45
4.92e-05	3.77391e-05	0.76676	7810.01
4.95e-05	3.79691e-05	0.766755	7857.57
4.98e-05	3.81992e-05	0.766749	7905.13
5.01e-05	3.84292e-05	0.766744	7952.7
5.04e-05	3.86592e-05	0.766738	8000.26
5.07e-05	3.88892e-05	0.766733	8047.82
5.1e-05	3.91192e-05	0.766727	8095.39
5.13e-05	3.93493e-05	0.766722	8142.96
5.16e-05	3.95793e-05	0.766716	8190.52
5.19e-05	3.98093e-05	0.76671	8238.09
5.22e-05	4.00393e-05	0.766705	8285.66
5.25e-05	4.02693e-05	0.766699	8333.23
5.28e-05	4.04993e-05	0.766693	8380.8
5.31e-05	4.07293e-05	0.766687	8428.38
5.34e-05	4.09593e-05	0.766681	8475.95
5.37e-05	4.11893e-05	0.766676	8523.52
5.4e-05	4.14193e-05	0.76667	8571.1
5.43e-05	4.16493e-05	0.766664	8618.68
5.46e-05	4.18793e-05	0.766658	8666.25
5.49e-05	4.21093e-05	0.766652	8713.83
5.52e-05	4.23393e-05	0.766646	8761.41
5.55e-05	4.25693e-05	0.76664	8809
5.58e-05	4.27993e-05	0.766634	8856.58
5.61e-05	4.30293e-05	0.766627	8904.16
5.64e-05	4.32593e-05	0.766621	8951.75
5.67e-05	4.34893e-05	0.766615	8999.34
5.7e-05	4.37193e-05	0.766609	9046.92
5.73e-05	4.39492e-05	0.766603	9094.51
5.76e-05	4.41792e-05	0.766596	9142.11
5.79e-05	4.44092e-05	0.76659	9189.7
5.82e-05	4.46392e-05	0.766584	9237.29
5.85e-05	4.48692e-05	0.766577	9284.89
5.88e-05	4.50991e-05	0.766571	9332.49
5.91e-05	4.53291e-05	0.766564	9380.08
5.94e-05	4.55591e-05	0.766558	9427.68
5.97e-05	4.5789e-05	0.766551	9475.29
6e-05	4.6019e-05	0.766545	9522.89
6.03e-05	4.6249e-05	0.766538	9570.5
6.06e-05	4.64789e-05	0.766531	9618.1
6.09e-05	4.67089e-05	0.766525	9665.71
6.12e-05	4.69388e-05	0.766518	9713.32
6.15e-05	4.71688e-05	0.766511	9760.94
6.18e-05	4.73987e-05	0.766505	9808.55
6.21e-05	4.76287e-05	0.766498	9856.17
6.24e-05	4.78586e-05	0.766491	9903.78
6.27e-05	4.80886e-05	0.766484	9951.4
6.3e-05	4.83185e-05	0.766477	9999.03
6.33e-05	4.85485e-05	0.76647	10046.6
6.36e-05	4.87784e-05	0.766463	10094.3
6.39e-05	4.90083e-05	0.766456	10141.9
6.42e-05	4.92383e-05	0.766449	10189.5
6.45e-05	4.94682e-05	0.766442	10237.2
6.48e-05	4.96982e-05	0.766435	10284.8
6.51e-05	4.99281e-05	0.766428	10332.4
6.54e-05	5.0158e-05	0.766421	10380.1
6.57e-05	5.03879e-05	0.766414	10427.7
6.6e-05	5.06179e-05	0.766407	10475.4
6.63e-05	5.08478e-05	0.766399	10523
6.66e-05	5.10777e-05	0.766392	10570.6
6.69e-05	5.13076e-05	0.766385	10618.3
6.72e-05	5.15375e-05	0.766377	10665.9
6.75e-05	5.17674e-05	0.76637	10713.6
6.78e-05	5.19973e-05	0.766363	10761.3
6.81e-05	5.22273e-05	0.766355	10808.9
6.84e-05	5.24572e-05	0.766348	10856.6
6.87e-05	5.26871e-05	0.76634	10904.2
6.9e-05	5.2917e-05	0.766333	10951.9
6.93e-05	5.31469e-05	0.766325	10999.6
6.96e-05	5.33768e-05	0.766317	11047.2
6.99e-05	5.36067e-05	0.76631	11094.9
7.02e-05	5.38365e-05	0.766302	11142.6
7.05e-05	5.40664e-05	0.766294	11190.3
7.08e-05	5.42963e-05	0.766287	11237.9
7.11e-05	5.45262e-05	0.766279	11285.6
7.14e-05	5.47561e-05	0.766271	11333.3
7.17e-05	5.4986e-05	0.766263	11381
7.2e-05	5.52158e-05	0.766255	11428.7
7.23e-05	5.54457e-05	0.766247	11476.4
7.26e-05	5.56756e-05	0.76624	11524.1
7.29e-05	5.59055e-05	0.766232	11571.8
7.32e-05	5.61353e-05	0.766224	11619.5
7.35e-05	5.63652e-05	0.766216	11667.2
7.38e-05	5.65951e-05	0.766207	11714.9
7.41e-05	5.68249e-05	0.766199	11762.6
7.44e-05	5.70548e-05	0.766191	11810.3
7.47e-05	5.72846e-05	0.766183	11858
7.5e-05	5.75145e-05	0.766175	11905.7
7.53e-05	5.77443e-05	0.766167	11953.5
7.56e-05	5.79742e-05	0.766158	12001.2
7.59e-05	5.8204e-05	0.76615	12048.9
7.62e-05	5.84339e-05	0.766142	12096.7
7.65e-05	5.86637e-05	0.766133	12144.4
7.68e-05	5.88936e-05	0.766125	12192.1
7.71e-05	5.91234e-05	0.766116	12239.9
7.74e-05	5.93532e-05	0.766108	12287.6
7.77e-05	5.95831e-05	0.7661	12335.4
7.8e-05	5.98129e-05	0.766091	12383.1
7.83e-05	6.00427e-05	0.766082	12430.9
7.86e-05	6.02725e-05	0.766074	12478.6
7.89e-05	6.05024e-05	0.766065	12526.4
7.92e-05	6.07322e-05	0.766057	12574.1
7.95e-05	6.0962e-05	0.766048	12621.9
7.98e-05	6.11918e-05	0.766039	12669.7
8.01e-05	6.14216e-05	0.76603	12717.4
8.04e-05	6.16514e-05	0.766022	12765.2
8.07e-05	6.18812e-05	0.766013	12813
8.1e-05	6.2111e-05	0.766004	12860.8
8.13e-05	6.23408e-05	0.765995	12908.6
8.16e-05	6.25706e-05	0.765986	12956.4
8.19e-05	6.28004e-05	0.765977	13004.1
8.22e-05	6.30302e-05	0.765968	13051.9
8.25e-05	6.326e-05	0.765959	13099.7
8.28e-05	6.34898e-05	0.76595	13147.5
8.31e-05	6.37196e-05	0.765941	13195.4
8.34e-05	6.39494e-05	0.765932	13243.2
8.37e-05	6.41791e-05	0.765923	13291
8.4e-05	6.44089e-05	0.765913	13338.8
8.43e-05	6.46387e-05	0.765904	13386.6
8.46e-05	6.48685e-05	0.765895	13434.4
8.49e-05	6.50982e-05	0.765886	13482.3
8.52e-05	6.5328e-05	0.765876	13530.1
8.55e-05	6.55577e-05	0.765867	13577.9
8.58e-05	6.57875e-05	0.765858	13625.8
8.61e-05	6.60173e-05	0.765848	13673.6
8.64e-05	6.6247e-05	0.765839	13721.5
8.67e-05	6.64768e-05	0.765829	13769.3
8.7e-05	6.67065e-05	0.76582	13817.2
8.73e-05	6.69363e-05	0.76581	13865
8.76e-05	6.7166e-05	0.7658	13912.9
8.79e-05	6.73957e-05	0.765791	13960.8
8.82e-05	6.76255e-05	0.765781	14008.7
8.85e-05	6.78552e-05	0.765771	14056.5
8.88e-05	6.80849e-05	0.765762	14104.4
8.91e-05	6.83147e-05	0.765752	14152.3
8.94e-05	6.85444e-05	0.765742	14200.2
8.97e-05	6.87741e-05	0.765732	14248.1
9e-05	6.90038e-05	0.765723	14296
9.03e-05	6.92335e-05	0.765713	14343.9
9.06e-05	6.94633e-05	0.765703	14391.8
9.09e-05	6.9693e-05	0.765693	14439.7
9.12e-05	6.99227e-05	0.765683	14487.6
9.15e-05	7.01524e-05	0.765673	14535.5
9.18e-05	7.03821e-05	0.765663	14583.4
9.21e-05	7.06118e-05	0.765653	14631.4
9.24e-05	7.08415e-05	0.765643	14679.3
9.27e-05	7.10712e-05	0.765632	14727.2
9.3e-05	7.13008e-05	0.765622	14775.2
9.33e-05	7.15305e-05	0.765612	14823.1
9.36e-05	7.17602e-05	0.765602	14871.1
9.39e-05	7.19899e-05	0.765591	14919
9.42e-05	7.22196e-05	0.765581	14967
9.45e-05	7.24492e-05	0.765571	15014.9
9.48e-05	7.26789e-05	0.76556	15062.9
9.51e-05	7.29086e-05	0.76555	15110.9
9.54e-05	7.31382e-05	0.76554	15158.9
9.57e-05	7.33679e-05	0.765529	15206.8
9.6e-05	7.35976e-05	0.765519	15254.8
9.63e-05	7.38272e-05	0.765508	15302.8
9.66e-05	7.40569e-05	0.765497	15350.8
9.69e-05	7.42865e-05	0.765487	15398.8
9.72e-05	7.45162e-05	0.765476	15446.8
9.75e-05	7.47458e-05	0.765465	15494.8
9.78e-05	7.49754e-05	0.765455	15542.8
9.81e-05	7.52051e-05	0.765444	15590.8
9.84e-05	7.54347e-05	0.765433	15638.9
9.87e-05	7.56643e-05	0.765422	15686.9
9.9e-05	7.5894e-05	0.765412	15734.9
9.93e-05	7.61236e-05	0.765401	15783
9.96e-05	7.63532e-05	0.76539	15831
9.99e-05	7.65828e-05	0.765379	15879.1
0.0001002	7.68124e-05	0.765368	15927.1
0.0001005	7.7042e-05	0.765357	15975.2
0.0001008	7.72716e-05	0.765346	16023.2
0.0001011	7.75012e-05	0.765335	16071.3
0.0001014	7.77308e-05	0.765324	16119.4
0.0001017	7.79604e-05	0.765312	16167.5
0.000102	7.819e-05	0.765301	16215.5
0.0001023	7.84196e-05	0.76529	16263.6
0.0001026	7.86492e-05	0.765279	16311.7
0.0001029	7.88788e-05	0.765267	16359.8
0.0001032	7.91084e-05	0.765256	16407.9
0.0001035	7.93379e-05	0.765245	16456
0.0001038	7.95675e-05	0.765233	16504.1
0.0001041	7.97971e-05	0.765222	16552.3
0.0001044	8.00266e-05	0.765211	16600.4
0.0001047	8.02562e-05	0.765199	16648.5
0.000105	8.04858e-05	0.765188	16696.7
0.0001053	8.07153e-05	0.765176	16744.8
0.0001056	8.09449e-05	0.765164	16792.9
0.0001059	8.11744e-05	0.765153	16841.1
0.0001062	8.1404e-05	0.765141	16889.3
0.0001065	8.16335e-05	0.76513	16937.4
0.0001068	8.1863e-05	0.765118	16985.6
0.0001071	8.20926e-05	0.765106	17033.8
0.0001074	8.23221e-05	0.765094	17081.9
0.0001077	8.25516e-05	0.765082	17130.1
0.000108	8.27811e-05	0.765071	17178.3
0.0001083	8.30107e-05	0.765059	17226.5
0.0001086	8.32402e-05	0.765047	17274.7
0.0001089	8.34697e-05	0.765035	17322.9
0.0001092	8.36992e-05	0.765023	17371.1
0.0001095	8.39287e-05	0.765011	17419.4
0.0001098	8.41582e-05	0.764999	17467.6
0.0001101	8.43877e-05	0.764987	17515.8
0.0001104	8.46172e-05	0.764975	17564.1
0.0001107	8.48467e-05	0.764963	17612.3
0.000111	8.50762e-05	0.76495	17660.5
0.0001113	8.53057e-05	0.764938	17708.8
0.0001116	8.55351e-05	0.764926	17757.1
0.0001119	8.57646e-05	0.764914	17805.3
0.0001122	8.59941e-05	0.764901	17853.6
0.0001125	8.62236e-05	0.764889	17901.9
0.0001128	8.6453e-05	0.764877	17950.2
0.0001131	8.66825e-05	0.764864	17998.4
0.0001134	8.69119e-05	0.764852	18046.7
0.0001137	8.71414e-05	0.764839	18095
0.000114	8.73708e-05	0.764827	18143.4
0.0001143	8.76003e-05	0.764814	18191.7
0.0001146	8.78297e-05	0.764802	18240
0.0001149	8.80592e-05	0.764789	18288.3
0.0001152	8.82886e-05	0.764776	18336.6
0.0001155	8.8518e-05	0.764764	18385
0.0001158	8.87475e-05	0.764751	18433.3
0.0001161	8.89769e-05	0.764738	18481.7
0.0001164	8.92063e-05	0.764725	18530
0.0001167	8.94357e-05	0.764713	18578.4
0.000117	8.96651e-05	0.7647	18626.8
0.0001173	8.98945e-05	0.764687	18675.1
0.0001176	9.01239e-05	0.764674	18723.5
0.0001179	9.03533e-05	0.764661	18771.9
0.0001182	9.05827e-05	0.764648	18820.3
0.0001185	9.08121e-05	0.764635	18868.7
0.0001188	9.10415e-05	0.764622	18917.1
0.0001191	9.12709e-05	0.764609	18965.5
0.0001194	9.15003e-05	0.764596	19014
0.0001197	9.17297e-05	0.764583	19062.4
0.00012	9.1959e-05	0.76457	19110.8
0.0001203	9.21884e-05	0.764556	19159.3
0.0001206	9.24178e-05	0.764543	19207.7
0.0001209	9.26471e-05	0.76453	19256.2
0.0001212	9.28765e-05	0.764516	19304.6
0.0001215	9.31058e-05	0.764503	19353.1
0.0001218	9.33352e-05	0.76449	19401.6
0.0001221	9.35645e-05	0.764476	19450
0.0001224	9.37939e-05	0.764463	19498.5
0.0001227	9.40232e-05	0.764449	19547
0.000123	9.42525e-05	0.764436	19595.5
0.0001233	9.44819e-05	0.764422	19644
0.0001236	9.47112e-05	0.764409	19692.6
0.0001239	9.49405e-05	0.764395	19741.1
0.0001242	9.51698e-05	0.764382	19789.6
0.0001245	9.53992e-05	0.764368	19838.1
0.0001248	9.56285e-05	0.764354	19886.7
0.0001251	9.58578e-05	0.76434	19935.2
0.0001254	9.60871e-05	0.764327	19983.8
0.0001257	9.63164e-05	0.764313	20032.4
0.000126	9.65457e-05	0.764299	20080.9
0.0001263	9.67749e-05	0.764285	20129.5
0.0001266	9.70042e-05	0.764271	20178.1
0.0001269	9.72335e-05	0.764257	20226.7
0.0001272	9.74628e-05	0.764243	20275.3
0.0001275	9.7692e-05	0.764229	20323.9
0.0001278	9.79213e-05	0.764215	20372.5
0.0001281	9.81506e-05	0.764201	20421.1
0.0001284	9.83798e-05	0.764187	20469.7
0.0001287	9.86091e-05	0.764173	20518.4
0.000129	9.88383e-05	0.764159	20567
0.0001293	9.90676e-05	0.764144	20615.7
0.0001296	9.92968e-05	0.76413	20664.3
0.0001299	9.95261e-05	0.764116	20713
0.0001302	9.97553e-05	0.764102	20761.7
0.0001305	9.99845e-05	0.764087	20810.3
0.0001308	0.000100214	0.764073	20859
0.0001311	0.000100443	0.764058	20907.7
0.0001314	0.000100672	0.764044	20956.4
0.0001317	0.000100901	0.764029	21005.1
0.000132	0.000101131	0.764015	21053.8
0.0001323	0.00010136	0.764	21102.6
0.0001326	0.000101589	0.763986	21151.3
0.0001329	0.000101818	0.763971	21200
0.0001332	0.000102047	0.763956	21248.8
0.0001335	0.000102277	0.763942	21297.5
0.0001338	0.000102506	0.763927	21346.3
0.0001341	0.000102735	0.763912	21395
0.0001344	0.000102964	0.763898	21443.8
0.0001347	0.000103193	0.763883	21492.6
0.000135	0.000103422	0.763868	21541.4
0.0001353	0.000103652	0.763853	21590.2
0.0001356	0.000103881	0.763838	21639
0.0001359	0.00010411	0.763823	21687.8
0.0001362	0.000104339	0.763808	21736.6
0.0001365	0.000104568	0.763793	21785.5
0.0001368	0.000104797	0.763778	21834.3
0.0001371	0.000105026	0.763763	21883.2
0.0001374	0.000105256	0.763748	21932
0.0001377	0.000105485	0.763733	21980.9
0.000138	0.000105714	0.763717	22029.7
0.0001383	0.000105943	0.763702	22078.6
0.0001386	0.000106172	0.763687	22127.5
0.0001389	0.000106401	0.763672	22176.4
0.0001392	0.00010663	0.763656	22225.3
0.0001395	0.000106859	0.763641	22274.2
0.0001398	0.000107088	0.763626	22323.1
0.0001401	0.000107317	0.76361	22372
0.0001404	0.000107547	0.763595	22421
0.0001407	0.000107776	0.763579	22469.9
0.000141	0.000108005	0.763564	22518.9
0.0001413	0.000108234	0.763548	22567.8
0.0001416	0.000108463	0.763532	22616.8
0.0001419	0.000108692	0.763517	22665.8
0.0001422	0.000108921	0.763501	22714.7
0.0001425	0.00010915	0.763485	22763.7
0.0001428	0.000109379	0.76347	22812.7
0.0001431	0.000109608	0.763454	22861.7
0.0001434	0.000109837	0.763438	22910.8
0.0001437	0.000110066	0.763422	22959.8
0.000144	0.000110295	0.763406	23008.8
0.0001443	0.000110524	0.763391	23057.9
0.0001446	0.000110753	0.763375	23106.9
0.0001449	0.000110982	0.763359	23156
0.0001452	0.000111211	0.763343	23205
0.0001455	0.00011144	0.763327	23254.1
0.0001458	0.000111669	0.76331	23303.2
0.0001461	0.000111898	0.763294	23352.3
0.0001464	0.000112127	0.763278	23401.4
0.0001467	0.000112356	0.763262	23450.5
0.000147	0.000112585	0.763246	23499.6
0.0001473	0.000112814	0.76323	23548.7
0.0001476	0.000113043	0.763213	23597.9
0.0001479	0.000113272	0.763197	23647
0.0001482	0.000113501	0.763181	23696.1
0.0001485	0.00011373	0.763164	23745.3
0.0001488	0.000113959	0.763148	23794.5
0.0001491	0.000114188	0.763131	23843.7
0.0001494	0.000114417	0.763115	23892.8
0.0001497	0.000114646	0.763098	23942
0.00015	0.000114875	0.763082	23991.2
0.0001503	0.000115104	0.763065	24040.5
0.0001506	0.000115332	0.763049	24089.7
0.0001509	0.000115561	0.763032	24138.9
0.0001512	0.00011579	0.763015	24188.1
0.0001515	0.000116019	0.762999	24237.4
0.0001518	0.000116248	0.762982	24286.6
0.0001521	0.000116477	0.762965	24335.9
0.0001524	0.000116706	0.762948	24385.2
0.0001527	0.000116935	0.762931	24434.5
0.000153	0.000117164	0.762915	24483.8
0.0001533	0.000117393	0.762898	24533.1
0.0001536	0.000117621	0.762881	24582.4
0.0001539	0.00011785	0.762864	24631.7
0.0001542	0.000118079	0.762847	24681
0.0001545	0.000118308	0.76283	24730.4
0.0001548	0.000118537	0.762813	24779.7
0.0001551	0.000118766	0.762795	24829.1
0.0001554	0.000118994	0.762778	24878.4
0.0001557	0.000119223	0.762761	24927.8
0.000156	0.000119452	0.762744	24977.2
0.0001563	0.000119681	0.762727	25026.6
0.0001566	0.00011991	0.762709	25076
0.0001569	0.000120139	0.762692	25125.4
0.0001572	0.000120367	0.762675	25174.8
0.0001575	0.000120596	0.762657	25224.3
0.0001578	0.000120825	0.76264	25273.7
0.0001581	0.000121054	0.762622	25323.1
0.0001584	0.000121283	0.762605	25372.6
0.0001587	0.000121511	0.762587	25422.1
0.000159	0.00012174	0.76257	25471.6
0.0001593	0.000121969	0.762552	25521
0.0001596	0.000122198	0.762534	25570.5
0.0001599	0.000122426	0.762517	25620
0.0001602	0.000122655	0.762499	25669.6
0.0001605	0.000122884	0.762481	25719.1
0.0001608	0.000123113	0.762463	25768.6
0.0001611	0.000123341	0.762446	25818.2
0.0001614	0.00012357	0.762428	25867.7
0.0001617	0.000123799	0.76241	25917.3
0.000162	0.000124028	0.762392	25966.9
0.0001623	0.000124256	0.762374	26016.4
0.0001626	0.000124485	0.762356	26066
0.0001629	0.000124714	0.762338	26115.6
0.0001632	0.000124942	0.76232	26165.2
0.0001635	0.000125171	0.762302	26214.9
0.0001638	0.0001254	0.762284	26264.5
0.0001641	0.000125628	0.762266	26314.1
0.0001644	0.000125857	0.762248	26363.8
0.0001647	0.000126086	0.762229	26413.5
0.000165	0.000126314	0.762211	26463.1
0.0001653	0.000126543	0.762193	26512.8
0.0001656	0.000126772	0.762174	26562.5
0.0001659	0.000127	0.762156	26612.2
0.0001662	0.000127229	0.762138	26661.9
0.0001665	0.000127458	0.762119	26711.6
0.0001668	0.000127686	0.762101	26761.4
0.0001671	0.000127915	0.762082	26811.1
0.0001674	0.000128144	0.762064	26860.9
0.0001677	0.000128372	0.762045	26910.6
0.000168	0.000128601	0.762027	26960.4
0.0001683	0.000128829	0.762008	27010.2
0.0001686	0.000129058	0.761989	27060
0.0001689	0.000129287	0.761971	27109.8
0.0001692	0.000129515	0.761952	27159.6
0.0001695	0.000129744	0.761933	27209.4
0.0001698	0.000129972	0.761914	27259.2
0.0001701	0.000130201	0.761895	27309.1
0.0001704	0.000130429	0.761877	27358.9
0.0001707	0.000130658	0.761858	27408.8
0.000171	0.000130887	0.761839	27458.7
0.0001713	0.000131115	0.76182	27508.5
0.0001716	0.000131344	0.761801	27558.4
0.0001719	0.000131572	0.761782	27608.3
0.0001722	0.000131801	0.761763	27658.3
0.0001725	0.000132029	0.761743	27708.2
0.0001728	0.000132258	0.761724	27758.1
0.0001731	0.000132486	0.761705	27808.1
0.0001734	0.000132715	0.761686	27858
0.0001737	0.000132943	0.761667	27908
0.000174	0.000133172	0.761647	27958
0.0001743	0.0001334	0.761628	28008
0.0001746	0.000133629	0.761609	28058
0.0001749	0.000133857	0.761589	28108
0.0001752	0.000134086	0.76157	28158
0.0001755	0.000134314	0.76155	28208
0.0001758	0.000134543	0.761531	28258.1
