t(s)	x(m)	v(m/s)
0	0	0.990454
3e-07	2.97136e-07	0.990454
6e-07	5.94273e-07	0.990454
9e-07	8.91409e-07	0.990454
1.2e-06	1.18855e-06	0.990454
1.5e-06	1.48568e-06	0.990454
1.8e-06	1.78282e-06	0.990454
2.1e-06	2.07995e-06	0.990453
2.4e-06	2.37709e-06	0.990453
2.7e-06	2.67423e-06	0.990453
3e-06	2.97136e-06	0.990452
3.3e-06	3.2685e-06	0.990452
3.6e-06	3.56563e-06	0.990451
3.9e-06	3.86277e-06	0.990451
4.2e-06	4.1599e-06	0.99045
4.5e-06	4.45704e-06	0.99045
4.8e-06	4.75417e-06	0.990449
5.1e-06	5.05131e-06	0.990448
5.4e-06	5.34844e-06	0.990448
5.7e-06	5.64558e-06	0.990447
6e-06	5.94271e-06	0.990446
6.3e-06	6.23984e-06	0.990445
6.6e-06	6.53698e-06	0.990444
6.9e-06	6.83411e-06	0.990443
7.2e-06	7.13124e-06	0.990442
7.5e-06	7.42837e-06	0.990441
7.8e-06	7.72551e-06	0.99044
8.1e-06	8.02264e-06	0.990439
8.4e-06	8.31977e-06	0.990438
8.7e-06	8.6169e-06	0.990437
9e-06	8.91403e-06	0.990435
9.3e-06	9.21116e-06	0.990434
9.6e-06	9.50829e-06	0.990433
9.9e-06	9.80542e-06	0.990431
1.02e-05	1.01026e-05	0.99043
1.05e-05	1.03997e-05	0.990428
1.08e-05	1.06968e-05	0.990427
1.11e-05	1.09939e-05	0.990425
1.14e-05	1.12911e-05	0.990424
1.17e-05	1.15882e-05	0.990422
1.2e-05	1.18853e-05	0.99042
1.23e-05	1.21824e-05	0.990419
1.26e-05	1.24796e-05	0.990417
1.29e-05	1.27767e-05	0.990415
1.32e-05	1.30738e-05	0.990413
1.35e-05	1.33709e-05	0.990411
1.38e-05	1.36681e-05	0.990409
1.41e-05	1.39652e-05	0.990407
1.44e-05	1.42623e-05	0.990405
1.47e-05	1.45594e-05	0.990403
1.5e-05	1.48565e-05	0.990401
1.53e-05	1.51537e-05	0.990399
1.56e-05	1.54508e-05	0.990397
1.59e-05	1.57479e-05	0.990394
1.62e-05	1.6045e-05	0.990392
1.65e-05	1.63421e-05	0.99039
1.68e-05	1.66393e-05	0.990387
1.71e-05	1.69364e-05	0.990385
1.74e-05	1.72335e-05	0.990383
1.77e-05	1.75306e-05	0.99038
1.8e-05	1.78277e-05	0.990378
1.83e-05	1.81248e-05	0.990375
1.86e-05	1.84219e-05	0.990372
1.89e-05	1.87191e-05	0.99037
1.92e-05	1.90162e-05	0.990367
1.95e-05	1.93133e-05	0.990364
1.98e-05	1.96104e-05	0.990361
2.01e-05	1.99075e-05	0.990359
2.04e-05	2.02046e-05	0.990356
2.07e-05	2.05017e-05	0.990353
2.1e-05	2.07988e-05	0.99035
2.13e-05	2.10959e-05	0.990347
2.16e-05	2.1393e-05	0.990344
2.19e-05	2.16901e-05	0.990341
2.22e-05	2.19872e-05	0.990337
2.25e-05	2.22843e-05	0.990334
2.28e-05	2.25814e-05	0.990331
2.31e-05	2.28785e-05	0.990328
2.34e-05	2.31756e-05	0.990324
2.37e-05	2.34727e-05	0.990321
2.4e-05	2.37698e-05	0.990318
2.43e-05	2.40669e-05	0.990314
2.46e-05	2.4364e-05	0.990311
2.49e-05	2.46611e-05	0.990307
2.52e-05	2.49582e-05	0.990304
2.55e-05	2.52553e-05	0.9903
2.58e-05	2.55524e-05	0.990296
2.61e-05	2.58495e-05	0.990293
2.64e-05	2.61465e-05	0.990289
2.67e-05	2.64436e-05	0.990285
2.7e-05	2.67407e-05	0.990281
2.73e-05	2.70378e-05	0.990277
2.76e-05	2.73349e-05	0.990273
2.79e-05	2.7632e-05	0.990269
2.82e-05	2.7929e-05	0.990265
2.85e-05	2.82261e-05	0.990261
2.88e-05	2.85232e-05	0.990257
2.91e-05	2.88203e-05	0.990253
2.94e-05	2.91173e-05	0.990249
2.97e-05	2.94144e-05	0.990245
3e-05	2.97115e-05	0.990241
3.03e-05	3.00086e-05	0.990236
3.06e-05	3.03056e-05	0.990232
3.09e-05	3.06027e-05	0.990227
3.12e-05	3.08998e-05	0.990223
3.15e-05	3.11968e-05	0.990219
3.18e-05	3.14939e-05	0.990214
3.21e-05	3.1791e-05	0.990209
3.24e-05	3.2088e-05	0.990205
3.27e-05	3.23851e-05	0.9902
3.3e-05	3.26822e-05	0.990195
3.33e-05	3.29792e-05	0.990191
3.36e-05	3.32763e-05	0.990186
3.39e-05	3.35733e-05	0.990181
3.42e-05	3.38704e-05	0.990176
3.45e-05	3.41674e-05	0.990171
3.48e-05	3.44645e-05	0.990166
3.51e-05	3.47615e-05	0.990161
3.54e-05	3.50586e-05	0.990156
3.57e-05	3.53556e-05	0.990151
3.6e-05	3.56527e-05	0.990146
3.63e-05	3.59497e-05	0.990141
3.66e-05	3.62467e-05	0.990136
3.69e-05	3.65438e-05	0.99013
3.72e-05	3.68408e-05	0.990125
3.75e-05	3.71379e-05	0.99012
3.78e-05	3.74349e-05	0.990114
3.81e-05	3.77319e-05	0.990109
3.84e-05	3.8029e-05	0.990103
3.87e-05	3.8326e-05	0.990098
3.9e-05	3.8623e-05	0.990092
3.93e-05	3.89201e-05	0.990087
3.96e-05	3.92171e-05	0.990081
3.99e-05	3.95141e-05	0.990075
4.02e-05	3.98111e-05	0.99007
4.05e-05	4.01081e-05	0.990064
4.08e-05	4.04052e-05	0.990058
4.11e-05	4.07022e-05	0.990052
4.14e-05	4.09992e-05	0.990046
4.17e-05	4.12962e-05	0.99004
4.2e-05	4.15932e-05	0.990034
4.23e-05	4.18902e-05	0.990028
4.26e-05	4.21872e-05	0.990022
4.29e-05	4.24842e-05	0.990016
4.32e-05	4.27812e-05	0.99001
4.35e-05	4.30782e-05	0.990004
4.38e-05	4.33752e-05	0.989997
4.41e-05	4.36722e-05	0.989991
4.44e-05	4.39692e-05	0.989985
4.47e-05	4.42662e-05	0.989978
4.5e-05	4.45632e-05	0.989972
4.53e-05	4.48602e-05	0.989965
4.56e-05	4.51572e-05	0.989959
4.59e-05	4.54542e-05	0.989952
4.62e-05	4.57512e-05	0.989946
4.65e-05	4.60482e-05	0.989939
4.68e-05	4.63451e-05	0.989932
4.71e-05	4.66421e-05	0.989926
4.74e-05	4.69391e-05	0.989919
4.77e-05	4.72361e-05	0.989912
4.8e-05	4.7533e-05	0.989905
4.83e-05	4.783e-05	0.989898
4.86e-05	4.8127e-05	0.989891
4.89e-05	4.84239e-05	0.989884
4.92e-05	4.87209e-05	0.989877
4.95e-05	4.90179e-05	0.98987
4.98e-05	4.93148e-05	0.989863
5.01e-05	4.96118e-05	0.989856
5.04e-05	4.99087e-05	0.989849
5.07e-05	5.02057e-05	0.989841
5.1e-05	5.05027e-05	0.989834
5.13e-05	5.07996e-05	0.989827
5.16e-05	5.10965e-05	0.989819
5.19e-05	5.13935e-05	0.989812
5.22e-05	5.16904e-05	0.989804
5.25e-05	5.19874e-05	0.989797
5.28e-05	5.22843e-05	0.989789
5.31e-05	5.25812e-05	0.989782
5.34e-05	5.28782e-05	0.989774
5.37e-05	5.31751e-05	0.989766
5.4e-05	5.3472e-05	0.989759
5.43e-05	5.3769e-05	0.989751
5.46e-05	5.40659e-05	0.989743
5.49e-05	5.43628e-05	0.989735
5.52e-05	5.46597e-05	0.989727
5.55e-05	5.49567e-05	0.989719
5.58e-05	5.52536e-05	0.989711
5.61e-05	5.55505e-05	0.989703
5.64e-05	5.58474e-05	0.989695
5.67e-05	5.61443e-05	0.989687
5.7e-05	5.64412e-05	0.989679
5.73e-05	5.67381e-05	0.98967
5.76e-05	5.7035e-05	0.989662
5.79e-05	5.73319e-05	0.989654
5.82e-05	5.76288e-05	0.989645
5.85e-05	5.79257e-05	0.989637
5.88e-05	5.82226e-05	0.989629
5.91e-05	5.85195e-05	0.98962
5.94e-05	5.88163e-05	0.989612
5.97e-05	5.91132e-05	0.989603
6e-05	5.94101e-05	0.989594
6.03e-05	5.9707e-05	0.989586
6.06e-05	6.00039e-05	0.989577
6.09e-05	6.03007e-05	0.989568
6.12e-05	6.05976e-05	0.989559
6.15e-05	6.08945e-05	0.989551
6.18e-05	6.11913e-05	0.989542
6.21e-05	6.14882e-05	0.989533
6.24e-05	6.17851e-05	0.989524
6.27e-05	6.20819e-05	0.989515
6.3e-05	6.23788e-05	0.989506
6.33e-05	6.26756e-05	0.989496
6.36e-05	6.29725e-05	0.989487
6.39e-05	6.32693e-05	0.989478
6.42e-05	6.35661e-05	0.989469
6.45e-05	6.3863e-05	0.98946
6.48e-05	6.41598e-05	0.98945
6.51e-05	6.44567e-05	0.989441
6.54e-05	6.47535e-05	0.989431
6.57e-05	6.50503e-05	0.989422
6.6e-05	6.53471e-05	0.989412
6.63e-05	6.5644e-05	0.989403
6.66e-05	6.59408e-05	0.989393
6.69e-05	6.62376e-05	0.989384
6.72e-05	6.65344e-05	0.989374
6.75e-05	6.68312e-05	0.989364
6.78e-05	6.7128e-05	0.989354
6.81e-05	6.74248e-05	0.989345
6.84e-05	6.77216e-05	0.989335
6.87e-05	6.80184e-05	0.989325
6.9e-05	6.83152e-05	0.989315
6.93e-05	6.8612e-05	0.989305
6.96e-05	6.89088e-05	0.989295
6.99e-05	6.92056e-05	0.989285
7.02e-05	6.95024e-05	0.989275
7.05e-05	6.97992e-05	0.989264
7.08e-05	7.00959e-05	0.989254
7.11e-05	7.03927e-05	0.989244
7.14e-05	7.06895e-05	0.989234
7.17e-05	7.09863e-05	0.989223
7.2e-05	7.1283e-05	0.989213
7.23e-05	7.15798e-05	0.989202
7.26e-05	7.18765e-05	0.989192
7.29e-05	7.21733e-05	0.989181
7.32e-05	7.24701e-05	0.989171
7.35e-05	7.27668e-05	0.98916
7.38e-05	7.30635e-05	0.98915
7.41e-05	7.33603e-05	0.989139
7.44e-05	7.3657e-05	0.989128
7.47e-05	7.39538e-05	0.989117
7.5e-05	7.42505e-05	0.989106
7.53e-05	7.45472e-05	0.989096
7.56e-05	7.4844e-05	0.989085
7.59e-05	7.51407e-05	0.989074
7.62e-05	7.54374e-05	0.989063
7.65e-05	7.57341e-05	0.989052
7.68e-05	7.60308e-05	0.98904
7.71e-05	7.63275e-05	0.989029
7.74e-05	7.66243e-05	0.989018
7.77e-05	7.6921e-05	0.989007
7.8e-05	7.72177e-05	0.988996
7.83e-05	7.75144e-05	0.988984
7.86e-05	7.7811e-05	0.988973
7.89e-05	7.81077e-05	0.988961
7.92e-05	7.84044e-05	0.98895
7.95e-05	7.87011e-05	0.988938
7.98e-05	7.89978e-05	0.988927
8.01e-05	7.92945e-05	0.988915
8.04e-05	7.95911e-05	0.988904
8.07e-05	7.98878e-05	0.988892
8.1e-05	8.01845e-05	0.98888
8.13e-05	8.04811e-05	0.988868
8.16e-05	8.07778e-05	0.988856
8.19e-05	8.10744e-05	0.988845
8.22e-05	8.13711e-05	0.988833
8.25e-05	8.16677e-05	0.988821
8.28e-05	8.19644e-05	0.988809
8.31e-05	8.2261e-05	0.988797
8.34e-05	8.25577e-05	0.988785
8.37e-05	8.28543e-05	0.988772
8.4e-05	8.31509e-05	0.98876
8.43e-05	8.34476e-05	0.988748
8.46e-05	8.37442e-05	0.988736
8.49e-05	8.40408e-05	0.988723
8.52e-05	8.43374e-05	0.988711
8.55e-05	8.4634e-05	0.988699
8.58e-05	8.49306e-05	0.988686
8.61e-05	8.52272e-05	0.988674
8.64e-05	8.55238e-05	0.988661
8.67e-05	8.58204e-05	0.988648
8.7e-05	8.6117e-05	0.988636
8.73e-05	8.64136e-05	0.988623
8.76e-05	8.67102e-05	0.98861
8.79e-05	8.70068e-05	0.988598
8.82e-05	8.73034e-05	0.988585
8.85e-05	8.75999e-05	0.988572
8.88e-05	8.78965e-05	0.988559
8.91e-05	8.81931e-05	0.988546
8.94e-05	8.84896e-05	0.988533
8.97e-05	8.87862e-05	0.98852
9e-05	8.90827e-05	0.988507
9.03e-05	8.93793e-05	0.988494
9.06e-05	8.96758e-05	0.988481
9.09e-05	8.99724e-05	0.988467
9.12e-05	9.02689e-05	0.988454
9.15e-05	9.05655e-05	0.988441
9.18e-05	9.0862e-05	0.988427
9.21e-05	9.11585e-05	0.988414
9.24e-05	9.1455e-05	0.988401
9.27e-05	9.17516e-05	0.988387
9.3e-05	9.20481e-05	0.988373
9.33e-05	9.23446e-05	0.98836
9.36e-05	9.26411e-05	0.988346
9.39e-05	9.29376e-05	0.988333
9.42e-05	9.32341e-05	0.988319
9.45e-05	9.35306e-05	0.988305
9.48e-05	9.38271e-05	0.988291
9.51e-05	9.41235e-05	0.988277
9.54e-05	9.442e-05	0.988263
9.57e-05	9.47165e-05	0.988249
9.6e-05	9.5013e-05	0.988235
9.63e-05	9.53094e-05	0.988221
9.66e-05	9.56059e-05	0.988207
9.69e-05	9.59024e-05	0.988193
9.72e-05	9.61988e-05	0.988179
9.75e-05	9.64953e-05	0.988165
9.78e-05	9.67917e-05	0.988151
9.81e-05	9.70882e-05	0.988136
9.84e-05	9.73846e-05	0.988122
9.87e-05	9.7681e-05	0.988107
9.9e-05	9.79775e-05	0.988093
9.93e-05	9.82739e-05	0.988078
9.96e-05	9.85703e-05	0.988064
9.99e-05	9.88667e-05	0.988049
0.0001002	9.91632e-05	0.988035
0.0001005	9.94596e-05	0.98802
0.0001008	9.9756e-05	0.988005
0.0001011	0.000100052	0.98799
0.0001014	0.000100349	0.987976
0.0001017	0.000100645	0.987961
0.000102	0.000100942	0.987946
0.0001023	0.000101238	0.987931
0.0001026	0.000101534	0.987916
0.0001029	0.000101831	0.987901
0.0001032	0.000102127	0.987886
0.0001035	0.000102423	0.987871
0.0001038	0.00010272	0.987855
0.0001041	0.000103016	0.98784
0.0001044	0.000103312	0.987825
0.0001047	0.000103609	0.98781
0.000105	0.000103905	0.987794
0.0001053	0.000104201	0.987779
0.0001056	0.000104498	0.987763
0.0001059	0.000104794	0.987748
0.0001062	0.00010509	0.987732
0.0001065	0.000105387	0.987717
0.0001068	0.000105683	0.987701
0.0001071	0.000105979	0.987685
0.0001074	0.000106276	0.987669
0.0001077	0.000106572	0.987654
0.000108	0.000106868	0.987638
0.0001083	0.000107165	0.987622
0.0001086	0.000107461	0.987606
0.0001089	0.000107757	0.98759
0.0001092	0.000108053	0.987574
0.0001095	0.00010835	0.987558
0.0001098	0.000108646	0.987542
0.0001101	0.000108942	0.987526
0.0001104	0.000109238	0.987509
0.0001107	0.000109535	0.987493
0.000111	0.000109831	0.987477
0.0001113	0.000110127	0.987461
0.0001116	0.000110423	0.987444
0.0001119	0.00011072	0.987428
0.0001122	0.000111016	0.987411
0.0001125	0.000111312	0.987395
0.0001128	0.000111608	0.987378
0.0001131	0.000111905	0.987362
0.0001134	0.000112201	0.987345
0.0001137	0.000112497	0.987328
0.000114	0.000112793	0.987311
0.0001143	0.000113089	0.987295
0.0001146	0.000113386	0.987278
0.0001149	0.000113682	0.987261
0.0001152	0.000113978	0.987244
0.0001155	0.000114274	0.987227
0.0001158	0.00011457	0.98721
0.0001161	0.000114866	0.987193
0.0001164	0.000115163	0.987176
0.0001167	0.000115459	0.987158
0.000117	0.000115755	0.987141
0.0001173	0.000116051	0.987124
0.0001176	0.000116347	0.987107
0.0001179	0.000116643	0.987089
0.0001182	0.000116939	0.987072
0.0001185	0.000117235	0.987054
0.0001188	0.000117532	0.987037
0.0001191	0.000117828	0.987019
0.0001194	0.000118124	0.987002
0.0001197	0.00011842	0.986984
0.00012	0.000118716	0.986966
0.0001203	0.000119012	0.986949
0.0001206	0.000119308	0.986931
0.0001209	0.000119604	0.986913
0.0001212	0.0001199	0.986895
0.0001215	0.000120196	0.986877
0.0001218	0.000120492	0.986859
0.0001221	0.000120788	0.986841
0.0001224	0.000121085	0.986823
0.0001227	0.000121381	0.986805
0.000123	0.000121677	0.986787
0.0001233	0.000121973	0.986769
0.0001236	0.000122269	0.98675
0.0001239	0.000122565	0.986732
0.0001242	0.000122861	0.986714
0.0001245	0.000123157	0.986695
0.0001248	0.000123453	0.986677
0.0001251	0.000123749	0.986658
0.0001254	0.000124045	0.98664
0.0001257	0.000124341	0.986621
0.000126	0.000124637	0.986603
0.0001263	0.000124933	0.986584
0.0001266	0.000125229	0.986565
0.0001269	0.000125525	0.986546
0.0001272	0.000125821	0.986528
0.0001275	0.000126117	0.986509
0.0001278	0.000126412	0.98649
0.0001281	0.000126708	0.986471
0.0001284	0.000127004	0.986452
0.0001287	0.0001273	0.986433
0.000129	0.000127596	0.986414
0.0001293	0.000127892	0.986395
0.0001296	0.000128188	0.986375
0.0001299	0.000128484	0.986356
0.0001302	0.00012878	0.986337
0.0001305	0.000129076	0.986317
0.0001308	0.000129372	0.986298
0.0001311	0.000129668	0.986279
0.0001314	0.000129963	0.986259
0.0001317	0.000130259	0.98624
0.000132	0.000130555	0.98622
0.0001323	0.000130851	0.9862
0.0001326	0.000131147	0.986181
0.0001329	0.000131443	0.986161
0.0001332	0.000131739	0.986141
0.0001335	0.000132034	0.986121
0.0001338	0.00013233	0.986102
0.0001341	0.000132626	0.986082
0.0001344	0.000132922	0.986062
0.0001347	0.000133218	0.986042
0.000135	0.000133514	0.986022
0.0001353	0.000133809	0.986001
0.0001356	0.000134105	0.985981
0.0001359	0.000134401	0.985961
0.0001362	0.000134697	0.985941
0.0001365	0.000134993	0.985921
0.0001368	0.000135288	0.9859
0.0001371	0.000135584	0.98588
0.0001374	0.00013588	0.985859
0.0001377	0.000136176	0.985839
0.000138	0.000136471	0.985818
0.0001383	0.000136767	0.985798
0.0001386	0.000137063	0.985777
0.0001389	0.000137359	0.985757
0.0001392	0.000137654	0.985736
0.0001395	0.00013795	0.985715
0.0001398	0.000138246	0.985694
0.0001401	0.000138541	0.985673
0.0001404	0.000138837	0.985652
0.0001407	0.000139133	0.985631
0.000141	0.000139428	0.98561
0.0001413	0.000139724	0.985589
0.0001416	0.00014002	0.985568
0.0001419	0.000140315	0.985547
0.0001422	0.000140611	0.985526
0.0001425	0.000140907	0.985505
0.0001428	0.000141202	0.985483
0.0001431	0.000141498	0.985462
0.0001434	0.000141794	0.985441
0.0001437	0.000142089	0.985419
0.000144	0.000142385	0.985398
0.0001443	0.000142681	0.985376
0.0001446	0.000142976	0.985355
0.0001449	0.000143272	0.985333
0.0001452	0.000143567	0.985311
0.0001455	0.000143863	0.98529
0.0001458	0.000144159	0.985268
0.0001461	0.000144454	0.985246
0.0001464	0.00014475	0.985224
0.0001467	0.000145045	0.985202
0.000147	0.000145341	0.98518
0.0001473	0.000145636	0.985158
0.0001476	0.000145932	0.985136
0.0001479	0.000146227	0.985114
0.0001482	0.000146523	0.985092
0.0001485	0.000146819	0.98507
0.0001488	0.000147114	0.985047
0.0001491	0.00014741	0.985025
0.0001494	0.000147705	0.985003
0.0001497	0.000148001	0.98498
0.00015	0.000148296	0.984958
0.0001503	0.000148592	0.984935
0.0001506	0.000148887	0.984913
0.0001509	0.000149182	0.98489
0.0001512	0.000149478	0.984867
0.0001515	0.000149773	0.984845
0.0001518	0.000150069	0.984822
0.0001521	0.000150364	0.984799
0.0001524	0.00015066	0.984776
0.0001527	0.000150955	0.984753
0.000153	0.000151251	0.98473
0.0001533	0.000151546	0.984707
0.0001536	0.000151841	0.984684
0.0001539	0.000152137	0.984661
0.0001542	0.000152432	0.984638
0.0001545	0.000152728	0.984615
0.0001548	0.000153023	0.984592
0.0001551	0.000153318	0.984568
0.0001554	0.000153614	0.984545
0.0001557	0.000153909	0.984522
0.000156	0.000154204	0.984498
0.0001563	0.0001545	0.984475
0.0001566	0.000154795	0.984451
0.0001569	0.00015509	0.984428
0.0001572	0.000155386	0.984404
0.0001575	0.000155681	0.98438
0.0001578	0.000155976	0.984357
0.0001581	0.000156272	0.984333
0.0001584	0.000156567	0.984309
0.0001587	0.000156862	0.984285
0.000159	0.000157158	0.984261
0.0001593	0.000157453	0.984237
0.0001596	0.000157748	0.984213
0.0001599	0.000158043	0.984189
0.0001602	0.000158339	0.984165
0.0001605	0.000158634	0.984141
0.0001608	0.000158929	0.984117
0.0001611	0.000159224	0.984092
0.0001614	0.00015952	0.984068
0.0001617	0.000159815	0.984044
0.000162	0.00016011	0.984019
0.0001623	0.000160405	0.983995
0.0001626	0.0001607	0.98397
0.0001629	0.000160996	0.983946
0.0001632	0.000161291	0.983921
0.0001635	0.000161586	0.983896
0.0001638	0.000161881	0.983872
0.0001641	0.000162176	0.983847
0.0001644	0.000162471	0.983822
0.0001647	0.000162767	0.983797
0.000165	0.000163062	0.983772
0.0001653	0.000163357	0.983747
0.0001656	0.000163652	0.983722
0.0001659	0.000163947	0.983697
0.0001662	0.000164242	0.983672
0.0001665	0.000164537	0.983647
0.0001668	0.000164832	0.983622
0.0001671	0.000165127	0.983597
0.0001674	0.000165422	0.983571
0.0001677	0.000165718	0.983546
0.000168	0.000166013	0.983521
0.0001683	0.000166308	0.983495
0.0001686	0.000166603	0.98347
0.0001689	0.000166898	0.983444
0.0001692	0.000167193	0.983418
0.0001695	0.000167488	0.983393
0.0001698	0.000167783	0.983367
0.0001701	0.000168078	0.983341
0.0001704	0.000168373	0.983316
0.0001707	0.000168668	0.98329
0.000171	0.000168963	0.983264
0.0001713	0.000169258	0.983238
0.0001716	0.000169553	0.983212
0.0001719	0.000169848	0.983186
0.0001722	0.000170143	0.98316
0.0001725	0.000170438	0.983133
0.0001728	0.000170733	0.983107
0.0001731	0.000171027	0.983081
0.0001734	0.000171322	0.983055
0.0001737	0.000171617	0.983028
0.000174	0.000171912	0.983002
0.0001743	0.000172207	0.982975
0.0001746	0.000172502	0.982949
0.0001749	0.000172797	0.982922
0.0001752	0.000173092	0.982896
0.0001755	0.000173387	0.982869
0.0001758	0.000173681	0.982842
0.0001761	0.000173976	0.982816
0.0001764	0.000174271	0.982789
0.0001767	0.000174566	0.982762
0.000177	0.000174861	0.982735
0.0001773	0.000175156	0.982708
0.0001776	0.00017545	0.982681
0.0001779	0.000175745	0.982654
0.0001782	0.00017604	0.982627
0.0001785	0.000176335	0.9826
0.0001788	0.00017663	0.982573
0.0001791	0.000176924	0.982545
0.0001794	0.000177219	0.982518
0.0001797	0.000177514	0.982491
0.00018	0.000177809	0.982463
0.0001803	0.000178103	0.982436
0.0001806	0.000178398	0.982408
0.0001809	0.000178693	0.982381
0.0001812	0.000178987	0.982353
0.0001815	0.000179282	0.982325
0.0001818	0.000179577	0.982298
0.0001821	0.000179872	0.98227
0.0001824	0.000180166	0.982242
0.0001827	0.000180461	0.982214
0.000183	0.000180756	0.982186
0.0001833	0.00018105	0.982158
0.0001836	0.000181345	0.98213
0.0001839	0.00018164	0.982102
0.0001842	0.000181934	0.982074
0.0001845	0.000182229	0.982046
0.0001848	0.000182523	0.982018
0.0001851	0.000182818	0.981989
0.0001854	0.000183113	0.981961
0.0001857	0.000183407	0.981933
0.000186	0.000183702	0.981904
0.0001863	0.000183996	0.981876
0.0001866	0.000184291	0.981847
0.0001869	0.000184585	0.981819
0.0001872	0.00018488	0.98179
0.0001875	0.000185174	0.981761
0.0001878	0.000185469	0.981733
0.0001881	0.000185764	0.981704
0.0001884	0.000186058	0.981675
0.0001887	0.000186353	0.981646
0.000189	0.000186647	0.981617
0.0001893	0.000186941	0.981588
0.0001896	0.000187236	0.981559
0.0001899	0.00018753	0.98153
0.0001902	0.000187825	0.981501
0.0001905	0.000188119	0.981472
0.0001908	0.000188414	0.981442
0.0001911	0.000188708	0.981413
0.0001914	0.000189003	0.981384
0.0001917	0.000189297	0.981354
0.000192	0.000189591	0.981325
0.0001923	0.000189886	0.981295
0.0001926	0.00019018	0.981266
0.0001929	0.000190475	0.981236
0.0001932	0.000190769	0.981206
0.0001935	0.000191063	0.981177
0.0001938	0.000191358	0.981147
0.0001941	0.000191652	0.981117
0.0001944	0.000191946	0.981087
0.0001947	0.000192241	0.981057
0.000195	0.000192535	0.981027
0.0001953	0.000192829	0.980997
0.0001956	0.000193124	0.980967
0.0001959	0.000193418	0.980937
0.0001962	0.000193712	0.980907
0.0001965	0.000194006	0.980877
0.0001968	0.000194301	0.980846
0.0001971	0.000194595	0.980816
0.0001974	0.000194889	0.980786
0.0001977	0.000195183	0.980755
0.000198	0.000195478	0.980725
0.0001983	0.000195772	0.980694
0.0001986	0.000196066	0.980664
0.0001989	0.00019636	0.980633
0.0001992	0.000196654	0.980602
0.0001995	0.000196949	0.980571
0.0001998	0.000197243	0.980541
0.0002001	0.000197537	0.98051
0.0002004	0.000197831	0.980479
0.0002007	0.000198125	0.980448
0.000201	0.000198419	0.980417
0.0002013	0.000198713	0.980386
0.0002016	0.000199008	0.980355
0.0002019	0.000199302	0.980324
0.0002022	0.000199596	0.980292
0.0002025	0.00019989	0.980261
0.0002028	0.000200184	0.98023
0.0002031	0.000200478	0.980198
0.0002034	0.000200772	0.980167
0.0002037	0.000201066	0.980135
0.000204	0.00020136	0.980104
0.0002043	0.000201654	0.980072
0.0002046	0.000201948	0.980041
0.0002049	0.000202242	0.980009
0.0002052	0.000202536	0.979977
0.0002055	0.00020283	0.979945
0.0002058	0.000203124	0.979914
0.0002061	0.000203418	0.979882
0.0002064	0.000203712	0.97985
0.0002067	0.000204006	0.979818
0.000207	0.0002043	0.979786
0.0002073	0.000204594	0.979753
0.0002076	0.000204888	0.979721
0.0002079	0.000205182	0.979689
0.0002082	0.000205476	0.979657
0.0002085	0.000205769	0.979624
0.0002088	0.000206063	0.979592
0.0002091	0.000206357	0.97956
0.0002094	0.000206651	0.979527
0.0002097	0.000206945	0.979495
0.00021	0.000207239	0.979462
0.0002103	0.000207533	0.979429
0.0002106	0.000207826	0.979397
0.0002109	0.00020812	0.979364
0.0002112	0.000208414	0.979331
0.0002115	0.000208708	0.979298
0.0002118	0.000209002	0.979265
0.0002121	0.000209295	0.979232
0.0002124	0.000209589	0.979199
0.0002127	0.000209883	0.979166
0.000213	0.000210177	0.979133
0.0002133	0.00021047	0.9791
0.0002136	0.000210764	0.979067
0.0002139	0.000211058	0.979033
0.0002142	0.000211352	0.979
0.0002145	0.000211645	0.978967
0.0002148	0.000211939	0.978933
0.0002151	0.000212233	0.9789
0.0002154	0.000212526	0.978866
0.0002157	0.00021282	0.978833
0.000216	0.000213114	0.978799
0.0002163	0.000213407	0.978765
0.0002166	0.000213701	0.978731
0.0002169	0.000213994	0.978698
0.0002172	0.000214288	0.978664
0.0002175	0.000214582	0.97863
0.0002178	0.000214875	0.978596
0.0002181	0.000215169	0.978562
0.0002184	0.000215462	0.978528
0.0002187	0.000215756	0.978494
0.000219	0.000216049	0.978459
0.0002193	0.000216343	0.978425
0.0002196	0.000216637	0.978391
0.0002199	0.00021693	0.978356
0.0002202	0.000217224	0.978322
0.0002205	0.000217517	0.978288
0.0002208	0.00021781	0.978253
0.0002211	0.000218104	0.978219
0.0002214	0.000218397	0.978184
0.0002217	0.000218691	0.978149
0.000222	0.000218984	0.978114
0.0002223	0.000219278	0.97808
0.0002226	0.000219571	0.978045
0.0002229	0.000219865	0.97801
0.0002232	0.000220158	0.977975
0.0002235	0.000220451	0.97794
0.0002238	0.000220745	0.977905
0.0002241	0.000221038	0.97787
0.0002244	0.000221331	0.977835
0.0002247	0.000221625	0.977799
0.000225	0.000221918	0.977764
0.0002253	0.000222211	0.977729
0.0002256	0.000222505	0.977693
0.0002259	0.000222798	0.977658
0.0002262	0.000223091	0.977623
0.0002265	0.000223385	0.977587
0.0002268	0.000223678	0.977551
0.0002271	0.000223971	0.977516
0.0002274	0.000224264	0.97748
0.0002277	0.000224558	0.977444
0.000228	0.000224851	0.977408
0.0002283	0.000225144	0.977373
0.0002286	0.000225437	0.977337
0.0002289	0.000225731	0.977301
0.0002292	0.000226024	0.977265
0.0002295	0.000226317	0.977228
0.0002298	0.00022661	0.977192
