t(s)	x(m)	v(m/s)
0.0012735	0.000998133	0.280253
0.0012738	0.000998217	0.279878
0.0012741	0.000998301	0.279502
0.0012744	0.000998385	0.279126
0.0012747	0.000998468	0.27875
0.001275	0.000998552	0.278375
0.0012753	0.000998635	0.277999
0.0012756	0.000998719	0.277623
0.0012759	0.000998802	0.277247
0.0012762	0.000998885	0.276871
0.0012765	0.000998968	0.276495
0.0012768	0.000999051	0.27612
0.0012771	0.000999134	0.275744
0.0012774	0.000999216	0.275368
0.0012777	0.000999299	0.274992
0.001278	0.000999381	0.274616
0.0012783	0.000999464	0.27424
0.0012786	0.000999546	0.273864
0.0012789	0.000999628	0.273488
0.0012792	0.00099971	0.273112
0.0012795	0.000999792	0.272736
0.0012798	0.000999874	0.272359
0.0012801	0.000999955	0.271983
0.0012804	0.00100004	0.271607
0.0012807	0.00100012	0.271231
0.001281	0.0010002	0.270855
0.0012813	0.00100028	0.270479
0.0012816	0.00100036	0.270103
0.0012819	0.00100044	0.269726
0.0012822	0.00100052	0.26935
0.0012825	0.0010006	0.268974
0.0012828	0.00100068	0.268598
0.0012831	0.00100077	0.268221
0.0012834	0.00100085	0.267845
0.0012837	0.00100093	0.267469
0.001284	0.00100101	0.267092
0.0012843	0.00100109	0.266716
0.0012846	0.00100117	0.26634
0.0012849	0.00100125	0.265963
0.0012852	0.00100133	0.265587
0.0012855	0.00100141	0.265211
0.0012858	0.00100149	0.264834
0.0012861	0.00100156	0.264458
0.0012864	0.00100164	0.264081
0.0012867	0.00100172	0.263705
0.001287	0.0010018	0.263328
0.0012873	0.00100188	0.262952
0.0012876	0.00100196	0.262575
0.0012879	0.00100204	0.262199
0.0012882	0.00100212	0.261822
0.0012885	0.0010022	0.261446
0.0012888	0.00100227	0.261069
0.0012891	0.00100235	0.260693
0.0012894	0.00100243	0.260316
0.0012897	0.00100251	0.25994
0.00129	0.00100259	0.259563
0.0012903	0.00100266	0.259186
0.0012906	0.00100274	0.25881
0.0012909	0.00100282	0.258433
0.0012912	0.0010029	0.258057
0.0012915	0.00100297	0.25768
0.0012918	0.00100305	0.257303
0.0012921	0.00100313	0.256926
0.0012924	0.00100321	0.25655
0.0012927	0.00100328	0.256173
0.001293	0.00100336	0.255796
0.0012933	0.00100344	0.25542
0.0012936	0.00100351	0.255043
0.0012939	0.00100359	0.254666
0.0012942	0.00100367	0.254289
0.0012945	0.00100374	0.253913
0.0012948	0.00100382	0.253536
0.0012951	0.00100389	0.253159
0.0012954	0.00100397	0.252782
0.0012957	0.00100405	0.252406
0.001296	0.00100412	0.252029
0.0012963	0.0010042	0.251652
0.0012966	0.00100427	0.251275
0.0012969	0.00100435	0.250898
0.0012972	0.00100442	0.250521
0.0012975	0.0010045	0.250145
0.0012978	0.00100457	0.249768
0.0012981	0.00100465	0.249391
0.0012984	0.00100472	0.249014
0.0012987	0.0010048	0.248637
0.001299	0.00100487	0.24826
0.0012993	0.00100495	0.247883
0.0012996	0.00100502	0.247506
0.0012999	0.00100509	0.247129
0.0013002	0.00100517	0.246752
0.0013005	0.00100524	0.246376
0.0013008	0.00100532	0.245999
0.0013011	0.00100539	0.245622
0.0013014	0.00100546	0.245245
0.0013017	0.00100554	0.244868
0.001302	0.00100561	0.244491
0.0013023	0.00100568	0.244114
0.0013026	0.00100576	0.243737
0.0013029	0.00100583	0.24336
0.0013032	0.0010059	0.242983
0.0013035	0.00100598	0.242606
0.0013038	0.00100605	0.242229
0.0013041	0.00100612	0.241852
0.0013044	0.00100619	0.241475
0.0013047	0.00100627	0.241098
0.001305	0.00100634	0.240721
0.0013053	0.00100641	0.240344
0.0013056	0.00100648	0.239967
0.0013059	0.00100655	0.23959
0.0013062	0.00100663	0.239213
0.0013065	0.0010067	0.238836
0.0013068	0.00100677	0.238459
0.0013071	0.00100684	0.238082
0.0013074	0.00100691	0.237705
0.0013077	0.00100698	0.237328
0.001308	0.00100706	0.236951
0.0013083	0.00100713	0.236574
0.0013086	0.0010072	0.236197
0.0013089	0.00100727	0.23582
0.0013092	0.00100734	0.235443
0.0013095	0.00100741	0.235066
0.0013098	0.00100748	0.234689
0.0013101	0.00100755	0.234312
0.0013104	0.00100762	0.233935
0.0013107	0.00100769	0.233558
0.001311	0.00100776	0.23318
0.0013113	0.00100783	0.232803
0.0013116	0.0010079	0.232426
0.0013119	0.00100797	0.232049
0.0013122	0.00100804	0.231672
0.0013125	0.00100811	0.231295
0.0013128	0.00100818	0.230918
0.0013131	0.00100825	0.230541
0.0013134	0.00100832	0.230164
0.0013137	0.00100839	0.229787
0.001314	0.00100845	0.22941
0.0013143	0.00100852	0.229033
0.0013146	0.00100859	0.228656
0.0013149	0.00100866	0.228279
0.0013152	0.00100873	0.227902
0.0013155	0.0010088	0.227525
0.0013158	0.00100887	0.227148
0.0013161	0.00100893	0.226771
0.0013164	0.001009	0.226394
0.0013167	0.00100907	0.226017
0.001317	0.00100914	0.22564
0.0013173	0.0010092	0.225263
0.0013176	0.00100927	0.224886
0.0013179	0.00100934	0.224509
0.0013182	0.00100941	0.224132
0.0013185	0.00100947	0.223755
0.0013188	0.00100954	0.223378
0.0013191	0.00100961	0.223001
0.0013194	0.00100967	0.222624
0.0013197	0.00100974	0.222247
0.00132	0.00100981	0.22187
0.0013203	0.00100987	0.221493
0.0013206	0.00100994	0.221116
0.0013209	0.00101001	0.220739
0.0013212	0.00101007	0.220362
0.0013215	0.00101014	0.219985
0.0013218	0.00101021	0.219608
0.0013221	0.00101027	0.219231
0.0013224	0.00101034	0.218854
0.0013227	0.0010104	0.218477
0.001323	0.00101047	0.2181
0.0013233	0.00101053	0.217724
0.0013236	0.0010106	0.217347
0.0013239	0.00101066	0.21697
0.0013242	0.00101073	0.216593
0.0013245	0.00101079	0.216216
0.0013248	0.00101086	0.215839
0.0013251	0.00101092	0.215462
0.0013254	0.00101099	0.215085
0.0013257	0.00101105	0.214709
0.001326	0.00101112	0.214332
0.0013263	0.00101118	0.213955
0.0013266	0.00101124	0.213578
0.0013269	0.00101131	0.213201
0.0013272	0.00101137	0.212824
0.0013275	0.00101144	0.212448
0.0013278	0.0010115	0.212071
0.0013281	0.00101156	0.211694
0.0013284	0.00101163	0.211317
0.0013287	0.00101169	0.21094
0.001329	0.00101175	0.210564
0.0013293	0.00101182	0.210187
0.0013296	0.00101188	0.20981
0.0013299	0.00101194	0.209434
0.0013302	0.00101201	0.209057
0.0013305	0.00101207	0.20868
0.0013308	0.00101213	0.208303
0.0013311	0.00101219	0.207927
0.0013314	0.00101226	0.20755
0.0013317	0.00101232	0.207173
0.001332	0.00101238	0.206797
0.0013323	0.00101244	0.20642
0.0013326	0.0010125	0.206044
0.0013329	0.00101257	0.205667
0.0013332	0.00101263	0.20529
0.0013335	0.00101269	0.204914
0.0013338	0.00101275	0.204537
0.0013341	0.00101281	0.204161
0.0013344	0.00101287	0.203784
0.0013347	0.00101293	0.203408
0.001335	0.00101299	0.203031
0.0013353	0.00101306	0.202655
0.0013356	0.00101312	0.202278
0.0013359	0.00101318	0.201902
0.0013362	0.00101324	0.201525
0.0013365	0.0010133	0.201149
0.0013368	0.00101336	0.200772
0.0013371	0.00101342	0.200396
0.0013374	0.00101348	0.200019
0.0013377	0.00101354	0.199643
0.001338	0.0010136	0.199267
0.0013383	0.00101366	0.19889
0.0013386	0.00101372	0.198514
0.0013389	0.00101378	0.198138
0.0013392	0.00101384	0.197761
0.0013395	0.0010139	0.197385
0.0013398	0.00101395	0.197009
0.0013401	0.00101401	0.196632
0.0013404	0.00101407	0.196256
0.0013407	0.00101413	0.19588
0.001341	0.00101419	0.195504
0.0013413	0.00101425	0.195128
0.0013416	0.00101431	0.194751
0.0013419	0.00101437	0.194375
0.0013422	0.00101442	0.193999
0.0013425	0.00101448	0.193623
0.0013428	0.00101454	0.193247
0.0013431	0.0010146	0.192871
0.0013434	0.00101466	0.192495
0.0013437	0.00101471	0.192119
0.001344	0.00101477	0.191743
0.0013443	0.00101483	0.191367
0.0013446	0.00101489	0.190991
0.0013449	0.00101494	0.190615
0.0013452	0.001015	0.190239
0.0013455	0.00101506	0.189863
0.0013458	0.00101511	0.189487
0.0013461	0.00101517	0.189111
0.0013464	0.00101523	0.188735
0.0013467	0.00101528	0.188359
0.001347	0.00101534	0.187983
0.0013473	0.0010154	0.187607
0.0013476	0.00101545	0.187232
0.0013479	0.00101551	0.186856
0.0013482	0.00101557	0.18648
0.0013485	0.00101562	0.186104
0.0013488	0.00101568	0.185729
0.0013491	0.00101573	0.185353
0.0013494	0.00101579	0.184977
0.0013497	0.00101584	0.184602
0.00135	0.0010159	0.184226
0.0013503	0.00101595	0.18385
0.0013506	0.00101601	0.183475
0.0013509	0.00101606	0.183099
0.0013512	0.00101612	0.182724
0.0013515	0.00101617	0.182348
0.0013518	0.00101623	0.181973
0.0013521	0.00101628	0.181597
0.0013524	0.00101634	0.181222
0.0013527	0.00101639	0.180846
0.001353	0.00101645	0.180471
0.0013533	0.0010165	0.180096
0.0013536	0.00101655	0.17972
0.0013539	0.00101661	0.179345
0.0013542	0.00101666	0.17897
0.0013545	0.00101672	0.178594
0.0013548	0.00101677	0.178219
0.0013551	0.00101682	0.177844
0.0013554	0.00101688	0.177469
0.0013557	0.00101693	0.177093
0.001356	0.00101698	0.176718
0.0013563	0.00101703	0.176343
0.0013566	0.00101709	0.175968
0.0013569	0.00101714	0.175593
0.0013572	0.00101719	0.175218
0.0013575	0.00101725	0.174843
0.0013578	0.0010173	0.174468
0.0013581	0.00101735	0.174093
0.0013584	0.0010174	0.173718
0.0013587	0.00101745	0.173343
0.001359	0.00101751	0.172968
0.0013593	0.00101756	0.172593
0.0013596	0.00101761	0.172219
0.0013599	0.00101766	0.171844
0.0013602	0.00101771	0.171469
0.0013605	0.00101776	0.171094
0.0013608	0.00101782	0.17072
0.0013611	0.00101787	0.170345
0.0013614	0.00101792	0.16997
0.0013617	0.00101797	0.169596
0.001362	0.00101802	0.169221
0.0013623	0.00101807	0.168846
0.0013626	0.00101812	0.168472
0.0013629	0.00101817	0.168097
0.0013632	0.00101822	0.167723
0.0013635	0.00101827	0.167348
0.0013638	0.00101832	0.166974
0.0013641	0.00101837	0.166599
0.0013644	0.00101842	0.166225
0.0013647	0.00101847	0.165851
0.001365	0.00101852	0.165476
0.0013653	0.00101857	0.165102
0.0013656	0.00101862	0.164728
0.0013659	0.00101867	0.164354
0.0013662	0.00101872	0.16398
0.0013665	0.00101877	0.163605
0.0013668	0.00101882	0.163231
0.0013671	0.00101887	0.162857
0.0013674	0.00101892	0.162483
0.0013677	0.00101896	0.162109
0.001368	0.00101901	0.161735
0.0013683	0.00101906	0.161361
0.0013686	0.00101911	0.160987
0.0013689	0.00101916	0.160613
0.0013692	0.00101921	0.160239
0.0013695	0.00101925	0.159866
0.0013698	0.0010193	0.159492
0.0013701	0.00101935	0.159118
0.0013704	0.0010194	0.158744
0.0013707	0.00101944	0.158371
0.001371	0.00101949	0.157997
0.0013713	0.00101954	0.157623
0.0013716	0.00101959	0.15725
0.0013719	0.00101963	0.156876
0.0013722	0.00101968	0.156503
0.0013725	0.00101973	0.156129
0.0013728	0.00101977	0.155756
0.0013731	0.00101982	0.155382
0.0013734	0.00101987	0.155009
0.0013737	0.00101991	0.154636
0.001374	0.00101996	0.154262
0.0013743	0.00102001	0.153889
0.0013746	0.00102005	0.153516
0.0013749	0.0010201	0.153143
0.0013752	0.00102014	0.152769
0.0013755	0.00102019	0.152396
0.0013758	0.00102024	0.152023
0.0013761	0.00102028	0.15165
0.0013764	0.00102033	0.151277
0.0013767	0.00102037	0.150904
0.001377	0.00102042	0.150531
0.0013773	0.00102046	0.150158
0.0013776	0.00102051	0.149785
0.0013779	0.00102055	0.149413
0.0013782	0.0010206	0.14904
0.0013785	0.00102064	0.148667
0.0013788	0.00102069	0.148294
0.0013791	0.00102073	0.147922
0.0013794	0.00102078	0.147549
0.0013797	0.00102082	0.147176
0.00138	0.00102086	0.146804
0.0013803	0.00102091	0.146431
0.0013806	0.00102095	0.146059
0.0013809	0.001021	0.145686
0.0013812	0.00102104	0.145314
0.0013815	0.00102108	0.144942
0.0013818	0.00102113	0.144569
0.0013821	0.00102117	0.144197
0.0013824	0.00102121	0.143825
0.0013827	0.00102126	0.143453
0.001383	0.0010213	0.14308
0.0013833	0.00102134	0.142708
0.0013836	0.00102138	0.142336
0.0013839	0.00102143	0.141964
0.0013842	0.00102147	0.141592
0.0013845	0.00102151	0.14122
0.0013848	0.00102155	0.140848
0.0013851	0.0010216	0.140477
0.0013854	0.00102164	0.140105
0.0013857	0.00102168	0.139733
0.001386	0.00102172	0.139361
0.0013863	0.00102176	0.13899
0.0013866	0.00102181	0.138618
0.0013869	0.00102185	0.138246
0.0013872	0.00102189	0.137875
0.0013875	0.00102193	0.137503
0.0013878	0.00102197	0.137132
0.0013881	0.00102201	0.13676
0.0013884	0.00102205	0.136389
0.0013887	0.00102209	0.136017
0.001389	0.00102213	0.135646
0.0013893	0.00102218	0.135275
0.0013896	0.00102222	0.134904
0.0013899	0.00102226	0.134533
0.0013902	0.0010223	0.134161
0.0013905	0.00102234	0.13379
0.0013908	0.00102238	0.133419
0.0013911	0.00102242	0.133048
0.0013914	0.00102246	0.132677
0.0013917	0.0010225	0.132306
0.001392	0.00102254	0.131936
0.0013923	0.00102258	0.131565
0.0013926	0.00102262	0.131194
0.0013929	0.00102265	0.130823
0.0013932	0.00102269	0.130453
0.0013935	0.00102273	0.130082
0.0013938	0.00102277	0.129711
0.0013941	0.00102281	0.129341
0.0013944	0.00102285	0.12897
0.0013947	0.00102289	0.1286
0.001395	0.00102293	0.12823
0.0013953	0.00102296	0.127859
0.0013956	0.001023	0.127489
0.0013959	0.00102304	0.127119
0.0013962	0.00102308	0.126749
0.0013965	0.00102312	0.126378
0.0013968	0.00102316	0.126008
0.0013971	0.00102319	0.125638
0.0013974	0.00102323	0.125268
0.0013977	0.00102327	0.124898
0.001398	0.00102331	0.124529
0.0013983	0.00102334	0.124159
0.0013986	0.00102338	0.123789
0.0013989	0.00102342	0.123419
0.0013992	0.00102345	0.123049
0.0013995	0.00102349	0.12268
0.0013998	0.00102353	0.12231
0.0014001	0.00102356	0.121941
0.0014004	0.0010236	0.121571
0.0014007	0.00102364	0.121202
0.001401	0.00102367	0.120832
0.0014013	0.00102371	0.120463
0.0014016	0.00102375	0.120094
0.0014019	0.00102378	0.119724
0.0014022	0.00102382	0.119355
0.0014025	0.00102385	0.118986
0.0014028	0.00102389	0.118617
0.0014031	0.00102392	0.118248
0.0014034	0.00102396	0.117879
0.0014037	0.001024	0.11751
0.001404	0.00102403	0.117141
0.0014043	0.00102407	0.116772
0.0014046	0.0010241	0.116404
0.0014049	0.00102414	0.116035
0.0014052	0.00102417	0.115666
0.0014055	0.0010242	0.115298
0.0014058	0.00102424	0.114929
0.0014061	0.00102427	0.114561
0.0014064	0.00102431	0.114192
0.0014067	0.00102434	0.113824
0.001407	0.00102438	0.113455
0.0014073	0.00102441	0.113087
0.0014076	0.00102444	0.112719
0.0014079	0.00102448	0.112351
0.0014082	0.00102451	0.111983
0.0014085	0.00102455	0.111614
0.0014088	0.00102458	0.111246
0.0014091	0.00102461	0.110879
0.0014094	0.00102465	0.110511
0.0014097	0.00102468	0.110143
0.00141	0.00102471	0.109775
0.0014103	0.00102474	0.109407
0.0014106	0.00102478	0.10904
0.0014109	0.00102481	0.108672
0.0014112	0.00102484	0.108304
0.0014115	0.00102487	0.107937
0.0014118	0.00102491	0.107569
0.0014121	0.00102494	0.107202
0.0014124	0.00102497	0.106835
0.0014127	0.001025	0.106467
0.001413	0.00102504	0.1061
0.0014133	0.00102507	0.105733
0.0014136	0.0010251	0.105366
0.0014139	0.00102513	0.104999
0.0014142	0.00102516	0.104632
0.0014145	0.00102519	0.104265
0.0014148	0.00102522	0.103898
0.0014151	0.00102526	0.103531
0.0014154	0.00102529	0.103165
0.0014157	0.00102532	0.102798
0.001416	0.00102535	0.102431
0.0014163	0.00102538	0.102065
0.0014166	0.00102541	0.101698
0.0014169	0.00102544	0.101332
0.0014172	0.00102547	0.100965
0.0014175	0.0010255	0.100599
0.0014178	0.00102553	0.100233
0.0014181	0.00102556	0.0998665
0.0014184	0.00102559	0.0995004
0.0014187	0.00102562	0.0991343
0.001419	0.00102565	0.0987683
0.0014193	0.00102568	0.0984023
0.0014196	0.00102571	0.0980364
0.0014199	0.00102574	0.0976705
0.0014202	0.00102577	0.0973048
0.0014205	0.0010258	0.096939
0.0014208	0.00102583	0.0965734
0.0014211	0.00102585	0.0962078
0.0014214	0.00102588	0.0958422
0.0014217	0.00102591	0.0954768
0.001422	0.00102594	0.0951113
0.0014223	0.00102597	0.094746
0.0014226	0.001026	0.0943807
0.0014229	0.00102603	0.0940155
0.0014232	0.00102605	0.0936503
0.0014235	0.00102608	0.0932852
0.0014238	0.00102611	0.0929202
0.0014241	0.00102614	0.0925552
0.0014244	0.00102617	0.0921903
0.0014247	0.00102619	0.0918255
0.001425	0.00102622	0.0914607
0.0014253	0.00102625	0.091096
0.0014256	0.00102627	0.0907313
0.0014259	0.0010263	0.0903668
0.0014262	0.00102633	0.0900022
0.0014265	0.00102636	0.0896378
0.0014268	0.00102638	0.0892734
0.0014271	0.00102641	0.0889091
0.0014274	0.00102644	0.0885448
0.0014277	0.00102646	0.0881806
0.001428	0.00102649	0.0878165
0.0014283	0.00102652	0.0874524
0.0014286	0.00102654	0.0870885
0.0014289	0.00102657	0.0867245
0.0014292	0.00102659	0.0863607
0.0014295	0.00102662	0.0859969
0.0014298	0.00102665	0.0856331
0.0014301	0.00102667	0.0852695
0.0014304	0.0010267	0.0849059
0.0014307	0.00102672	0.0845424
0.001431	0.00102675	0.0841789
0.0014313	0.00102677	0.0838155
0.0014316	0.0010268	0.0834522
0.0014319	0.00102682	0.0830889
0.0014322	0.00102685	0.0827257
0.0014325	0.00102687	0.0823626
0.0014328	0.0010269	0.0819996
0.0014331	0.00102692	0.0816366
0.0014334	0.00102695	0.0812737
0.0014337	0.00102697	0.0809108
0.001434	0.00102699	0.080548
0.0014343	0.00102702	0.0801853
0.0014346	0.00102704	0.0798227
0.0014349	0.00102707	0.0794601
0.0014352	0.00102709	0.0790976
0.0014355	0.00102711	0.0787352
0.0014358	0.00102714	0.0783728
0.0014361	0.00102716	0.0780106
0.0014364	0.00102718	0.0776483
0.0014367	0.00102721	0.0772862
0.001437	0.00102723	0.0769241
0.0014373	0.00102725	0.0765621
0.0014376	0.00102728	0.0762002
0.0014379	0.0010273	0.0758383
0.0014382	0.00102732	0.0754765
0.0014385	0.00102734	0.0751148
0.0014388	0.00102737	0.0747531
0.0014391	0.00102739	0.0743916
0.0014394	0.00102741	0.07403
0.0014397	0.00102743	0.0736686
0.00144	0.00102746	0.0733072
0.0014403	0.00102748	0.072946
0.0014406	0.0010275	0.0725847
0.0014409	0.00102752	0.0722236
0.0014412	0.00102754	0.0718625
0.0014415	0.00102756	0.0715015
0.0014418	0.00102759	0.0711406
0.0014421	0.00102761	0.0707797
0.0014424	0.00102763	0.070419
0.0014427	0.00102765	0.0700583
0.001443	0.00102767	0.0696976
0.0014433	0.00102769	0.0693371
0.0014436	0.00102771	0.0689766
0.0014439	0.00102773	0.0686162
0.0014442	0.00102775	0.0682558
0.0014445	0.00102777	0.0678956
0.0014448	0.00102779	0.0675354
0.0014451	0.00102781	0.0671753
0.0014454	0.00102783	0.0668152
0.0014457	0.00102785	0.0664553
0.001446	0.00102787	0.0660954
0.0014463	0.00102789	0.0657356
0.0014466	0.00102791	0.0653758
0.0014469	0.00102793	0.0650162
0.0014472	0.00102795	0.0646566
0.0014475	0.00102797	0.0642971
0.0014478	0.00102799	0.0639377
0.0014481	0.00102801	0.0635783
0.0014484	0.00102803	0.063219
0.0014487	0.00102805	0.0628598
0.001449	0.00102807	0.0625007
0.0014493	0.00102809	0.0621416
0.0014496	0.0010281	0.0617827
0.0014499	0.00102812	0.0614238
0.0014502	0.00102814	0.061065
0.0014505	0.00102816	0.0607062
0.0014508	0.00102818	0.0603476
0.0014511	0.0010282	0.059989
0.0014514	0.00102821	0.0596305
0.0014517	0.00102823	0.0592721
0.001452	0.00102825	0.0589137
0.0014523	0.00102827	0.0585554
0.0014526	0.00102828	0.0581972
0.0014529	0.0010283	0.0578391
0.0014532	0.00102832	0.0574811
0.0014535	0.00102834	0.0571231
0.0014538	0.00102835	0.0567653
0.0014541	0.00102837	0.0564075
0.0014544	0.00102839	0.0560498
0.0014547	0.0010284	0.0556921
0.001455	0.00102842	0.0553346
0.0014553	0.00102844	0.0549771
0.0014556	0.00102845	0.0546197
0.0014559	0.00102847	0.0542624
0.0014562	0.00102849	0.0539052
0.0014565	0.0010285	0.053548
0.0014568	0.00102852	0.0531909
0.0014571	0.00102853	0.0528339
0.0014574	0.00102855	0.052477
0.0014577	0.00102857	0.0521202
0.001458	0.00102858	0.0517635
0.0014583	0.0010286	0.0514068
0.0014586	0.00102861	0.0510502
0.0014589	0.00102863	0.0506937
0.0014592	0.00102864	0.0503373
0.0014595	0.00102866	0.0499809
0.0014598	0.00102867	0.0496247
0.0014601	0.00102869	0.0492685
0.0014604	0.0010287	0.0489124
0.0014607	0.00102872	0.0485564
0.001461	0.00102873	0.0482005
0.0014613	0.00102875	0.0478447
0.0014616	0.00102876	0.0474889
0.0014619	0.00102877	0.0471332
0.0014622	0.00102879	0.0467776
0.0014625	0.0010288	0.0464221
0.0014628	0.00102882	0.0460667
0.0014631	0.00102883	0.0457114
0.0014634	0.00102884	0.0453561
0.0014637	0.00102886	0.0450009
0.001464	0.00102887	0.0446458
0.0014643	0.00102888	0.0442908
0.0014646	0.0010289	0.0439359
0.0014649	0.00102891	0.0435811
0.0014652	0.00102892	0.0432263
0.0014655	0.00102894	0.0428717
0.0014658	0.00102895	0.0425171
0.0014661	0.00102896	0.0421626
0.0014664	0.00102897	0.0418082
0.0014667	0.00102899	0.0414539
0.001467	0.001029	0.0410997
0.0014673	0.00102901	0.0407455
0.0014676	0.00102902	0.0403915
0.0014679	0.00102904	0.0400375
0.0014682	0.00102905	0.0396836
0.0014685	0.00102906	0.0393298
0.0014688	0.00102907	0.0389761
0.0014691	0.00102908	0.0386225
0.0014694	0.00102909	0.0382689
0.0014697	0.00102911	0.0379155
0.00147	0.00102912	0.0375621
0.0014703	0.00102913	0.0372088
0.0014706	0.00102914	0.0368556
0.0014709	0.00102915	0.0365025
0.0014712	0.00102916	0.0361495
0.0014715	0.00102917	0.0357966
0.0014718	0.00102918	0.0354437
0.0014721	0.00102919	0.035091
0.0014724	0.0010292	0.0347383
0.0014727	0.00102921	0.0343858
0.001473	0.00102922	0.0340333
0.0014733	0.00102923	0.0336809
0.0014736	0.00102924	0.0333286
0.0014739	0.00102925	0.0329764
0.0014742	0.00102926	0.0326242
0.0014745	0.00102927	0.0322722
0.0014748	0.00102928	0.0319203
0.0014751	0.00102929	0.0315684
0.0014754	0.0010293	0.0312166
0.0014757	0.00102931	0.030865
0.001476	0.00102932	0.0305134
0.0014763	0.00102933	0.0301619
0.0014766	0.00102934	0.0298105
0.0014769	0.00102935	0.0294592
0.0014772	0.00102936	0.0291079
0.0014775	0.00102937	0.0287568
0.0014778	0.00102937	0.0284058
0.0014781	0.00102938	0.0280548
0.0014784	0.00102939	0.027704
0.0014787	0.0010294	0.0273532
0.001479	0.00102941	0.0270025
0.0014793	0.00102942	0.0266519
0.0014796	0.00102942	0.0263015
0.0014799	0.00102943	0.0259511
0.0014802	0.00102944	0.0256008
0.0014805	0.00102945	0.0252505
0.0014808	0.00102945	0.0249004
0.0014811	0.00102946	0.0245504
0.0014814	0.00102947	0.0242005
0.0014817	0.00102948	0.0238506
0.001482	0.00102948	0.0235009
0.0014823	0.00102949	0.0231512
0.0014826	0.0010295	0.0228017
0.0014829	0.0010295	0.0224522
0.0014832	0.00102951	0.0221028
0.0014835	0.00102952	0.0217535
0.0014838	0.00102952	0.0214044
0.0014841	0.00102953	0.0210553
0.0014844	0.00102954	0.0207063
0.0014847	0.00102954	0.0203574
0.001485	0.00102955	0.0200086
0.0014853	0.00102955	0.0196599
0.0014856	0.00102956	0.0193112
0.0014859	0.00102957	0.0189627
0.0014862	0.00102957	0.0186143
0.0014865	0.00102958	0.018266
0.0014868	0.00102958	0.0179177
0.0014871	0.00102959	0.0175696
0.0014874	0.00102959	0.0172215
0.0014877	0.0010296	0.0168736
0.001488	0.0010296	0.0165257
0.0014883	0.00102961	0.016178
0.0014886	0.00102961	0.0158303
0.0014889	0.00102962	0.0154828
0.0014892	0.00102962	0.0151353
0.0014895	0.00102963	0.0147879
0.0014898	0.00102963	0.0144407
0.0014901	0.00102964	0.0140935
0.0014904	0.00102964	0.0137464
0.0014907	0.00102964	0.0133994
0.001491	0.00102965	0.0130525
0.0014913	0.00102965	0.0127058
0.0014916	0.00102966	0.0123591
0.0014919	0.00102966	0.0120125
0.0014922	0.00102966	0.011666
0.0014925	0.00102967	0.0113196
0.0014928	0.00102967	0.0109733
0.0014931	0.00102967	0.0106271
0.0014934	0.00102968	0.010281
0.0014937	0.00102968	0.009935
0.001494	0.00102968	0.0095891
0.0014943	0.00102968	0.0092433
0.0014946	0.00102969	0.00889759
0.0014949	0.00102969	0.00855199
0.0014952	0.00102969	0.00820649
0.0014955	0.00102969	0.00786108
0.0014958	0.0010297	0.00751578
0.0014961	0.0010297	0.00717057
0.0014964	0.0010297	0.00682547
0.0014967	0.0010297	0.00648046
0.001497	0.00102971	0.00613556
0.0014973	0.00102971	0.00579076
0.0014976	0.00102971	0.00544605
0.0014979	0.00102971	0.00510145
0.0014982	0.00102971	0.00475695
0.0014985	0.00102971	0.00441255
0.0014988	0.00102971	0.00406825
0.0014991	0.00102972	0.00372405
0.0014994	0.00102972	0.00337995
0.0014997	0.00102972	0.00303596
0.0015	0.00102972	0.00269206
0.0015003	0.00102972	0.00234827
0.0015006	0.00102972	0.00200458
0.0015009	0.00102972	0.00166099
0.0015012	0.00102972	0.0013175
0.0015015	0.00102972	0.00097412
0.0015018	0.00102972	0.000630838
0.0015021	0.00102972	0.000287659
0.0015024	0.00102972	-5.54171e-05
0.0015027	0.00102972	-0.000398391
0.001503	0.00102972	-0.000741261
0.0015033	0.00102972	-0.00108403
0.0015036	0.00102972	-0.00142669
0.0015039	0.00102972	-0.00176925
0.0015042	0.00102972	-0.00211171
0.0015045	0.00102972	-0.00245406
0.0015048	0.00102972	-0.00279631
0.0015051	0.00102972	-0.00313846
0.0015054	0.00102972	-0.0034805
0.0015057	0.00102972	-0.00382244
0.001506	0.00102971	-0.00416427
0.0015063	0.00102971	-0.004506
0.0015066	0.00102971	-0.00484763
0.0015069	0.00102971	-0.00518915
0.0015072	0.00102971	-0.00553056
0.0015075	0.00102971	-0.00587187
0.0015078	0.0010297	-0.00621308
0.0015081	0.0010297	-0.00655418
0.0015084	0.0010297	-0.00689517
0.0015087	0.0010297	-0.00723606
0.001509	0.0010297	-0.00757684
0.0015093	0.00102969	-0.00791752
0.0015096	0.00102969	-0.00825809
0.0015099	0.00102969	-0.00859856
0.0015102	0.00102969	-0.00893892
0.0015105	0.00102968	-0.00927917
0.0015108	0.00102968	-0.00961932
0.0015111	0.00102968	-0.00995936
0.0015114	0.00102967	-0.0102993
0.0015117	0.00102967	-0.0106391
0.001512	0.00102967	-0.0109788
0.0015123	0.00102967	-0.0113185
0.0015126	0.00102966	-0.011658
0.0015129	0.00102966	-0.0119974
0.0015132	0.00102965	-0.0123366
0.0015135	0.00102965	-0.0126758
0.0015138	0.00102965	-0.0130149
0.0015141	0.00102964	-0.0133539
0.0015144	0.00102964	-0.0136927
0.0015147	0.00102963	-0.0140315
0.001515	0.00102963	-0.0143701
0.0015153	0.00102963	-0.0147087
