t(s)	x(m)	v(m/s)
0.0004881	0.000632503	1.21779
0.0004884	0.000632868	1.21762
0.0004887	0.000633233	1.21745
0.000489	0.000633598	1.21728
0.0004893	0.000633964	1.2171
0.0004896	0.000634329	1.21693
0.0004899	0.000634694	1.21676
0.0004902	0.000635059	1.21658
0.0004905	0.000635424	1.21641
0.0004908	0.000635789	1.21624
0.0004911	0.000636153	1.21606
0.0004914	0.000636518	1.21589
0.0004917	0.000636883	1.21572
0.000492	0.000637248	1.21554
0.0004923	0.000637612	1.21537
0.0004926	0.000637977	1.21519
0.0004929	0.000638341	1.21502
0.0004932	0.000638706	1.21484
0.0004935	0.00063907	1.21467
0.0004938	0.000639435	1.21449
0.0004941	0.000639799	1.21432
0.0004944	0.000640163	1.21414
0.0004947	0.000640528	1.21396
0.000495	0.000640892	1.21379
0.0004953	0.000641256	1.21361
0.0004956	0.00064162	1.21344
0.0004959	0.000641984	1.21326
0.0004962	0.000642348	1.21308
0.0004965	0.000642712	1.21291
0.0004968	0.000643076	1.21273
0.0004971	0.000643439	1.21255
0.0004974	0.000643803	1.21237
0.0004977	0.000644167	1.21219
0.000498	0.00064453	1.21202
0.0004983	0.000644894	1.21184
0.0004986	0.000645257	1.21166
0.0004989	0.000645621	1.21148
0.0004992	0.000645984	1.2113
0.0004995	0.000646348	1.21112
0.0004998	0.000646711	1.21094
0.0005001	0.000647074	1.21077
0.0005004	0.000647438	1.21059
0.0005007	0.000647801	1.21041
0.000501	0.000648164	1.21023
0.0005013	0.000648527	1.21005
0.0005016	0.00064889	1.20987
0.0005019	0.000649253	1.20968
0.0005022	0.000649616	1.2095
0.0005025	0.000649978	1.20932
0.0005028	0.000650341	1.20914
0.0005031	0.000650704	1.20896
0.0005034	0.000651067	1.20878
0.0005037	0.000651429	1.2086
0.000504	0.000651792	1.20842
0.0005043	0.000652154	1.20823
0.0005046	0.000652517	1.20805
0.0005049	0.000652879	1.20787
0.0005052	0.000653241	1.20769
0.0005055	0.000653604	1.2075
0.0005058	0.000653966	1.20732
0.0005061	0.000654328	1.20714
0.0005064	0.00065469	1.20695
0.0005067	0.000655052	1.20677
0.000507	0.000655414	1.20658
0.0005073	0.000655776	1.2064
0.0005076	0.000656138	1.20622
0.0005079	0.0006565	1.20603
0.0005082	0.000656862	1.20585
0.0005085	0.000657223	1.20566
0.0005088	0.000657585	1.20548
0.0005091	0.000657947	1.20529
0.0005094	0.000658308	1.20511
0.0005097	0.00065867	1.20492
0.00051	0.000659031	1.20473
0.0005103	0.000659393	1.20455
0.0005106	0.000659754	1.20436
0.0005109	0.000660115	1.20418
0.0005112	0.000660476	1.20399
0.0005115	0.000660838	1.2038
0.0005118	0.000661199	1.20362
0.0005121	0.00066156	1.20343
0.0005124	0.000661921	1.20324
0.0005127	0.000662282	1.20305
0.000513	0.000662643	1.20287
0.0005133	0.000663003	1.20268
0.0005136	0.000663364	1.20249
0.0005139	0.000663725	1.2023
0.0005142	0.000664086	1.20211
0.0005145	0.000664446	1.20192
0.0005148	0.000664807	1.20173
0.0005151	0.000665167	1.20154
0.0005154	0.000665528	1.20135
0.0005157	0.000665888	1.20117
0.000516	0.000666248	1.20098
0.0005163	0.000666609	1.20079
0.0005166	0.000666969	1.20059
0.0005169	0.000667329	1.2004
0.0005172	0.000667689	1.20021
0.0005175	0.000668049	1.20002
0.0005178	0.000668409	1.19983
0.0005181	0.000668769	1.19964
0.0005184	0.000669129	1.19945
0.0005187	0.000669489	1.19926
0.000519	0.000669848	1.19907
0.0005193	0.000670208	1.19887
0.0005196	0.000670568	1.19868
0.0005199	0.000670927	1.19849
0.0005202	0.000671287	1.1983
0.0005205	0.000671646	1.1981
0.0005208	0.000672006	1.19791
0.0005211	0.000672365	1.19772
0.0005214	0.000672724	1.19752
0.0005217	0.000673084	1.19733
0.000522	0.000673443	1.19714
0.0005223	0.000673802	1.19694
0.0005226	0.000674161	1.19675
0.0005229	0.00067452	1.19655
0.0005232	0.000674879	1.19636
0.0005235	0.000675238	1.19616
0.0005238	0.000675597	1.19597
0.0005241	0.000675955	1.19577
0.0005244	0.000676314	1.19558
0.0005247	0.000676673	1.19538
0.000525	0.000677031	1.19518
0.0005253	0.00067739	1.19499
0.0005256	0.000677748	1.19479
0.0005259	0.000678107	1.1946
0.0005262	0.000678465	1.1944
0.0005265	0.000678823	1.1942
0.0005268	0.000679182	1.194
0.0005271	0.00067954	1.19381
0.0005274	0.000679898	1.19361
0.0005277	0.000680256	1.19341
0.000528	0.000680614	1.19321
0.0005283	0.000680972	1.19301
0.0005286	0.00068133	1.19282
0.0005289	0.000681687	1.19262
0.0005292	0.000682045	1.19242
0.0005295	0.000682403	1.19222
0.0005298	0.000682761	1.19202
0.0005301	0.000683118	1.19182
0.0005304	0.000683476	1.19162
0.0005307	0.000683833	1.19142
0.000531	0.000684191	1.19122
0.0005313	0.000684548	1.19102
0.0005316	0.000684905	1.19082
0.0005319	0.000685262	1.19062
0.0005322	0.000685619	1.19042
0.0005325	0.000685977	1.19022
0.0005328	0.000686334	1.19002
0.0005331	0.000686691	1.18981
0.0005334	0.000687048	1.18961
0.0005337	0.000687404	1.18941
0.000534	0.000687761	1.18921
0.0005343	0.000688118	1.18901
0.0005346	0.000688475	1.1888
0.0005349	0.000688831	1.1886
0.0005352	0.000689188	1.1884
0.0005355	0.000689544	1.18819
0.0005358	0.000689901	1.18799
0.0005361	0.000690257	1.18779
0.0005364	0.000690613	1.18758
0.0005367	0.00069097	1.18738
0.000537	0.000691326	1.18717
0.0005373	0.000691682	1.18697
0.0005376	0.000692038	1.18676
0.0005379	0.000692394	1.18656
0.0005382	0.00069275	1.18635
0.0005385	0.000693106	1.18615
0.0005388	0.000693462	1.18594
0.0005391	0.000693817	1.18574
0.0005394	0.000694173	1.18553
0.0005397	0.000694529	1.18533
0.00054	0.000694884	1.18512
0.0005403	0.00069524	1.18491
0.0005406	0.000695595	1.18471
0.0005409	0.000695951	1.1845
0.0005412	0.000696306	1.18429
0.0005415	0.000696661	1.18408
0.0005418	0.000697016	1.18388
0.0005421	0.000697371	1.18367
0.0005424	0.000697726	1.18346
0.0005427	0.000698081	1.18325
0.000543	0.000698436	1.18304
0.0005433	0.000698791	1.18283
0.0005436	0.000699146	1.18262
0.0005439	0.000699501	1.18242
0.0005442	0.000699856	1.18221
0.0005445	0.00070021	1.182
0.0005448	0.000700565	1.18179
0.0005451	0.000700919	1.18158
0.0005454	0.000701274	1.18137
0.0005457	0.000701628	1.18116
0.000546	0.000701982	1.18094
0.0005463	0.000702337	1.18073
0.0005466	0.000702691	1.18052
0.0005469	0.000703045	1.18031
0.0005472	0.000703399	1.1801
0.0005475	0.000703753	1.17989
0.0005478	0.000704107	1.17968
0.0005481	0.000704461	1.17946
0.0005484	0.000704815	1.17925
0.0005487	0.000705168	1.17904
0.000549	0.000705522	1.17883
0.0005493	0.000705876	1.17861
0.0005496	0.000706229	1.1784
0.0005499	0.000706583	1.17819
0.0005502	0.000706936	1.17797
0.0005505	0.00070729	1.17776
0.0005508	0.000707643	1.17754
0.0005511	0.000707996	1.17733
0.0005514	0.000708349	1.17711
0.0005517	0.000708702	1.1769
0.000552	0.000709055	1.17668
0.0005523	0.000709408	1.17647
0.0005526	0.000709761	1.17625
0.0005529	0.000710114	1.17604
0.0005532	0.000710467	1.17582
0.0005535	0.00071082	1.1756
0.0005538	0.000711172	1.17539
0.0005541	0.000711525	1.17517
0.0005544	0.000711877	1.17495
0.0005547	0.00071223	1.17474
0.000555	0.000712582	1.17452
0.0005553	0.000712934	1.1743
0.0005556	0.000713287	1.17409
0.0005559	0.000713639	1.17387
0.0005562	0.000713991	1.17365
0.0005565	0.000714343	1.17343
0.0005568	0.000714695	1.17321
0.0005571	0.000715047	1.17299
0.0005574	0.000715399	1.17277
0.0005577	0.000715751	1.17255
0.000558	0.000716102	1.17234
0.0005583	0.000716454	1.17212
0.0005586	0.000716806	1.1719
0.0005589	0.000717157	1.17168
0.0005592	0.000717509	1.17145
0.0005595	0.00071786	1.17123
0.0005598	0.000718211	1.17101
0.0005601	0.000718563	1.17079
0.0005604	0.000718914	1.17057
0.0005607	0.000719265	1.17035
0.000561	0.000719616	1.17013
0.0005613	0.000719967	1.16991
0.0005616	0.000720318	1.16968
0.0005619	0.000720669	1.16946
0.0005622	0.00072102	1.16924
0.0005625	0.00072137	1.16902
0.0005628	0.000721721	1.16879
0.0005631	0.000722072	1.16857
0.0005634	0.000722422	1.16835
0.0005637	0.000722773	1.16812
0.000564	0.000723123	1.1679
0.0005643	0.000723474	1.16767
0.0005646	0.000723824	1.16745
0.0005649	0.000724174	1.16722
0.0005652	0.000724524	1.167
0.0005655	0.000724874	1.16677
0.0005658	0.000725224	1.16655
0.0005661	0.000725574	1.16632
0.0005664	0.000725924	1.1661
0.0005667	0.000726274	1.16587
0.000567	0.000726624	1.16565
0.0005673	0.000726973	1.16542
0.0005676	0.000727323	1.16519
0.0005679	0.000727672	1.16497
0.0005682	0.000728022	1.16474
0.0005685	0.000728371	1.16451
0.0005688	0.00072872	1.16428
0.0005691	0.00072907	1.16406
0.0005694	0.000729419	1.16383
0.0005697	0.000729768	1.1636
0.00057	0.000730117	1.16337
0.0005703	0.000730466	1.16314
0.0005706	0.000730815	1.16291
0.0005709	0.000731164	1.16268
0.0005712	0.000731513	1.16245
0.0005715	0.000731861	1.16222
0.0005718	0.00073221	1.16199
0.0005721	0.000732558	1.16176
0.0005724	0.000732907	1.16153
0.0005727	0.000733255	1.1613
0.000573	0.000733604	1.16107
0.0005733	0.000733952	1.16084
0.0005736	0.0007343	1.16061
0.0005739	0.000734648	1.16038
0.0005742	0.000734996	1.16015
0.0005745	0.000735344	1.15992
0.0005748	0.000735692	1.15968
0.0005751	0.00073604	1.15945
0.0005754	0.000736388	1.15922
0.0005757	0.000736736	1.15899
0.000576	0.000737083	1.15875
0.0005763	0.000737431	1.15852
0.0005766	0.000737779	1.15829
0.0005769	0.000738126	1.15805
0.0005772	0.000738473	1.15782
0.0005775	0.000738821	1.15758
0.0005778	0.000739168	1.15735
0.0005781	0.000739515	1.15711
0.0005784	0.000739862	1.15688
0.0005787	0.000740209	1.15664
0.000579	0.000740556	1.15641
0.0005793	0.000740903	1.15617
0.0005796	0.00074125	1.15594
0.0005799	0.000741597	1.1557
0.0005802	0.000741943	1.15546
0.0005805	0.00074229	1.15523
0.0005808	0.000742636	1.15499
0.0005811	0.000742983	1.15475
0.0005814	0.000743329	1.15452
0.0005817	0.000743676	1.15428
0.000582	0.000744022	1.15404
0.0005823	0.000744368	1.1538
0.0005826	0.000744714	1.15357
0.0005829	0.00074506	1.15333
0.0005832	0.000745406	1.15309
0.0005835	0.000745752	1.15285
0.0005838	0.000746098	1.15261
0.0005841	0.000746444	1.15237
0.0005844	0.000746789	1.15213
0.0005847	0.000747135	1.15189
0.000585	0.00074748	1.15165
0.0005853	0.000747826	1.15141
0.0005856	0.000748171	1.15117
0.0005859	0.000748517	1.15093
0.0005862	0.000748862	1.15069
0.0005865	0.000749207	1.15045
0.0005868	0.000749552	1.15021
0.0005871	0.000749897	1.14996
0.0005874	0.000750242	1.14972
0.0005877	0.000750587	1.14948
0.000588	0.000750932	1.14924
0.0005883	0.000751276	1.14899
0.0005886	0.000751621	1.14875
0.0005889	0.000751966	1.14851
0.0005892	0.00075231	1.14826
0.0005895	0.000752655	1.14802
0.0005898	0.000752999	1.14778
0.0005901	0.000753343	1.14753
0.0005904	0.000753688	1.14729
0.0005907	0.000754032	1.14704
0.000591	0.000754376	1.1468
0.0005913	0.00075472	1.14655
0.0005916	0.000755064	1.14631
0.0005919	0.000755408	1.14606
0.0005922	0.000755751	1.14582
0.0005925	0.000756095	1.14557
0.0005928	0.000756439	1.14533
0.0005931	0.000756782	1.14508
0.0005934	0.000757126	1.14483
0.0005937	0.000757469	1.14459
0.000594	0.000757813	1.14434
0.0005943	0.000758156	1.14409
0.0005946	0.000758499	1.14384
0.0005949	0.000758842	1.14359
0.0005952	0.000759185	1.14335
0.0005955	0.000759528	1.1431
0.0005958	0.000759871	1.14285
0.0005961	0.000760214	1.1426
0.0005964	0.000760557	1.14235
0.0005967	0.000760899	1.1421
0.000597	0.000761242	1.14185
0.0005973	0.000761584	1.1416
0.0005976	0.000761927	1.14135
0.0005979	0.000762269	1.1411
0.0005982	0.000762611	1.14085
0.0005985	0.000762954	1.1406
0.0005988	0.000763296	1.14035
0.0005991	0.000763638	1.1401
0.0005994	0.00076398	1.13985
0.0005997	0.000764322	1.1396
0.0006	0.000764664	1.13934
0.0006003	0.000765005	1.13909
0.0006006	0.000765347	1.13884
0.0006009	0.000765689	1.13859
0.0006012	0.00076603	1.13833
0.0006015	0.000766372	1.13808
0.0006018	0.000766713	1.13783
0.0006021	0.000767054	1.13757
0.0006024	0.000767396	1.13732
0.0006027	0.000767737	1.13706
0.000603	0.000768078	1.13681
0.0006033	0.000768419	1.13655
0.0006036	0.00076876	1.1363
0.0006039	0.000769101	1.13604
0.0006042	0.000769441	1.13579
0.0006045	0.000769782	1.13553
0.0006048	0.000770123	1.13528
0.0006051	0.000770463	1.13502
0.0006054	0.000770804	1.13477
0.0006057	0.000771144	1.13451
0.000606	0.000771484	1.13425
0.0006063	0.000771825	1.13399
0.0006066	0.000772165	1.13374
0.0006069	0.000772505	1.13348
0.0006072	0.000772845	1.13322
0.0006075	0.000773185	1.13296
0.0006078	0.000773525	1.1327
0.0006081	0.000773864	1.13245
0.0006084	0.000774204	1.13219
0.0006087	0.000774544	1.13193
0.000609	0.000774883	1.13167
0.0006093	0.000775223	1.13141
0.0006096	0.000775562	1.13115
0.0006099	0.000775901	1.13089
0.0006102	0.000776241	1.13063
0.0006105	0.00077658	1.13037
0.0006108	0.000776919	1.13011
0.0006111	0.000777258	1.12985
0.0006114	0.000777597	1.12959
0.0006117	0.000777936	1.12932
0.000612	0.000778274	1.12906
0.0006123	0.000778613	1.1288
0.0006126	0.000778952	1.12854
0.0006129	0.00077929	1.12827
0.0006132	0.000779629	1.12801
0.0006135	0.000779967	1.12775
0.0006138	0.000780305	1.12749
0.0006141	0.000780644	1.12722
0.0006144	0.000780982	1.12696
0.0006147	0.00078132	1.12669
0.000615	0.000781658	1.12643
0.0006153	0.000781996	1.12617
0.0006156	0.000782333	1.1259
0.0006159	0.000782671	1.12564
0.0006162	0.000783009	1.12537
0.0006165	0.000783346	1.1251
0.0006168	0.000783684	1.12484
0.0006171	0.000784021	1.12457
0.0006174	0.000784359	1.12431
0.0006177	0.000784696	1.12404
0.000618	0.000785033	1.12377
0.0006183	0.00078537	1.12351
0.0006186	0.000785707	1.12324
0.0006189	0.000786044	1.12297
0.0006192	0.000786381	1.1227
0.0006195	0.000786718	1.12243
0.0006198	0.000787054	1.12217
0.0006201	0.000787391	1.1219
0.0006204	0.000787727	1.12163
0.0006207	0.000788064	1.12136
0.000621	0.0007884	1.12109
0.0006213	0.000788737	1.12082
0.0006216	0.000789073	1.12055
0.0006219	0.000789409	1.12028
0.0006222	0.000789745	1.12001
0.0006225	0.000790081	1.11974
0.0006228	0.000790417	1.11947
0.0006231	0.000790753	1.1192
0.0006234	0.000791088	1.11893
0.0006237	0.000791424	1.11866
0.000624	0.00079176	1.11838
0.0006243	0.000792095	1.11811
0.0006246	0.00079243	1.11784
0.0006249	0.000792766	1.11757
0.0006252	0.000793101	1.11729
0.0006255	0.000793436	1.11702
0.0006258	0.000793771	1.11675
0.0006261	0.000794106	1.11647
0.0006264	0.000794441	1.1162
0.0006267	0.000794776	1.11593
0.000627	0.000795111	1.11565
0.0006273	0.000795445	1.11538
0.0006276	0.00079578	1.1151
0.0006279	0.000796114	1.11483
0.0006282	0.000796449	1.11455
0.0006285	0.000796783	1.11427
0.0006288	0.000797117	1.114
0.0006291	0.000797451	1.11372
0.0006294	0.000797785	1.11345
0.0006297	0.000798119	1.11317
0.00063	0.000798453	1.11289
0.0006303	0.000798787	1.11262
0.0006306	0.000799121	1.11234
0.0006309	0.000799455	1.11206
0.0006312	0.000799788	1.11178
0.0006315	0.000800122	1.1115
0.0006318	0.000800455	1.11123
0.0006321	0.000800788	1.11095
0.0006324	0.000801122	1.11067
0.0006327	0.000801455	1.11039
0.000633	0.000801788	1.11011
0.0006333	0.000802121	1.10983
0.0006336	0.000802454	1.10955
0.0006339	0.000802787	1.10927
0.0006342	0.000803119	1.10899
0.0006345	0.000803452	1.10871
0.0006348	0.000803785	1.10843
0.0006351	0.000804117	1.10814
0.0006354	0.000804449	1.10786
0.0006357	0.000804782	1.10758
0.000636	0.000805114	1.1073
0.0006363	0.000805446	1.10702
0.0006366	0.000805778	1.10673
0.0006369	0.00080611	1.10645
0.0006372	0.000806442	1.10617
0.0006375	0.000806774	1.10588
0.0006378	0.000807106	1.1056
0.0006381	0.000807437	1.10532
0.0006384	0.000807769	1.10503
0.0006387	0.0008081	1.10475
0.000639	0.000808432	1.10446
0.0006393	0.000808763	1.10418
0.0006396	0.000809094	1.10389
0.0006399	0.000809425	1.10361
0.0006402	0.000809756	1.10332
0.0006405	0.000810087	1.10304
0.0006408	0.000810418	1.10275
0.0006411	0.000810749	1.10246
0.0006414	0.00081108	1.10218
0.0006417	0.00081141	1.10189
0.000642	0.000811741	1.1016
0.0006423	0.000812071	1.10131
0.0006426	0.000812402	1.10103
0.0006429	0.000812732	1.10074
0.0006432	0.000813062	1.10045
0.0006435	0.000813392	1.10016
0.0006438	0.000813722	1.09987
0.0006441	0.000814052	1.09958
0.0006444	0.000814382	1.09929
0.0006447	0.000814712	1.099
0.000645	0.000815041	1.09871
0.0006453	0.000815371	1.09842
0.0006456	0.0008157	1.09813
0.0006459	0.00081603	1.09784
0.0006462	0.000816359	1.09755
0.0006465	0.000816688	1.09726
0.0006468	0.000817017	1.09697
0.0006471	0.000817346	1.09668
0.0006474	0.000817675	1.09639
0.0006477	0.000818004	1.09609
0.000648	0.000818333	1.0958
0.0006483	0.000818662	1.09551
0.0006486	0.00081899	1.09521
0.0006489	0.000819319	1.09492
0.0006492	0.000819647	1.09463
0.0006495	0.000819976	1.09433
0.0006498	0.000820304	1.09404
0.0006501	0.000820632	1.09375
0.0006504	0.00082096	1.09345
0.0006507	0.000821288	1.09316
0.000651	0.000821616	1.09286
0.0006513	0.000821944	1.09256
0.0006516	0.000822272	1.09227
0.0006519	0.000822599	1.09197
0.0006522	0.000822927	1.09168
0.0006525	0.000823254	1.09138
0.0006528	0.000823582	1.09108
0.0006531	0.000823909	1.09079
0.0006534	0.000824236	1.09049
0.0006537	0.000824563	1.09019
0.000654	0.00082489	1.08989
0.0006543	0.000825217	1.0896
0.0006546	0.000825544	1.0893
0.0006549	0.000825871	1.089
0.0006552	0.000826197	1.0887
0.0006555	0.000826524	1.0884
0.0006558	0.00082685	1.0881
0.0006561	0.000827177	1.0878
0.0006564	0.000827503	1.0875
0.0006567	0.000827829	1.0872
0.000657	0.000828155	1.0869
0.0006573	0.000828481	1.0866
0.0006576	0.000828807	1.0863
0.0006579	0.000829133	1.086
0.0006582	0.000829459	1.08569
0.0006585	0.000829785	1.08539
0.0006588	0.00083011	1.08509
0.0006591	0.000830436	1.08479
0.0006594	0.000830761	1.08449
0.0006597	0.000831086	1.08418
0.00066	0.000831412	1.08388
0.0006603	0.000831737	1.08358
0.0006606	0.000832062	1.08327
0.0006609	0.000832387	1.08297
0.0006612	0.000832711	1.08266
0.0006615	0.000833036	1.08236
0.0006618	0.000833361	1.08205
0.0006621	0.000833685	1.08175
0.0006624	0.00083401	1.08144
0.0006627	0.000834334	1.08114
0.000663	0.000834659	1.08083
0.0006633	0.000834983	1.08053
0.0006636	0.000835307	1.08022
0.0006639	0.000835631	1.07991
0.0006642	0.000835955	1.07961
0.0006645	0.000836279	1.0793
0.0006648	0.000836602	1.07899
0.0006651	0.000836926	1.07868
0.0006654	0.00083725	1.07837
0.0006657	0.000837573	1.07807
0.000666	0.000837897	1.07776
0.0006663	0.00083822	1.07745
0.0006666	0.000838543	1.07714
0.0006669	0.000838866	1.07683
0.0006672	0.000839189	1.07652
0.0006675	0.000839512	1.07621
0.0006678	0.000839835	1.0759
0.0006681	0.000840158	1.07559
0.0006684	0.00084048	1.07528
0.0006687	0.000840803	1.07497
0.000669	0.000841125	1.07466
0.0006693	0.000841447	1.07434
0.0006696	0.00084177	1.07403
0.0006699	0.000842092	1.07372
0.0006702	0.000842414	1.07341
0.0006705	0.000842736	1.07309
0.0006708	0.000843058	1.07278
0.0006711	0.00084338	1.07247
0.0006714	0.000843701	1.07215
0.0006717	0.000844023	1.07184
0.000672	0.000844344	1.07153
0.0006723	0.000844666	1.07121
0.0006726	0.000844987	1.0709
0.0006729	0.000845308	1.07058
0.0006732	0.000845629	1.07027
0.0006735	0.000845951	1.06995
0.0006738	0.000846271	1.06964
0.0006741	0.000846592	1.06932
0.0006744	0.000846913	1.069
0.0006747	0.000847234	1.06869
0.000675	0.000847554	1.06837
0.0006753	0.000847875	1.06805
0.0006756	0.000848195	1.06774
0.0006759	0.000848515	1.06742
0.0006762	0.000848836	1.0671
0.0006765	0.000849156	1.06678
0.0006768	0.000849476	1.06646
0.0006771	0.000849796	1.06614
0.0006774	0.000850115	1.06583
0.0006777	0.000850435	1.06551
0.000678	0.000850755	1.06519
0.0006783	0.000851074	1.06487
0.0006786	0.000851394	1.06455
0.0006789	0.000851713	1.06423
0.0006792	0.000852032	1.06391
0.0006795	0.000852351	1.06358
0.0006798	0.00085267	1.06326
0.0006801	0.000852989	1.06294
0.0006804	0.000853308	1.06262
0.0006807	0.000853627	1.0623
0.000681	0.000853945	1.06198
0.0006813	0.000854264	1.06165
0.0006816	0.000854582	1.06133
0.0006819	0.000854901	1.06101
0.0006822	0.000855219	1.06068
0.0006825	0.000855537	1.06036
0.0006828	0.000855855	1.06003
0.0006831	0.000856173	1.05971
0.0006834	0.000856491	1.05939
0.0006837	0.000856809	1.05906
0.000684	0.000857126	1.05874
0.0006843	0.000857444	1.05841
0.0006846	0.000857761	1.05808
0.0006849	0.000858079	1.05776
0.0006852	0.000858396	1.05743
0.0006855	0.000858713	1.05711
0.0006858	0.00085903	1.05678
0.0006861	0.000859347	1.05645
0.0006864	0.000859664	1.05612
0.0006867	0.000859981	1.0558
0.000687	0.000860298	1.05547
0.0006873	0.000860614	1.05514
0.0006876	0.000860931	1.05481
0.0006879	0.000861247	1.05448
0.0006882	0.000861564	1.05415
0.0006885	0.00086188	1.05382
0.0006888	0.000862196	1.0535
0.0006891	0.000862512	1.05317
0.0006894	0.000862828	1.05283
0.0006897	0.000863144	1.0525
0.00069	0.000863459	1.05217
0.0006903	0.000863775	1.05184
0.0006906	0.00086409	1.05151
0.0006909	0.000864406	1.05118
0.0006912	0.000864721	1.05085
0.0006915	0.000865036	1.05052
0.0006918	0.000865351	1.05018
0.0006921	0.000865666	1.04985
0.0006924	0.000865981	1.04952
0.0006927	0.000866296	1.04918
0.000693	0.000866611	1.04885
0.0006933	0.000866925	1.04852
0.0006936	0.00086724	1.04818
0.0006939	0.000867554	1.04785
0.0006942	0.000867869	1.04751
0.0006945	0.000868183	1.04718
0.0006948	0.000868497	1.04684
0.0006951	0.000868811	1.04651
0.0006954	0.000869125	1.04617
0.0006957	0.000869439	1.04584
0.000696	0.000869752	1.0455
0.0006963	0.000870066	1.04516
0.0006966	0.000870379	1.04483
0.0006969	0.000870693	1.04449
0.0006972	0.000871006	1.04415
0.0006975	0.000871319	1.04381
0.0006978	0.000871632	1.04347
0.0006981	0.000871945	1.04314
0.0006984	0.000872258	1.0428
0.0006987	0.000872571	1.04246
0.000699	0.000872884	1.04212
0.0006993	0.000873196	1.04178
0.0006996	0.000873509	1.04144
0.0006999	0.000873821	1.0411
0.0007002	0.000874133	1.04076
0.0007005	0.000874446	1.04042
0.0007008	0.000874758	1.04008
0.0007011	0.00087507	1.03974
0.0007014	0.000875382	1.0394
0.0007017	0.000875693	1.03905
0.000702	0.000876005	1.03871
0.0007023	0.000876317	1.03837
0.0007026	0.000876628	1.03803
0.0007029	0.000876939	1.03768
0.0007032	0.000877251	1.03734
0.0007035	0.000877562	1.037
0.0007038	0.000877873	1.03665
0.0007041	0.000878184	1.03631
0.0007044	0.000878495	1.03596
0.0007047	0.000878805	1.03562
0.000705	0.000879116	1.03527
0.0007053	0.000879426	1.03493
0.0007056	0.000879737	1.03458
0.0007059	0.000880047	1.03424
0.0007062	0.000880357	1.03389
0.0007065	0.000880668	1.03355
0.0007068	0.000880978	1.0332
0.0007071	0.000881288	1.03285
0.0007074	0.000881597	1.0325
0.0007077	0.000881907	1.03216
0.000708	0.000882217	1.03181
0.0007083	0.000882526	1.03146
0.0007086	0.000882835	1.03111
0.0007089	0.000883145	1.03076
0.0007092	0.000883454	1.03042
0.0007095	0.000883763	1.03007
0.0007098	0.000884072	1.02972
0.0007101	0.000884381	1.02937
0.0007104	0.00088469	1.02902
0.0007107	0.000884998	1.02867
0.000711	0.000885307	1.02832
0.0007113	0.000885615	1.02796
0.0007116	0.000885924	1.02761
0.0007119	0.000886232	1.02726
0.0007122	0.00088654	1.02691
0.0007125	0.000886848	1.02656
0.0007128	0.000887156	1.02621
0.0007131	0.000887464	1.02585
0.0007134	0.000887771	1.0255
0.0007137	0.000888079	1.02515
0.000714	0.000888386	1.02479
0.0007143	0.000888694	1.02444
0.0007146	0.000889001	1.02408
0.0007149	0.000889308	1.02373
0.0007152	0.000889615	1.02338
0.0007155	0.000889922	1.02302
0.0007158	0.000890229	1.02266
0.0007161	0.000890536	1.02231
0.0007164	0.000890843	1.02195
0.0007167	0.000891149	1.0216
0.000717	0.000891456	1.02124
0.0007173	0.000891762	1.02088
0.0007176	0.000892068	1.02053
0.0007179	0.000892374	1.02017
0.0007182	0.00089268	1.01981
0.0007185	0.000892986	1.01945
0.0007188	0.000893292	1.0191
0.0007191	0.000893598	1.01874
0.0007194	0.000893903	1.01838
0.0007197	0.000894209	1.01802
0.00072	0.000894514	1.01766
0.0007203	0.000894819	1.0173
0.0007206	0.000895124	1.01694
0.0007209	0.000895429	1.01658
0.0007212	0.000895734	1.01622
0.0007215	0.000896039	1.01586
0.0007218	0.000896344	1.0155
0.0007221	0.000896648	1.01514
0.0007224	0.000896953	1.01477
0.0007227	0.000897257	1.01441
0.000723	0.000897561	1.01405
0.0007233	0.000897866	1.01369
0.0007236	0.00089817	1.01333
0.0007239	0.000898474	1.01296
0.0007242	0.000898777	1.0126
0.0007245	0.000899081	1.01223
0.0007248	0.000899385	1.01187
0.0007251	0.000899688	1.01151
0.0007254	0.000899992	1.01114
0.0007257	0.000900295	1.01078
0.000726	0.000900598	1.01041
0.0007263	0.000900901	1.01005
0.0007266	0.000901204	1.00968
0.0007269	0.000901507	1.00931
0.0007272	0.00090181	1.00895
0.0007275	0.000902112	1.00858
0.0007278	0.000902415	1.00821
0.0007281	0.000902717	1.00785
0.0007284	0.00090302	1.00748
0.0007287	0.000903322	1.00711
0.000729	0.000903624	1.00674
0.0007293	0.000903926	1.00638
0.0007296	0.000904228	1.00601
0.0007299	0.000904529	1.00564
0.0007302	0.000904831	1.00527
0.0007305	0.000905133	1.0049
0.0007308	0.000905434	1.00453
0.0007311	0.000905735	1.00416
0.0007314	0.000906037	1.00379
0.0007317	0.000906338	1.00342
0.000732	0.000906639	1.00305
0.0007323	0.000906939	1.00267
0.0007326	0.00090724	1.0023
0.0007329	0.000907541	1.00193
0.0007332	0.000907841	1.00156
0.0007335	0.000908142	1.00119
0.0007338	0.000908442	1.00081
0.0007341	0.000908742	1.00044
0.0007344	0.000909042	1.00007
0.0007347	0.000909342	0.999694
0.000735	0.000909642	0.99932
0.0007353	0.000909942	0.998945
0.0007356	0.000910242	0.998571
0.0007359	0.000910541	0.998196
