t(s)	x(m)	v(m/s)	F(N)
3.39e-05	4.74798e-05	1.40032	5547.6
3.42e-05	4.78999e-05	1.40032	5598.12
3.45e-05	4.832e-05	1.40031	5648.66
3.48e-05	4.87401e-05	1.4003	5699.23
3.51e-05	4.91602e-05	1.40029	5749.82
3.54e-05	4.95803e-05	1.40029	5800.45
3.57e-05	5.00003e-05	1.40028	5851.1
3.6e-05	5.04204e-05	1.40027	5901.77
3.63e-05	5.08405e-05	1.40026	5952.48
3.66e-05	5.12606e-05	1.40026	6003.21
3.69e-05	5.16807e-05	1.40025	6053.97
3.72e-05	5.21007e-05	1.40024	6104.76
3.75e-05	5.25208e-05	1.40023	6155.57
3.78e-05	5.29409e-05	1.40023	6206.42
3.81e-05	5.33609e-05	1.40022	6257.29
3.84e-05	5.3781e-05	1.40021	6308.18
3.87e-05	5.42011e-05	1.4002	6359.11
3.9e-05	5.46211e-05	1.40019	6410.07
3.93e-05	5.50412e-05	1.40019	6461.05
3.96e-05	5.54612e-05	1.40018	6512.06
3.99e-05	5.58813e-05	1.40017	6563.1
4.02e-05	5.63013e-05	1.40016	6614.16
4.05e-05	5.67214e-05	1.40015	6665.26
4.08e-05	5.71414e-05	1.40014	6716.38
4.11e-05	5.75615e-05	1.40014	6767.53
4.14e-05	5.79815e-05	1.40013	6818.71
4.17e-05	5.84016e-05	1.40012	6869.92
4.2e-05	5.88216e-05	1.40011	6921.16
4.23e-05	5.92416e-05	1.4001	6972.43
4.26e-05	5.96617e-05	1.40009	7023.72
4.29e-05	6.00817e-05	1.40008	7075.04
4.32e-05	6.05017e-05	1.40008	7126.4
4.35e-05	6.09217e-05	1.40007	7177.78
4.38e-05	6.13417e-05	1.40006	7229.19
4.41e-05	6.17618e-05	1.40005	7280.62
4.44e-05	6.21818e-05	1.40004	7332.09
4.47e-05	6.26018e-05	1.40003	7383.59
4.5e-05	6.30218e-05	1.40002	7435.11
4.53e-05	6.34418e-05	1.40001	7486.67
4.56e-05	6.38618e-05	1.4	7538.25
4.59e-05	6.42818e-05	1.39999	7589.87
4.62e-05	6.47018e-05	1.39998	7641.51
4.65e-05	6.51218e-05	1.39997	7693.18
4.68e-05	6.55418e-05	1.39996	7744.88
4.71e-05	6.59618e-05	1.39995	7796.62
4.74e-05	6.63817e-05	1.39994	7848.38
4.77e-05	6.68017e-05	1.39993	7900.17
4.8e-05	6.72217e-05	1.39992	7951.99
4.83e-05	6.76417e-05	1.39991	8003.84
4.86e-05	6.80616e-05	1.3999	8055.72
4.89e-05	6.84816e-05	1.39989	8107.63
4.92e-05	6.89016e-05	1.39988	8159.57
4.95e-05	6.93215e-05	1.39987	8211.54
4.98e-05	6.97415e-05	1.39986	8263.54
5.01e-05	7.01615e-05	1.39985	8315.57
5.04e-05	7.05814e-05	1.39984	8367.63
5.07e-05	7.10014e-05	1.39983	8419.72
5.1e-05	7.14213e-05	1.39982	8471.84
5.13e-05	7.18413e-05	1.39981	8523.99
5.16e-05	7.22612e-05	1.3998	8576.17
5.19e-05	7.26811e-05	1.39979	8628.38
5.22e-05	7.31011e-05	1.39978	8680.63
5.25e-05	7.3521e-05	1.39977	8732.9
5.28e-05	7.39409e-05	1.39975	8785.2
5.31e-05	7.43609e-05	1.39974	8837.54
5.34e-05	7.47808e-05	1.39973	8889.9
5.37e-05	7.52007e-05	1.39972	8942.3
5.4e-05	7.56206e-05	1.39971	8994.73
5.43e-05	7.60405e-05	1.3997	9047.18
5.46e-05	7.64604e-05	1.39969	9099.67
5.49e-05	7.68803e-05	1.39968	9152.19
5.52e-05	7.73002e-05	1.39966	9204.74
5.55e-05	7.77201e-05	1.39965	9257.33
5.58e-05	7.814e-05	1.39964	9309.94
5.61e-05	7.85599e-05	1.39963	9362.59
5.64e-05	7.89798e-05	1.39962	9415.26
5.67e-05	7.93997e-05	1.3996	9467.97
5.7e-05	7.98196e-05	1.39959	9520.71
5.73e-05	8.02394e-05	1.39958	9573.48
5.76e-05	8.06593e-05	1.39957	9626.28
5.79e-05	8.10792e-05	1.39956	9679.12
5.82e-05	8.1499e-05	1.39954	9731.98
5.85e-05	8.19189e-05	1.39953	9784.88
5.88e-05	8.23388e-05	1.39952	9837.81
5.91e-05	8.27586e-05	1.39951	9890.77
5.94e-05	8.31785e-05	1.39949	9943.77
5.97e-05	8.35983e-05	1.39948	9996.79
6e-05	8.40182e-05	1.39947	10049.8
6.03e-05	8.4438e-05	1.39946	10102.9
6.06e-05	8.48578e-05	1.39944	10156.1
6.09e-05	8.52777e-05	1.39943	10209.2
6.12e-05	8.56975e-05	1.39942	10262.4
6.15e-05	8.61173e-05	1.39941	10315.6
6.18e-05	8.65371e-05	1.39939	10368.9
6.21e-05	8.6957e-05	1.39938	10422.2
6.24e-05	8.73768e-05	1.39937	10475.5
6.27e-05	8.77966e-05	1.39935	10528.8
6.3e-05	8.82164e-05	1.39934	10582.2
6.33e-05	8.86362e-05	1.39933	10635.6
6.36e-05	8.9056e-05	1.39931	10689.1
6.39e-05	8.94758e-05	1.3993	10742.5
6.42e-05	8.98956e-05	1.39929	10796.1
6.45e-05	9.03153e-05	1.39927	10849.6
6.48e-05	9.07351e-05	1.39926	10903.2
6.51e-05	9.11549e-05	1.39924	10956.8
6.54e-05	9.15747e-05	1.39923	11010.4
6.57e-05	9.19944e-05	1.39922	11064.1
6.6e-05	9.24142e-05	1.3992	11117.8
6.63e-05	9.28339e-05	1.39919	11171.6
6.66e-05	9.32537e-05	1.39917	11225.4
6.69e-05	9.36735e-05	1.39916	11279.2
6.72e-05	9.40932e-05	1.39915	11333
6.75e-05	9.45129e-05	1.39913	11386.9
6.78e-05	9.49327e-05	1.39912	11440.8
6.81e-05	9.53524e-05	1.3991	11494.8
6.84e-05	9.57721e-05	1.39909	11548.7
6.87e-05	9.61919e-05	1.39907	11602.7
6.9e-05	9.66116e-05	1.39906	11656.8
6.93e-05	9.70313e-05	1.39904	11710.9
6.96e-05	9.7451e-05	1.39903	11765
6.99e-05	9.78707e-05	1.39901	11819.1
7.02e-05	9.82904e-05	1.399	11873.3
7.05e-05	9.87101e-05	1.39898	11927.5
7.08e-05	9.91298e-05	1.39897	11981.8
7.11e-05	9.95495e-05	1.39895	12036.1
7.14e-05	9.99692e-05	1.39894	12090.4
7.17e-05	0.000100389	1.39892	12144.8
7.2e-05	0.000100809	1.39891	12199.2
7.23e-05	0.000101228	1.39889	12253.6
7.26e-05	0.000101648	1.39888	12308
7.29e-05	0.000102068	1.39886	12362.5
7.32e-05	0.000102487	1.39885	12417.1
7.35e-05	0.000102907	1.39883	12471.6
7.38e-05	0.000103326	1.39882	12526.2
7.41e-05	0.000103746	1.3988	12580.9
7.44e-05	0.000104166	1.39878	12635.5
7.47e-05	0.000104585	1.39877	12690.2
7.5e-05	0.000105005	1.39875	12745
7.53e-05	0.000105425	1.39874	12799.8
7.56e-05	0.000105844	1.39872	12854.6
7.59e-05	0.000106264	1.3987	12909.4
7.62e-05	0.000106683	1.39869	12964.3
7.65e-05	0.000107103	1.39867	13019.2
7.68e-05	0.000107523	1.39865	13074.2
7.71e-05	0.000107942	1.39864	13129.1
7.74e-05	0.000108362	1.39862	13184.2
7.77e-05	0.000108781	1.3986	13239.2
7.8e-05	0.000109201	1.39859	13294.3
7.83e-05	0.000109621	1.39857	13349.4
7.86e-05	0.00011004	1.39855	13404.6
7.89e-05	0.00011046	1.39854	13459.8
7.92e-05	0.000110879	1.39852	13515.1
7.95e-05	0.000111299	1.3985	13570.3
7.98e-05	0.000111718	1.39849	13625.6
8.01e-05	0.000112138	1.39847	13681
8.04e-05	0.000112557	1.39845	13736.4
8.07e-05	0.000112977	1.39843	13791.8
8.1e-05	0.000113397	1.39842	13847.2
8.13e-05	0.000113816	1.3984	13902.7
8.16e-05	0.000114236	1.39838	13958.3
8.19e-05	0.000114655	1.39836	14013.8
8.22e-05	0.000115075	1.39835	14069.4
8.25e-05	0.000115494	1.39833	14125.1
8.28e-05	0.000115914	1.39831	14180.7
8.31e-05	0.000116333	1.39829	14236.4
8.34e-05	0.000116753	1.39827	14292.2
8.37e-05	0.000117172	1.39826	14348
8.4e-05	0.000117592	1.39824	14403.8
8.43e-05	0.000118011	1.39822	14459.7
8.46e-05	0.00011843	1.3982	14515.6
8.49e-05	0.00011885	1.39818	14571.5
8.52e-05	0.000119269	1.39816	14627.5
8.55e-05	0.000119689	1.39815	14683.5
8.58e-05	0.000120108	1.39813	14739.5
8.61e-05	0.000120528	1.39811	14795.6
8.64e-05	0.000120947	1.39809	14851.7
8.67e-05	0.000121367	1.39807	14907.9
8.7e-05	0.000121786	1.39805	14964.1
8.73e-05	0.000122205	1.39803	15020.3
8.76e-05	0.000122625	1.39802	15076.6
8.79e-05	0.000123044	1.398	15132.9
8.82e-05	0.000123464	1.39798	15189.2
8.85e-05	0.000123883	1.39796	15245.6
8.88e-05	0.000124302	1.39794	15302
8.91e-05	0.000124722	1.39792	15358.5
8.94e-05	0.000125141	1.3979	15415
8.97e-05	0.00012556	1.39788	15471.5
9e-05	0.00012598	1.39786	15528.1
9.03e-05	0.000126399	1.39784	15584.7
9.06e-05	0.000126819	1.39782	15641.4
9.09e-05	0.000127238	1.3978	15698.1
9.12e-05	0.000127657	1.39778	15754.8
9.15e-05	0.000128077	1.39776	15811.6
9.18e-05	0.000128496	1.39774	15868.4
9.21e-05	0.000128915	1.39772	15925.2
9.24e-05	0.000129335	1.3977	15982.1
9.27e-05	0.000129754	1.39768	16039
9.3e-05	0.000130173	1.39766	16096
9.33e-05	0.000130592	1.39764	16153
9.36e-05	0.000131012	1.39762	16210
9.39e-05	0.000131431	1.3976	16267.1
9.42e-05	0.00013185	1.39758	16324.2
9.45e-05	0.00013227	1.39756	16381.4
9.48e-05	0.000132689	1.39754	16438.6
9.51e-05	0.000133108	1.39752	16495.8
9.54e-05	0.000133527	1.3975	16553.1
9.57e-05	0.000133947	1.39748	16610.4
9.6e-05	0.000134366	1.39745	16667.7
9.63e-05	0.000134785	1.39743	16725.1
9.66e-05	0.000135204	1.39741	16782.6
9.69e-05	0.000135623	1.39739	16840
9.72e-05	0.000136043	1.39737	16897.6
9.75e-05	0.000136462	1.39735	16955.1
9.78e-05	0.000136881	1.39733	17012.7
9.81e-05	0.0001373	1.39731	17070.3
9.84e-05	0.000137719	1.39728	17128
9.87e-05	0.000138139	1.39726	17185.7
9.9e-05	0.000138558	1.39724	17243.5
9.93e-05	0.000138977	1.39722	17301.3
9.96e-05	0.000139396	1.3972	17359.1
9.99e-05	0.000139815	1.39718	17417
0.0001002	0.000140234	1.39715	17474.9
0.0001005	0.000140654	1.39713	17532.8
0.0001008	0.000141073	1.39711	17590.8
0.0001011	0.000141492	1.39709	17648.9
0.0001014	0.000141911	1.39706	17706.9
0.0001017	0.00014233	1.39704	17765
0.000102	0.000142749	1.39702	17823.2
0.0001023	0.000143168	1.397	17881.4
0.0001026	0.000143587	1.39698	17939.6
0.0001029	0.000144007	1.39695	17997.9
0.0001032	0.000144426	1.39693	18056.2
0.0001035	0.000144845	1.39691	18114.6
0.0001038	0.000145264	1.39688	18173
0.0001041	0.000145683	1.39686	18231.5
0.0001044	0.000146102	1.39684	18289.9
0.0001047	0.000146521	1.39681	18348.5
0.000105	0.00014694	1.39679	18407
0.0001053	0.000147359	1.39677	18465.6
0.0001056	0.000147778	1.39675	18524.3
0.0001059	0.000148197	1.39672	18583
0.0001062	0.000148616	1.3967	18641.7
0.0001065	0.000149035	1.39667	18700.5
0.0001068	0.000149454	1.39665	18759.3
0.0001071	0.000149873	1.39663	18818.2
0.0001074	0.000150292	1.3966	18877.1
0.0001077	0.000150711	1.39658	18936
0.000108	0.00015113	1.39656	18995
0.0001083	0.000151549	1.39653	19054
0.0001086	0.000151968	1.39651	19113.1
0.0001089	0.000152387	1.39648	19172.2
0.0001092	0.000152806	1.39646	19231.4
0.0001095	0.000153225	1.39644	19290.6
0.0001098	0.000153644	1.39641	19349.8
0.0001101	0.000154063	1.39639	19409.1
0.0001104	0.000154481	1.39636	19468.4
0.0001107	0.0001549	1.39634	19527.8
0.000111	0.000155319	1.39631	19587.2
0.0001113	0.000155738	1.39629	19646.7
0.0001116	0.000156157	1.39626	19706.2
0.0001119	0.000156576	1.39624	19765.7
0.0001122	0.000156995	1.39621	19825.3
0.0001125	0.000157414	1.39619	19884.9
0.0001128	0.000157833	1.39616	19944.6
0.0001131	0.000158251	1.39614	20004.3
0.0001134	0.00015867	1.39611	20064
0.0001137	0.000159089	1.39609	20123.8
0.000114	0.000159508	1.39606	20183.7
0.0001143	0.000159927	1.39604	20243.6
0.0001146	0.000160345	1.39601	20303.5
0.0001149	0.000160764	1.39599	20363.5
0.0001152	0.000161183	1.39596	20423.5
0.0001155	0.000161602	1.39593	20483.6
0.0001158	0.000162021	1.39591	20543.7
0.0001161	0.000162439	1.39588	20603.8
0.0001164	0.000162858	1.39586	20664
0.0001167	0.000163277	1.39583	20724.2
0.000117	0.000163696	1.3958	20784.5
0.0001173	0.000164114	1.39578	20844.8
0.0001176	0.000164533	1.39575	20905.2
0.0001179	0.000164952	1.39572	20965.6
0.0001182	0.000165371	1.3957	21026.1
0.0001185	0.000165789	1.39567	21086.6
0.0001188	0.000166208	1.39565	21147.1
0.0001191	0.000166627	1.39562	21207.7
0.0001194	0.000167045	1.39559	21268.3
0.0001197	0.000167464	1.39557	21329
0.00012	0.000167883	1.39554	21389.7
0.0001203	0.000168301	1.39551	21450.5
0.0001206	0.00016872	1.39548	21511.3
0.0001209	0.000169139	1.39546	21572.2
0.0001212	0.000169557	1.39543	21633.1
0.0001215	0.000169976	1.3954	21694
0.0001218	0.000170394	1.39537	21755
0.0001221	0.000170813	1.39535	21816.1
0.0001224	0.000171232	1.39532	21877.2
0.0001227	0.00017165	1.39529	21938.3
0.000123	0.000172069	1.39526	21999.5
0.0001233	0.000172487	1.39524	22060.7
0.0001236	0.000172906	1.39521	22121.9
0.0001239	0.000173325	1.39518	22183.3
0.0001242	0.000173743	1.39515	22244.6
0.0001245	0.000174162	1.39512	22306
0.0001248	0.00017458	1.3951	22367.5
0.0001251	0.000174999	1.39507	22429
0.0001254	0.000175417	1.39504	22490.5
0.0001257	0.000175836	1.39501	22552.1
0.000126	0.000176254	1.39498	22613.7
0.0001263	0.000176673	1.39495	22675.4
0.0001266	0.000177091	1.39493	22737.1
0.0001269	0.00017751	1.3949	22798.9
0.0001272	0.000177928	1.39487	22860.7
0.0001275	0.000178347	1.39484	22922.6
0.0001278	0.000178765	1.39481	22984.5
0.0001281	0.000179184	1.39478	23046.4
0.0001284	0.000179602	1.39475	23108.5
0.0001287	0.00018002	1.39472	23170.5
0.000129	0.000180439	1.39469	23232.6
0.0001293	0.000180857	1.39467	23294.7
0.0001296	0.000181276	1.39464	23356.9
0.0001299	0.000181694	1.39461	23419.2
0.0001302	0.000182112	1.39458	23481.5
0.0001305	0.000182531	1.39455	23543.8
0.0001308	0.000182949	1.39452	23606.2
0.0001311	0.000183367	1.39449	23668.6
0.0001314	0.000183786	1.39446	23731.1
0.0001317	0.000184204	1.39443	23793.6
0.000132	0.000184622	1.3944	23856.2
0.0001323	0.000185041	1.39437	23918.8
0.0001326	0.000185459	1.39434	23981.4
0.0001329	0.000185877	1.39431	24044.1
0.0001332	0.000186296	1.39428	24106.9
0.0001335	0.000186714	1.39425	24169.7
0.0001338	0.000187132	1.39422	24232.6
0.0001341	0.00018755	1.39419	24295.5
0.0001344	0.000187969	1.39415	24358.4
0.0001347	0.000188387	1.39412	24421.4
0.000135	0.000188805	1.39409	24484.5
0.0001353	0.000189223	1.39406	24547.6
0.0001356	0.000189642	1.39403	24610.7
0.0001359	0.00019006	1.394	24673.9
0.0001362	0.000190478	1.39397	24737.1
0.0001365	0.000190896	1.39394	24800.4
0.0001368	0.000191314	1.39391	24863.7
0.0001371	0.000191733	1.39387	24927.1
0.0001374	0.000192151	1.39384	24990.6
0.0001377	0.000192569	1.39381	25054
0.000138	0.000192987	1.39378	25117.6
0.0001383	0.000193405	1.39375	25181.2
0.0001386	0.000193823	1.39372	25244.8
0.0001389	0.000194241	1.39368	25308.5
0.0001392	0.000194659	1.39365	25372.2
0.0001395	0.000195078	1.39362	25436
0.0001398	0.000195496	1.39359	25499.8
0.0001401	0.000195914	1.39356	25563.7
0.0001404	0.000196332	1.39352	25627.6
0.0001407	0.00019675	1.39349	25691.6
0.000141	0.000197168	1.39346	25755.6
0.0001413	0.000197586	1.39343	25819.7
0.0001416	0.000198004	1.39339	25883.8
0.0001419	0.000198422	1.39336	25947.9
0.0001422	0.00019884	1.39333	26012.2
0.0001425	0.000199258	1.3933	26076.4
0.0001428	0.000199676	1.39326	26140.8
0.0001431	0.000200094	1.39323	26205.1
0.0001434	0.000200512	1.3932	26269.5
0.0001437	0.00020093	1.39316	26334
0.000144	0.000201348	1.39313	26398.5
0.0001443	0.000201766	1.3931	26463.1
0.0001446	0.000202184	1.39306	26527.7
0.0001449	0.000202601	1.39303	26592.4
0.0001452	0.000203019	1.393	26657.1
0.0001455	0.000203437	1.39296	26721.9
0.0001458	0.000203855	1.39293	26786.7
0.0001461	0.000204273	1.3929	26851.6
0.0001464	0.000204691	1.39286	26916.5
0.0001467	0.000205109	1.39283	26981.5
0.000147	0.000205527	1.39279	27046.5
0.0001473	0.000205944	1.39276	27111.6
0.0001476	0.000206362	1.39273	27176.7
0.0001479	0.00020678	1.39269	27241.9
0.0001482	0.000207198	1.39266	27307.1
0.0001485	0.000207616	1.39262	27372.4
0.0001488	0.000208033	1.39259	27437.7
0.0001491	0.000208451	1.39255	27503.1
0.0001494	0.000208869	1.39252	27568.6
0.0001497	0.000209287	1.39248	27634
0.00015	0.000209704	1.39245	27699.6
0.0001503	0.000210122	1.39241	27765.2
0.0001506	0.00021054	1.39238	27830.8
0.0001509	0.000210958	1.39234	27896.5
0.0001512	0.000211375	1.39231	27962.3
0.0001515	0.000211793	1.39227	28028.1
0.0001518	0.000212211	1.39224	28093.9
0.0001521	0.000212628	1.3922	28159.8
0.0001524	0.000213046	1.39217	28225.8
0.0001527	0.000213464	1.39213	28291.8
0.000153	0.000213881	1.3921	28357.8
0.0001533	0.000214299	1.39206	28423.9
0.0001536	0.000214717	1.39202	28490.1
0.0001539	0.000215134	1.39199	28556.3
0.0001542	0.000215552	1.39195	28622.6
0.0001545	0.000215969	1.39192	28688.9
0.0001548	0.000216387	1.39188	28755.3
0.0001551	0.000216804	1.39184	28821.7
0.0001554	0.000217222	1.39181	28888.2
0.0001557	0.00021764	1.39177	28954.7
0.000156	0.000218057	1.39173	29021.3
0.0001563	0.000218475	1.3917	29087.9
0.0001566	0.000218892	1.39166	29154.6
0.0001569	0.00021931	1.39162	29221.4
0.0001572	0.000219727	1.39159	29288.2
0.0001575	0.000220144	1.39155	29355
0.0001578	0.000220562	1.39151	29421.9
0.0001581	0.000220979	1.39148	29488.9
0.0001584	0.000221397	1.39144	29555.9
0.0001587	0.000221814	1.3914	29622.9
0.000159	0.000222232	1.39136	29690.1
0.0001593	0.000222649	1.39133	29757.2
0.0001596	0.000223066	1.39129	29824.4
0.0001599	0.000223484	1.39125	29891.7
0.0001602	0.000223901	1.39121	29959.1
0.0001605	0.000224319	1.39118	30026.4
0.0001608	0.000224736	1.39114	30093.9
0.0001611	0.000225153	1.3911	30161.4
0.0001614	0.000225571	1.39106	30228.9
0.0001617	0.000225988	1.39102	30296.5
0.000162	0.000226405	1.39099	30364.2
0.0001623	0.000226822	1.39095	30431.9
0.0001626	0.00022724	1.39091	30499.7
0.0001629	0.000227657	1.39087	30567.5
0.0001632	0.000228074	1.39083	30635.4
0.0001635	0.000228492	1.39079	30703.3
0.0001638	0.000228909	1.39075	30771.3
0.0001641	0.000229326	1.39072	30839.3
0.0001644	0.000229743	1.39068	30907.4
0.0001647	0.00023016	1.39064	30975.6
0.000165	0.000230578	1.3906	31043.8
0.0001653	0.000230995	1.39056	31112
0.0001656	0.000231412	1.39052	31180.4
0.0001659	0.000231829	1.39048	31248.7
0.0001662	0.000232246	1.39044	31317.2
0.0001665	0.000232663	1.3904	31385.6
0.0001668	0.00023308	1.39036	31454.2
0.0001671	0.000233498	1.39032	31522.8
0.0001674	0.000233915	1.39028	31591.4
0.0001677	0.000234332	1.39024	31660.1
0.000168	0.000234749	1.3902	31728.9
0.0001683	0.000235166	1.39016	31797.7
0.0001686	0.000235583	1.39012	31866.6
0.0001689	0.000236	1.39008	31935.5
0.0001692	0.000236417	1.39004	32004.5
0.0001695	0.000236834	1.39	32073.5
0.0001698	0.000237251	1.38996	32142.6
0.0001701	0.000237668	1.38992	32211.8
0.0001704	0.000238085	1.38988	32281
0.0001707	0.000238502	1.38984	32350.2
0.000171	0.000238919	1.3898	32419.6
0.0001713	0.000239336	1.38976	32488.9
0.0001716	0.000239753	1.38972	32558.4
0.0001719	0.00024017	1.38968	32627.9
0.0001722	0.000240586	1.38963	32697.4
0.0001725	0.000241003	1.38959	32767
0.0001728	0.00024142	1.38955	32836.7
0.0001731	0.000241837	1.38951	32906.4
0.0001734	0.000242254	1.38947	32976.2
0.0001737	0.000242671	1.38943	33046
0.000174	0.000243088	1.38939	33115.9
0.0001743	0.000243504	1.38934	33185.9
0.0001746	0.000243921	1.3893	33255.9
0.0001749	0.000244338	1.38926	33325.9
0.0001752	0.000244755	1.38922	33396.1
0.0001755	0.000245171	1.38918	33466.2
0.0001758	0.000245588	1.38913	33536.5
0.0001761	0.000246005	1.38909	33606.8
0.0001764	0.000246422	1.38905	33677.1
0.0001767	0.000246838	1.38901	33747.5
0.000177	0.000247255	1.38896	33818
0.0001773	0.000247672	1.38892	33888.5
0.0001776	0.000248088	1.38888	33959.1
0.0001779	0.000248505	1.38884	34029.8
0.0001782	0.000248922	1.38879	34100.5
0.0001785	0.000249338	1.38875	34171.2
0.0001788	0.000249755	1.38871	34242
0.0001791	0.000250172	1.38866	34312.9
0.0001794	0.000250588	1.38862	34383.8
0.0001797	0.000251005	1.38858	34454.8
0.00018	0.000251421	1.38853	34525.9
0.0001803	0.000251838	1.38849	34597
0.0001806	0.000252254	1.38845	34668.2
0.0001809	0.000252671	1.3884	34739.4
0.0001812	0.000253087	1.38836	34810.7
